partida_id,temporada,rodada,data,horario,clube_mandante,clube_mandante_slug,clube_visitante,clube_visitante_slug,gols_mandante,gols_visitante,total_gols,saldo_mandante,resultado,vencedor,arena,mandante_uf,visitante_uf,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
1251,2005,14,2005-07-23,18:10,Sao Paulo,sao_paulo,Sao Caetano,sao_caetano,0,1,1,-1,Vitoria Visitante,Sao Caetano, Morumbi,SP,SP,,,,
1252,2005,14,2005-07-24,16:00,Vasco,vasco,Corinthians,corinthians,2,3,5,-1,Vitoria Visitante,Corinthians, São Januário,RJ,SP,,,,
1253,2005,14,2005-07-24,16:00,Coritiba,coritiba,Flamengo,flamengo,3,2,5,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,RJ,,,,
1254,2005,14,2005-07-24,16:00,Palmeiras,palmeiras,Atletico-MG,atletico_mg,1,0,1,1,Vitoria Mandante,Palmeiras,  Parque Antártica,SP,MG,,,,
1255,2005,14,2005-07-24,18:10,Ponte Preta,ponte_preta,Fluminense,fluminense,2,1,3,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,RJ,,,,
1256,2005,14,2005-07-24,18:10,Cruzeiro,cruzeiro,Santos,santos,3,2,5,1,Vitoria Mandante,Cruzeiro, Mineirão,MG,SP,,,,
1257,2005,14,2005-07-24,18:10,Paysandu,paysandu,Internacional,internacional,1,2,3,-1,Vitoria Visitante,Internacional, Mangueirão,PA,RS,,,,
1259,2005,15,2005-07-27,19:30,Fortaleza,fortaleza,Juventude,juventude,2,0,2,2,Vitoria Mandante,Fortaleza, Castelão,CE,RS,,,,
1260,2005,15,2005-07-27,20:30,Fluminense,fluminense,Goias,goias,1,1,2,0,Empate,-,  Raulino de Oliveira,RJ,GO,,,,
1261,2005,15,2005-07-27,20:30,Sao Caetano,sao_caetano,Botafogo-RJ,botafogo_rj,0,1,1,-1,Vitoria Visitante,Botafogo-RJ, Anacleto Campanella,SP,RJ,,,,
1262,2005,15,2005-07-27,20:30,Corinthians,corinthians,Cruzeiro,cruzeiro,4,3,7,1,Vitoria Mandante,Corinthians, Pacaembu,SP,MG,,,,
1263,2005,15,2005-07-27,21:45,Athletico-PR,athletico_pr,Vasco,vasco,7,2,9,5,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,RJ,,,,
1264,2005,15,2005-07-27,21:45,Santos,santos,Ponte Preta,ponte_preta,0,1,1,-1,Vitoria Visitante,Ponte Preta, Vila Belmiro,SP,SP,,,,
1265,2005,15,2005-07-27,21:45,Atletico-MG,atletico_mg,Sao Paulo,sao_paulo,0,0,0,0,Empate,-, Mineirão,MG,SP,,,,
1266,2005,15,2005-07-28,20:30,Brasiliense,brasiliense,Paysandu,paysandu,0,0,0,0,Empate,-,  Serejão,DF,PA,,,,
1267,2005,15,2005-07-28,20:30,Flamengo,flamengo,Palmeiras,palmeiras,0,0,0,0,Empate,-,  Luso Brasileiro,RJ,SP,,,,
1268,2005,15,2005-07-28,20:30,Figueirense,figueirense,Coritiba,coritiba,0,0,0,0,Empate,-, Orlando Scarpelli,SC,PR,,,,
1269,2005,15,2005-07-28,20:30,Internacional,internacional,Parana,parana,0,2,2,-2,Vitoria Visitante,Parana, Beira Rio,RS,PR,,,,
1270,2005,16,2005-07-30,16:00,Cruzeiro,cruzeiro,Fortaleza,fortaleza,3,0,3,3,Vitoria Mandante,Cruzeiro, Mineirão,MG,CE,,,,
1271,2005,16,2005-07-30,16:00,Goias,goias,Atletico-MG,atletico_mg,3,1,4,2,Vitoria Mandante,Goias, Serra Dourada,GO,MG,,,,
1272,2005,16,2005-07-30,16:00,Vasco,vasco,Sao Caetano,sao_caetano,3,2,5,1,Vitoria Mandante,Vasco, São Januário,RJ,SP,,,,
1273,2005,16,2005-07-31,16:00,Figueirense,figueirense,Fluminense,fluminense,1,1,2,0,Empate,-, Orlando Scarpelli,SC,RJ,,,,
1274,2005,16,2005-07-31,16:00,Coritiba,coritiba,Brasiliense,brasiliense,1,1,2,0,Empate,-, Couto Pereira,PR,DF,,,,
1275,2005,16,2005-07-31,16:00,Botafogo-RJ,botafogo_rj,Flamengo,flamengo,0,2,2,-2,Vitoria Visitante,Flamengo,  Luso Brasileiro,RJ,RJ,,,,
1276,2005,16,2005-07-31,16:00,Ponte Preta,ponte_preta,Internacional,internacional,1,1,2,0,Empate,-, Moisés Lucarelli,SP,RS,,,,
1277,2005,16,2005-07-31,18:10,Paysandu,paysandu,Parana,parana,3,4,7,-1,Vitoria Visitante,Parana, Mangueirão,PA,PR,,,,
1278,2005,16,2005-07-31,18:10,Juventude,juventude,Sao Paulo,sao_paulo,2,1,3,1,Vitoria Mandante,Juventude, Alfredo Jaconi,RS,SP,,,,
1279,2005,16,2005-07-31,18:10,Palmeiras,palmeiras,Athletico-PR,athletico_pr,1,1,2,0,Empate,-,  Pacaembu*(PF),SP,PR,,,,
1281,2005,17,2005-08-03,19:30,Brasiliense,brasiliense,Cruzeiro,cruzeiro,1,2,3,-1,Vitoria Visitante,Cruzeiro,  Boca do Jacaré,DF,MG,,,,
1282,2005,17,2005-08-03,19:30,Sao Caetano,sao_caetano,Juventude,juventude,1,1,2,0,Empate,-, Anacleto Campanella,SP,RS,,,,
1283,2005,17,2005-08-03,20:30,Corinthians,corinthians,Coritiba,coritiba,3,0,3,3,Vitoria Mandante,Corinthians, Pacaembu,SP,PR,,,,
1284,2005,17,2005-08-03,20:30,Athletico-PR,athletico_pr,Goias,goias,1,0,1,1,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,GO,,,,
1285,2005,17,2005-08-03,20:30,Atletico-MG,atletico_mg,Paysandu,paysandu,2,2,4,0,Empate,-, Mineirão,MG,PA,,,,
1286,2005,17,2005-08-03,21:45,Internacional,internacional,Santos,santos,0,1,1,-1,Vitoria Visitante,Santos, Beira Rio,RS,SP,,,,
1287,2005,17,2005-08-03,21:45,Flamengo,flamengo,Ponte Preta,ponte_preta,1,0,1,1,Vitoria Mandante,Flamengo,  Luso Brasileiro,RJ,SP,,,,
1288,2005,17,2005-08-03,21:45,Parana,parana,Botafogo-RJ,botafogo_rj,2,0,2,2,Vitoria Mandante,Parana, Pinheirão,PR,RJ,,,,
1289,2005,17,2005-08-04,20:30,Fluminense,fluminense,Vasco,vasco,3,2,5,1,Vitoria Mandante,Fluminense,  Raulino de Oliveira,RJ,RJ,,,,
1290,2005,17,2005-08-04,20:30,Fortaleza,fortaleza,Figueirense,figueirense,5,2,7,3,Vitoria Mandante,Fortaleza, Castelão,CE,SC,,,,
1291,2005,17,2005-08-04,20:30,Sao Paulo,sao_paulo,Palmeiras,palmeiras,3,3,6,0,Empate,-, Morumbi,SP,SP,,,,
1292,2005,18,2005-08-06,16:00,Athletico-PR,athletico_pr,Cruzeiro,cruzeiro,5,4,9,1,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,MG,,,,
1293,2005,18,2005-08-06,16:00,Corinthians,corinthians,Sao Caetano,sao_caetano,0,2,2,-2,Vitoria Visitante,Sao Caetano, Pacaembu,SP,SP,,,,
1294,2005,18,2005-08-06,16:00,Botafogo-RJ,botafogo_rj,Paysandu,paysandu,2,0,2,2,Vitoria Mandante,Botafogo-RJ,  Luso Brasileiro,RJ,PA,,,,
1295,2005,18,2005-08-07,16:00,Juventude,juventude,Palmeiras,palmeiras,1,2,3,-1,Vitoria Visitante,Palmeiras, Alfredo Jaconi,RS,SP,,,,
1296,2005,18,2005-08-07,16:00,Parana,parana,Santos,santos,1,1,2,0,Empate,-,  Willie Davids,PR,SP,,,,
1297,2005,18,2005-08-07,16:00,Fortaleza,fortaleza,Flamengo,flamengo,2,1,3,1,Vitoria Mandante,Fortaleza, Castelão,CE,RJ,,,,
1298,2005,18,2005-08-07,18:10,Brasiliense,brasiliense,Internacional,internacional,0,0,0,0,Empate,-,  Boca do Jacaré,DF,RS,,,,
1299,2005,18,2005-08-07,18:10,Atletico-MG,atletico_mg,Fluminense,fluminense,1,2,3,-1,Vitoria Visitante,Fluminense, Mineirão,MG,RJ,,,,
1300,2005,18,2005-08-07,18:10,Ponte Preta,ponte_preta,Coritiba,coritiba,0,3,3,-3,Vitoria Visitante,Coritiba, Moisés Lucarelli,SP,PR,,,,
1301,2005,18,2005-08-07,18:10,Sao Paulo,sao_paulo,Goias,goias,0,1,1,-1,Vitoria Visitante,Goias, Morumbi,SP,GO,,,,
1303,2005,19,2005-08-10,19:30,Sao Caetano,sao_caetano,Athletico-PR,athletico_pr,3,2,5,1,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,PR,,,,
1304,2005,19,2005-08-10,20:30,Paysandu,paysandu,Vasco,vasco,0,2,2,-2,Vitoria Visitante,Vasco, Mangueirão,PA,RJ,,,,
1305,2005,19,2005-08-10,20:30,Coritiba,coritiba,Atletico-MG,atletico_mg,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,MG,,,,
1306,2005,19,2005-08-10,20:30,Palmeiras,palmeiras,Ponte Preta,ponte_preta,2,1,3,1,Vitoria Mandante,Palmeiras,  Parque Antártica,SP,SP,,,,
1307,2005,19,2005-08-10,21:45,Internacional,internacional,Corinthians,corinthians,0,0,0,0,Empate,-, Beira Rio,RS,SP,,,,
1308,2005,19,2005-08-10,21:45,Figueirense,figueirense,Sao Paulo,sao_paulo,3,1,4,2,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,SP,,,,
1309,2005,19,2005-08-11,20:30,Santos,santos,Brasiliense,brasiliense,1,1,2,0,Empate,-, Vila Belmiro,SP,DF,,,,
1310,2005,19,2005-08-11,20:30,Fluminense,fluminense,Fortaleza,fortaleza,2,0,2,2,Vitoria Mandante,Fluminense,  Raulino de Oliveira,RJ,CE,,,,
1311,2005,19,2005-08-11,20:30,Flamengo,flamengo,Parana,parana,1,1,2,0,Empate,-,  Luso Brasileiro,RJ,PR,,,,
1312,2005,19,2005-08-11,20:30,Goias,goias,Juventude,juventude,1,0,1,1,Vitoria Mandante,Goias, Serra Dourada,GO,RS,,,,
1314,2005,20,2005-08-13,16:00,Coritiba,coritiba,Sao Caetano,sao_caetano,2,2,4,0,Empate,-, Couto Pereira,PR,SP,,,,
1315,2005,20,2005-08-13,16:00,Palmeiras,palmeiras,Internacional,internacional,3,2,5,1,Vitoria Mandante,Palmeiras,  Parque Antártica,SP,RS,,,,
1316,2005,20,2005-08-13,18:10,Paysandu,paysandu,Athletico-PR,athletico_pr,2,1,3,1,Vitoria Mandante,Paysandu, Mangueirão,PA,PR,,,,
1317,2005,20,2005-08-14,16:00,Ponte Preta,ponte_preta,Corinthians,corinthians,3,5,8,-2,Vitoria Visitante,Corinthians, Moisés Lucarelli,SP,SP,,,,
1318,2005,20,2005-08-14,16:00,Vasco,vasco,Atletico-MG,atletico_mg,2,1,3,1,Vitoria Mandante,Vasco, São Januário,RJ,MG,,,,
1319,2005,20,2005-08-14,16:00,Figueirense,figueirense,Brasiliense,brasiliense,2,2,4,0,Empate,-, Orlando Scarpelli,SC,DF,,,,
1320,2005,20,2005-08-14,16:00,Goias,goias,Flamengo,flamengo,2,0,2,2,Vitoria Mandante,Goias, Serra Dourada,GO,RJ,,,,
1321,2005,20,2005-08-14,16:00,Cruzeiro,cruzeiro,Parana,parana,0,1,1,-1,Vitoria Visitante,Parana, Mineirão,MG,PR,,,,
1322,2005,20,2005-08-14,18:10,Sao Paulo,sao_paulo,Fortaleza,fortaleza,3,2,5,1,Vitoria Mandante,Sao Paulo, Morumbi,SP,CE,,,,
1323,2005,20,2005-08-14,18:10,Botafogo-RJ,botafogo_rj,Santos,santos,3,3,6,0,Empate,-,  Luso Brasileiro,RJ,SP,,,,
1325,2005,21,2005-08-20,16:00,Atletico-MG,atletico_mg,Juventude,juventude,2,1,3,1,Vitoria Mandante,Atletico-MG, Mineirão,MG,RS,,,,
1326,2005,21,2005-08-20,18:10,Sao Caetano,sao_caetano,Cruzeiro,cruzeiro,0,1,1,-1,Vitoria Visitante,Cruzeiro, Anacleto Campanella,SP,MG,,,,
1327,2005,21,2005-08-20,18:10,Athletico-PR,athletico_pr,Sao Paulo,sao_paulo,4,2,6,2,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,SP,,,,
1328,2005,21,2005-08-21,16:00,Corinthians,corinthians,Goias,goias,1,1,2,0,Empate,-, Pacaembu,SP,GO,,,,
1329,2005,21,2005-08-21,16:00,Parana,parana,Vasco,vasco,0,0,0,0,Empate,-, Pinheirão,PR,RJ,,,,
1330,2005,21,2005-08-21,16:00,Fluminense,fluminense,Palmeiras,palmeiras,2,2,4,0,Empate,-,  Raulino de Oliveira,RJ,SP,,,,
1331,2005,21,2005-08-21,16:00,Brasiliense,brasiliense,Ponte Preta,ponte_preta,4,0,4,4,Vitoria Mandante,Brasiliense,  Boca do Jacaré,DF,SP,,,,
1332,2005,21,2005-08-21,18:10,Fortaleza,fortaleza,Botafogo-RJ,botafogo_rj,3,1,4,2,Vitoria Mandante,Fortaleza, Castelão,CE,RJ,,,,
1333,2005,21,2005-08-21,18:10,Flamengo,flamengo,Paysandu,paysandu,2,1,3,1,Vitoria Mandante,Flamengo,  Luso Brasileiro,RJ,PA,,,,
1334,2005,21,2005-08-21,18:10,Santos,santos,Figueirense,figueirense,4,3,7,1,Vitoria Mandante,Santos, Vila Belmiro,SP,SC,,,,
1336,2005,22,2005-08-24,19:30,Palmeiras,palmeiras,Sao Caetano,sao_caetano,2,1,3,1,Vitoria Mandante,Palmeiras,  Parque Antártica,SP,SP,,,,
1337,2005,22,2005-08-24,19:30,Ponte Preta,ponte_preta,Athletico-PR,athletico_pr,0,2,2,-2,Vitoria Visitante,Athletico-PR, Moisés Lucarelli,SP,PR,,,,
1338,2005,22,2005-08-24,20:30,Goias,goias,Parana,parana,1,1,2,0,Empate,-, Serra Dourada,GO,PR,,,,
1339,2005,22,2005-08-24,20:30,Vasco,vasco,Brasiliense,brasiliense,1,0,1,1,Vitoria Mandante,Vasco, São Januário,RJ,DF,,,,
1340,2005,22,2005-08-24,21:45,Sao Paulo,sao_paulo,Fluminense,fluminense,1,1,2,0,Empate,-, Morumbi,SP,RJ,,,,
1341,2005,22,2005-08-24,21:45,Cruzeiro,cruzeiro,Flamengo,flamengo,0,0,0,0,Empate,-, Mineirão,MG,RJ,,,,
1342,2005,22,2005-08-24,21:45,Juventude,juventude,Corinthians,corinthians,1,0,1,1,Vitoria Mandante,Juventude, Alfredo Jaconi,RS,SP,,,,
1343,2005,22,2005-08-24,21:45,Paysandu,paysandu,Santos,santos,2,3,5,-1,Vitoria Visitante,Santos, Mangueirão,PA,SP,,,,
1344,2005,22,2005-08-25,20:30,Botafogo-RJ,botafogo_rj,Internacional,internacional,0,1,1,-1,Vitoria Visitante,Internacional,  Luso Brasileiro,RJ,RS,,,,
1345,2005,22,2005-08-25,20:30,Figueirense,figueirense,Atletico-MG,atletico_mg,0,1,1,-1,Vitoria Visitante,Atletico-MG, Orlando Scarpelli,SC,MG,,,,
1346,2005,22,2005-08-25,20:30,Coritiba,coritiba,Fortaleza,fortaleza,2,0,2,2,Vitoria Mandante,Coritiba, Couto Pereira,PR,CE,,,,
1347,2005,23,2005-08-27,16:00,Athletico-PR,athletico_pr,Juventude,juventude,2,2,4,0,Empate,-, Arena da Baixada,PR,RS,,,,
1348,2005,23,2005-08-27,16:00,Sao Caetano,sao_caetano,Goias,goias,0,1,1,-1,Vitoria Visitante,Goias, Anacleto Campanella,SP,GO,,,,
1349,2005,23,2005-08-27,16:00,Brasiliense,brasiliense,Palmeiras,palmeiras,3,2,5,1,Vitoria Mandante,Brasiliense,  Boca do Jacaré,DF,SP,,,,
1350,2005,23,2005-08-28,16:00,Parana,parana,Sao Paulo,sao_paulo,0,4,4,-4,Vitoria Visitante,Sao Paulo,  Willie Davids,PR,SP,,,,
1351,2005,23,2005-08-28,16:00,Flamengo,flamengo,Figueirense,figueirense,2,2,4,0,Empate,-,  Luso Brasileiro,RJ,SC,,,,
1352,2005,23,2005-08-28,16:00,Internacional,internacional,Cruzeiro,cruzeiro,4,1,5,3,Vitoria Mandante,Internacional, Beira Rio,RS,MG,,,,
1353,2005,23,2005-08-28,16:00,Corinthians,corinthians,Botafogo-RJ,botafogo_rj,3,3,6,0,Empate,-, Pacaembu,SP,RJ,,,,
1354,2005,23,2005-08-28,16:00,Atletico-MG,atletico_mg,Ponte Preta,ponte_preta,1,0,1,1,Vitoria Mandante,Atletico-MG, Mineirão,MG,SP,,,,
1355,2005,23,2005-08-28,18:10,Fortaleza,fortaleza,Vasco,vasco,4,2,6,2,Vitoria Mandante,Fortaleza, Castelão,CE,RJ,,,,
1356,2005,23,2005-08-28,18:10,Fluminense,fluminense,Paysandu,paysandu,5,2,7,3,Vitoria Mandante,Fluminense,  Raulino de Oliveira,RJ,PA,,,,
1357,2005,23,2005-08-28,18:10,Santos,santos,Coritiba,coritiba,2,0,2,2,Vitoria Mandante,Santos, Vila Belmiro,SP,PR,,,,
1358,2005,24,2005-09-07,16:00,Botafogo-RJ,botafogo_rj,Vasco,vasco,2,2,4,0,Empate,-,  Luso Brasileiro,RJ,RJ,,,,
1359,2005,24,2005-09-07,16:00,Fortaleza,fortaleza,Sao Caetano,sao_caetano,5,2,7,3,Vitoria Mandante,Fortaleza, Castelão,CE,SP,,,,
1360,2005,24,2005-09-07,16:00,Brasiliense,brasiliense,Atletico-MG,atletico_mg,1,2,3,-1,Vitoria Visitante,Atletico-MG,  Boca do Jacaré,DF,MG,,,,
1361,2005,24,2005-09-07,16:00,Figueirense,figueirense,Goias,goias,3,0,3,3,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,GO,,,,
1362,2005,24,2005-09-07,18:10,Juventude,juventude,Parana,parana,2,0,2,2,Vitoria Mandante,Juventude, Alfredo Jaconi,RS,PR,,,,
1363,2005,24,2005-09-07,21:45,Cruzeiro,cruzeiro,Fluminense,fluminense,2,6,8,-4,Vitoria Visitante,Fluminense, Mineirão,MG,RJ,,,,
1364,2005,24,2005-09-07,21:45,Athletico-PR,athletico_pr,Santos,santos,3,3,6,0,Empate,-, Arena da Baixada,PR,SP,,,,
1365,2005,24,2005-09-07,21:45,Paysandu,paysandu,Ponte Preta,ponte_preta,2,2,4,0,Empate,-, Mangueirão,PA,SP,,,,
1366,2005,24,2005-09-08,20:30,Flamengo,flamengo,Internacional,internacional,1,1,2,0,Empate,-,  Luso Brasileiro,RJ,RS,,,,
1367,2005,24,2005-09-08,20:30,Palmeiras,palmeiras,Coritiba,coritiba,1,1,2,0,Empate,-,  Parque Antártica,SP,PR,,,,
1369,2005,25,2005-09-10,16:00,Sao Caetano,sao_caetano,Paysandu,paysandu,1,2,3,-1,Vitoria Visitante,Paysandu, Anacleto Campanella,SP,PA,,,,
1370,2005,25,2005-09-10,16:00,Goias,goias,Cruzeiro,cruzeiro,1,0,1,1,Vitoria Mandante,Goias, Serra Dourada,GO,MG,,,,
1371,2005,25,2005-09-11,16:00,Santos,santos,Flamengo,flamengo,0,0,0,0,Empate,-, Vila Belmiro,SP,RJ,,,,
1372,2005,25,2005-09-11,16:00,Internacional,internacional,Figueirense,figueirense,3,0,3,3,Vitoria Mandante,Internacional, Beira Rio,RS,SC,,,,
1373,2005,25,2005-09-11,16:00,Vasco,vasco,Juventude,juventude,5,2,7,3,Vitoria Mandante,Vasco, São Januário,RJ,RS,,,,
1374,2005,25,2005-09-11,16:00,Parana,parana,Palmeiras,palmeiras,1,3,4,-2,Vitoria Visitante,Palmeiras,  Willie Davids,PR,SP,,,,
1375,2005,25,2005-09-11,16:00,Corinthians,corinthians,Athletico-PR,athletico_pr,2,0,2,2,Vitoria Mandante,Corinthians, Pacaembu,SP,PR,,,,
1376,2005,25,2005-09-11,18:10,Ponte Preta,ponte_preta,Fortaleza,fortaleza,2,1,3,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,CE,,,,
1377,2005,25,2005-09-11,18:10,Coritiba,coritiba,Sao Paulo,sao_paulo,1,4,5,-3,Vitoria Visitante,Sao Paulo, Couto Pereira,PR,SP,,,,
1378,2005,25,2005-09-11,18:10,Atletico-MG,atletico_mg,Botafogo-RJ,botafogo_rj,0,2,2,-2,Vitoria Visitante,Botafogo-RJ,  Independência*(PF),MG,RJ,,,,
1380,2005,26,2005-09-17,16:00,Ponte Preta,ponte_preta,Parana,parana,1,0,1,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,PR,,,,
1381,2005,26,2005-09-17,17:00,Paysandu,paysandu,Juventude,juventude,3,0,3,3,Vitoria Mandante,Paysandu, Mangueirão,PA,RS,,,,
1382,2005,26,2005-09-17,18:10,Palmeiras,palmeiras,Cruzeiro,cruzeiro,2,1,3,1,Vitoria Mandante,Palmeiras,  Parque Antártica,SP,MG,,,,
1383,2005,26,2005-09-17,18:10,Flamengo,flamengo,Sao Caetano,sao_caetano,2,0,2,2,Vitoria Mandante,Flamengo,  Luso Brasileiro,RJ,SP,,,,
1384,2005,26,2005-09-18,16:00,Sao Paulo,sao_paulo,Vasco,vasco,4,2,6,2,Vitoria Mandante,Sao Paulo, Morumbi,SP,RJ,,,,
1385,2005,26,2005-09-18,16:00,Brasiliense,brasiliense,Fortaleza,fortaleza,0,2,2,-2,Vitoria Visitante,Fortaleza,  Boca do Jacaré,DF,CE,,,,
1386,2005,26,2005-09-18,16:00,Internacional,internacional,Athletico-PR,athletico_pr,3,2,5,1,Vitoria Mandante,Internacional, Beira Rio,RS,PR,,,,
1387,2005,26,2005-09-18,16:00,Figueirense,figueirense,Corinthians,corinthians,2,3,5,-1,Vitoria Visitante,Corinthians, Orlando Scarpelli,SC,SP,,,,
1388,2005,26,2005-09-18,16:00,Botafogo-RJ,botafogo_rj,Goias,goias,3,1,4,2,Vitoria Mandante,Botafogo-RJ,  Luso Brasileiro,RJ,GO,,,,
1389,2005,26,2005-09-18,18:10,Coritiba,coritiba,Fluminense,fluminense,0,0,0,0,Empate,-, Couto Pereira,PR,RJ,,,,
1390,2005,26,2005-09-18,18:10,Atletico-MG,atletico_mg,Santos,santos,3,0,3,3,Vitoria Mandante,Atletico-MG, Mineirão,MG,SP,,,,
1391,2005,27,2005-09-21,19:30,Sao Caetano,sao_caetano,Figueirense,figueirense,0,1,1,-1,Vitoria Visitante,Figueirense, Anacleto Campanella,SP,SC,,,,
1392,2005,27,2005-09-21,19:30,Fortaleza,fortaleza,Internacional,internacional,1,2,3,-1,Vitoria Visitante,Internacional, Castelão,CE,RS,,,,
1393,2005,27,2005-09-21,20:30,Goias,goias,Paysandu,paysandu,4,1,5,3,Vitoria Mandante,Goias, Serra Dourada,GO,PA,,,,
1394,2005,27,2005-09-21,20:30,Parana,parana,Brasiliense,brasiliense,4,1,5,3,Vitoria Mandante,Parana, Pinheirão,PR,DF,,,,
1395,2005,27,2005-09-21,21:45,Santos,santos,Palmeiras,palmeiras,2,1,3,1,Vitoria Mandante,Santos, Vila Belmiro,SP,SP,,,,
1396,2005,27,2005-09-21,21:45,Cruzeiro,cruzeiro,Sao Paulo,sao_paulo,2,3,5,-1,Vitoria Visitante,Sao Paulo, Mineirão,MG,SP,,,,
1397,2005,27,2005-09-21,21:45,Fluminense,fluminense,Flamengo,flamengo,2,2,4,0,Empate,-,  Raulino de Oliveira,RJ,RJ,,,,
1398,2005,27,2005-09-22,20:30,Juventude,juventude,Coritiba,coritiba,0,0,0,0,Empate,-, Alfredo Jaconi,RS,PR,,,,
1399,2005,27,2005-09-22,20:30,Vasco,vasco,Ponte Preta,ponte_preta,0,0,0,0,Empate,-, São Januário,RJ,SP,,,,
1400,2005,27,2005-09-22,20:30,Corinthians,corinthians,Atletico-MG,atletico_mg,1,1,2,0,Empate,-, Pacaembu,SP,MG,,,,
1401,2005,27,2005-09-22,20:30,Athletico-PR,athletico_pr,Botafogo-RJ,botafogo_rj,2,0,2,2,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,RJ,,,,
1402,2005,28,2005-09-24,16:00,Sao Paulo,sao_paulo,Paysandu,paysandu,4,1,5,3,Vitoria Mandante,Sao Paulo, Morumbi,SP,PA,,,,
1403,2005,28,2005-09-24,16:00,Brasiliense,brasiliense,Sao Caetano,sao_caetano,1,1,2,0,Empate,-,  Boca do Jacaré,DF,SP,,,,
1404,2005,28,2005-09-24,17:00,Fortaleza,fortaleza,Parana,parana,2,2,4,0,Empate,-, Castelão,CE,PR,,,,
1405,2005,28,2005-09-25,16:00,Juventude,juventude,Botafogo-RJ,botafogo_rj,0,0,0,0,Empate,-, Alfredo Jaconi,RS,RJ,,,,
1406,2005,28,2005-09-25,16:00,Figueirense,figueirense,Athletico-PR,athletico_pr,2,0,2,2,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,PR,,,,
1407,2005,28,2005-09-25,16:00,Ponte Preta,ponte_preta,Cruzeiro,cruzeiro,2,3,5,-1,Vitoria Visitante,Cruzeiro, Moisés Lucarelli,SP,MG,,,,
1408,2005,28,2005-09-25,16:00,Coritiba,coritiba,Vasco,vasco,2,0,2,2,Vitoria Mandante,Coritiba, Couto Pereira,PR,RJ,,,,
1409,2005,28,2005-09-25,16:00,Flamengo,flamengo,Corinthians,corinthians,1,3,4,-2,Vitoria Visitante,Corinthians,  Luso Brasileiro,RJ,SP,,,,
1410,2005,28,2005-09-25,18:10,Palmeiras,palmeiras,Goias,goias,3,1,4,2,Vitoria Mandante,Palmeiras,  Parque Antártica,SP,GO,,,,
1411,2005,28,2005-09-25,18:10,Fluminense,fluminense,Santos,santos,4,3,7,1,Vitoria Mandante,Fluminense,  Raulino de Oliveira,RJ,SP,,,,
1412,2005,28,2005-09-25,18:10,Atletico-MG,atletico_mg,Internacional,internacional,1,1,2,0,Empate,-, Mineirão,MG,RS,,,,
1413,2005,29,2005-10-01,16:00,Parana,parana,Coritiba,coritiba,3,2,5,1,Vitoria Mandante,Parana, Pinheirão,PR,PR,,,,
1414,2005,29,2005-10-01,16:00,Goias,goias,Ponte Preta,ponte_preta,4,1,5,3,Vitoria Mandante,Goias, Serra Dourada,GO,SP,,,,
1415,2005,29,2005-10-01,16:00,Cruzeiro,cruzeiro,Juventude,juventude,2,0,2,2,Vitoria Mandante,Cruzeiro, Mineirão,MG,RS,,,,
1416,2005,29,2005-10-01,17:00,Paysandu,paysandu,Figueirense,figueirense,3,1,4,2,Vitoria Mandante,Paysandu,  Curuzu*(PF),PA,SC,,,,
1417,2005,29,2005-10-01,18:10,Sao Caetano,sao_caetano,Atletico-MG,atletico_mg,3,1,4,2,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,MG,,,,
1418,2005,29,2005-10-01,18:10,Santos,santos,Fortaleza,fortaleza,0,0,0,0,Empate,-, Vila Belmiro,SP,CE,,,,
1419,2005,29,2005-10-02,16:00,Internacional,internacional,Fluminense,fluminense,2,2,4,0,Empate,-, Beira Rio,RS,RJ,,,,
1420,2005,29,2005-10-02,16:00,Vasco,vasco,Palmeiras,palmeiras,0,0,0,0,Empate,-, São Januário,RJ,SP,,,,
1421,2005,29,2005-10-02,16:00,Corinthians,corinthians,Brasiliense,brasiliense,3,2,5,1,Vitoria Mandante,Corinthians, Pacaembu,SP,DF,,,,
1422,2005,29,2005-10-02,18:10,Botafogo-RJ,botafogo_rj,Sao Paulo,sao_paulo,1,1,2,0,Empate,-,  Luso Brasileiro,RJ,SP,,,,
1423,2005,29,2005-10-02,18:10,Athletico-PR,athletico_pr,Flamengo,flamengo,2,0,2,2,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,RJ,,,,
1424,2005,30,2005-10-04,20:30,Santos,santos,Sao Caetano,sao_caetano,2,0,2,2,Vitoria Mandante,Santos, Vila Belmiro,SP,SP,,,,
