partida_id,temporada,rodada,data,horario,clube_mandante,clube_mandante_slug,clube_visitante,clube_visitante_slug,gols_mandante,gols_visitante,total_gols,saldo_mandante,resultado,vencedor,arena,mandante_uf,visitante_uf,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante
6944,2020,11,2020-09-20,20:29,Sport,sport,Fluminense,fluminense,1,0,1,1,Vitoria Mandante,Sport,Adelmar da Costa Carvalho,PE,RJ,4-3-3,4-1-2-1-2,J. Ribeiro Ventura,O. Hellmann
6996,2020,12,2020-09-23,21:30,Sport,sport,Corinthians,corinthians,1,0,1,1,Vitoria Mandante,Sport,Adelmar da Costa Carvalho,PE,SP,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,Coelho
6997,2020,12,2020-09-26,18:59,Athletico-PR,athletico_pr,Bahia,bahia,1,0,1,1,Vitoria Mandante,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,BA,4-3-3,4-4-2,E. de Barros,L. Venker de Menezes
6998,2020,12,2020-09-26,19:00,Internacional,internacional,Sao Paulo,sao_paulo,1,1,2,0,Empate,-,Estádio José Pinheiro Borda,RS,SP,4-2-3-1,4-2-3-1,E. Coudet,F. Diniz Silva
6999,2020,12,2020-09-26,21:00,Atletico-MG,atletico_mg,Gremio,gremio,3,1,4,2,Vitoria Mandante,Atletico-MG, Mineirão,MG,RS,4-2-3-1,4-2-3-1,J. Sampaoli Moya,Renato Gaúcho
7000,2020,12,2020-09-27,11:01,Vasco,vasco,Bragantino,bragantino,1,1,2,0,Empate,-,Estádio Vasco da Gama,RJ,SP,4-2-3-1,4-3-3,R. Menezes Hubner,M. Nogueira Barbieri
7001,2020,12,2020-09-27,16:22,Palmeiras,palmeiras,Flamengo,flamengo,1,1,2,0,Empate,-,Allianz Parque,SP,RJ,4-1-4-1,4-2-3-1,V. Luxemburgo da Silva,J. Guerrero
7003,2020,12,2020-09-27,18:14,Atletico-GO,atletico_go,Botafogo-RJ,botafogo_rj,1,1,2,0,Empate,-,Estádio Olímpico Pedro Ludovico Teixeira,GO,RJ,4-2-3-1,3-4-2-1,V. Carmo Mancini,P. Autuori de Mello
7002,2020,12,2020-09-27,18:18,Ceara,ceara,Goias,goias,2,2,4,0,Empate,-,Arena Castelão,CE,GO,4-2-3-1,4-1-4-1,A. Ferreira,T. Mendes Larghi
7004,2020,12,2020-09-27,20:30,Santos,santos,Fortaleza,fortaleza,1,1,2,0,Empate,-,Estádio Urbano Caldeira,SP,CE,4-1-4-1,4-2-3-1,A. Stival,R. Ceni
7005,2020,12,2020-09-28,20:00,Fluminense,fluminense,Coritiba,coritiba,4,0,4,4,Vitoria Mandante,Fluminense,Estádio Nilton Santos,RJ,PR,4-2-3-1,4-2-3-1,O. Hellmann,J. de Amorim Campos
6892,2020,1,2020-09-30,21:30,Corinthians,corinthians,Atletico-GO,atletico_go,0,0,0,0,Empate,-,Neo Química Arena,SP,GO,4-4-2,4-2-3-1,Coelho,V. Carmo Mancini
6893,2020,1,2020-09-30,21:30,Botafogo-RJ,botafogo_rj,Bahia,bahia,1,2,3,-1,Vitoria Visitante,Bahia,Estádio Nilton Santos,RJ,BA,3-4-1-2,4-4-2,P. Autuori de Mello,L. Venker de Menezes
7006,2020,13,2020-10-03,17:00,Gremio,gremio,Internacional,internacional,1,1,2,0,Empate,-,Arena do Grêmio,RS,RS,4-1-4-1,4-1-3-2,Renato Gaúcho,E. Coudet
7007,2020,13,2020-10-03,19:00,Palmeiras,palmeiras,Ceara,ceara,2,1,3,1,Vitoria Mandante,Palmeiras,Allianz Parque,SP,CE,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,A. Ferreira
7008,2020,13,2020-10-03,21:01,Bragantino,bragantino,Corinthians,corinthians,0,0,0,0,Empate,-,Nabizão,SP,SP,4-1-4-1,4-2-3-1,M. Nogueira Barbieri,Coelho
7015,2020,13,2020-10-04,09:02,Atletico-MG,atletico_mg,Vasco,vasco,4,1,5,3,Vitoria Mandante,Atletico-MG, Mineirão,MG,RJ,4-1-4-1,4-2-3-1,J. Sampaoli Moya,R. Menezes Hubner
7009,2020,13,2020-10-04,11:00,Botafogo-RJ,botafogo_rj,Fluminense,fluminense,1,1,2,0,Empate,-,Estádio Nilton Santos,RJ,RJ,4-3-3,4-2-3-1,B. Lazaroni,O. Hellmann
7010,2020,13,2020-10-04,16:00,Coritiba,coritiba,Sao Paulo,sao_paulo,1,1,2,0,Empate,-, Couto Pereira,PR,SP,4-2-3-1,4-4-2,J. de Amorim Campos,F. Diniz Silva
7011,2020,13,2020-10-04,16:00,Flamengo,flamengo,Athletico-PR,athletico_pr,3,1,4,2,Vitoria Mandante,Flamengo, Maracanã,RJ,PR,4-2-3-1,4-3-3,J. Gris Vila,E. de Barros
7013,2020,13,2020-10-04,18:14,Goias,goias,Santos,santos,2,3,5,-1,Vitoria Visitante,Santos,Estádio da Serrinha,GO,SP,4-1-4-1,4-1-4-1,E. Alves Moreira,A. Stival
7014,2020,13,2020-10-04,18:15,Bahia,bahia,Sport,sport,1,2,3,-1,Vitoria Visitante,Sport,Estádio de Pituaçu,BA,PE,4-4-2,4-2-3-1,L. Venker de Menezes,J. Ribeiro Ventura
7012,2020,13,2020-10-04,18:16,Fortaleza,fortaleza,Atletico-GO,atletico_go,0,0,0,0,Empate,-,Arena Castelão,CE,GO,4-2-3-1,4-2-3-1,R. Ceni,V. Carmo Mancini
7016,2020,14,2020-10-07,18:59,Corinthians,corinthians,Santos,santos,1,1,2,0,Empate,-,Neo Química Arena,SP,SP,4-4-2,4-4-2,Coelho,A. Stival
7018,2020,14,2020-10-07,19:14,Bahia,bahia,Vasco,vasco,3,0,3,3,Vitoria Mandante,Bahia,Estádio de Pituaçu,BA,RJ,4-2-3-1,4-2-3-1,L. Venker de Menezes,R. Menezes Hubner
7017,2020,14,2020-10-07,19:15,Flamengo,flamengo,Sport,sport,3,0,3,3,Vitoria Mandante,Flamengo, Maracanã,RJ,PE,4-2-3-1,4-2-3-1,D. Torrent Font,J. Ribeiro Ventura
7019,2020,14,2020-10-07,19:15,Gremio,gremio,Coritiba,coritiba,2,1,3,1,Vitoria Mandante,Gremio,Arena do Grêmio,RS,PR,4-2-3-1,4-2-3-1,Renato Gaúcho,J. de Amorim Campos
7020,2020,14,2020-10-07,20:31,Sao Paulo,sao_paulo,Atletico-GO,atletico_go,3,0,3,3,Vitoria Mandante,Sao Paulo, Morumbi,SP,GO,4-1-4-1,4-2-3-1,F. Diniz Silva,V. Carmo Mancini
7021,2020,14,2020-10-07,20:31,Goias,goias,Fluminense,fluminense,2,4,6,-2,Vitoria Visitante,Fluminense,Estádio da Serrinha,GO,RJ,4-4-2,4-2-3-1,E. Alves Moreira,O. Hellmann
7022,2020,14,2020-10-07,21:30,Botafogo-RJ,botafogo_rj,Palmeiras,palmeiras,2,1,3,1,Vitoria Mandante,Botafogo-RJ,Estádio Nilton Santos,RJ,SP,4-3-3,4-2-3-1,B. Lazaroni,V. Luxemburgo da Silva
7023,2020,14,2020-10-07,21:30,Fortaleza,fortaleza,Atletico-MG,atletico_mg,2,1,3,1,Vitoria Mandante,Fortaleza,Arena Castelão,CE,MG,4-2-3-1,4-1-4-1,R. Ceni,J. Sampaoli Moya
7024,2020,14,2020-10-08,19:01,Athletico-PR,athletico_pr,Ceara,ceara,0,0,0,0,Empate,-,Estádio Joaquim Américo Guimarães,PR,CE,4-3-3,4-2-3-1,E. de Barros,A. Ferreira
7025,2020,14,2020-10-08,21:00,Bragantino,bragantino,Internacional,internacional,0,2,2,-2,Vitoria Visitante,Internacional,Nabizão,SP,RS,4-2-3-1,4-1-2-1-2,M. Nogueira Barbieri,E. Coudet
7026,2020,15,2020-10-10,17:00,Vasco,vasco,Flamengo,flamengo,1,2,3,-1,Vitoria Visitante,Flamengo,Estádio Vasco da Gama,RJ,RJ,4-2-3-1,4-2-3-1,A. Grasselli,D. Torrent Font
7027,2020,15,2020-10-10,18:59,Coritiba,coritiba,Fortaleza,fortaleza,0,0,0,0,Empate,-, Couto Pereira,PR,CE,4-2-3-1,4-2-3-1,J. de Amorim Campos,R. Ceni
7028,2020,15,2020-10-10,19:00,Palmeiras,palmeiras,Sao Paulo,sao_paulo,0,2,2,-2,Vitoria Visitante,Sao Paulo,Allianz Parque,SP,SP,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,F. Diniz Silva
7029,2020,15,2020-10-10,21:00,Atletico-MG,atletico_mg,Goias,goias,3,0,3,3,Vitoria Mandante,Atletico-MG, Mineirão,MG,GO,4-1-4-1,4-2-3-1,J. Sampaoli Moya,E. Alves Moreira
7030,2020,15,2020-10-11,16:00,Fluminense,fluminense,Bahia,bahia,1,0,1,1,Vitoria Mandante,Fluminense, Maracanã,RJ,BA,4-2-3-1,4-2-3-1,O. Hellmann,L. Venker de Menezes
7031,2020,15,2020-10-11,16:00,Santos,santos,Gremio,gremio,2,1,3,1,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,RS,4-2-3-1,4-1-4-1,A. Stival,Renato Gaúcho
7033,2020,15,2020-10-11,18:14,Atletico-GO,atletico_go,Bragantino,bragantino,2,1,3,1,Vitoria Mandante,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,GO,SP,4-2-3-1,4-2-3-1,V. Carmo Mancini,M. Nogueira Barbieri
7032,2020,15,2020-10-11,18:16,Sport,sport,Botafogo-RJ,botafogo_rj,1,2,3,-1,Vitoria Visitante,Botafogo-RJ,Adelmar da Costa Carvalho,PE,RJ,4-2-3-1,4-3-3,J. Ribeiro Ventura,B. Lazaroni
7034,2020,15,2020-10-11,20:29,Ceara,ceara,Corinthians,corinthians,2,1,3,1,Vitoria Mandante,Ceara,Arena Castelão,CE,SP,4-2-3-1,4-4-2,A. Ferreira,Coelho
7035,2020,15,2020-10-11,20:30,Internacional,internacional,Athletico-PR,athletico_pr,2,1,3,1,Vitoria Mandante,Internacional,Estádio José Pinheiro Borda,RS,PR,4-1-3-2,4-2-3-1,E. Coudet,E. de Barros
6945,2020,11,2020-10-13,17:59,Flamengo,flamengo,Goias,goias,2,1,3,1,Vitoria Mandante,Flamengo, Maracanã,RJ,GO,4-2-3-1,4-3-3,D. Torrent Font,E. Alves Moreira
7036,2020,16,2020-10-14,18:01,Palmeiras,palmeiras,Coritiba,coritiba,1,3,4,-2,Vitoria Visitante,Coritiba,Allianz Parque,SP,PR,4-1-4-1,4-2-3-1,V. Luxemburgo da Silva,J. de Amorim Campos
7037,2020,16,2020-10-14,19:15,Gremio,gremio,Botafogo-RJ,botafogo_rj,3,1,4,2,Vitoria Mandante,Gremio,Arena do Grêmio,RS,RJ,4-2-3-1,4-3-3,Renato Gaúcho,B. Lazaroni
7038,2020,16,2020-10-14,20:30,Santos,santos,Atletico-GO,atletico_go,0,1,1,-1,Vitoria Visitante,Atletico-GO,Estádio Urbano Caldeira,SP,GO,4-1-4-1,4-2-3-1,A. Stival,E. do Nascimento Souza
7039,2020,16,2020-10-14,21:30,Athletico-PR,athletico_pr,Corinthians,corinthians,0,1,1,-1,Vitoria Visitante,Corinthians,Estádio Joaquim Américo Guimarães,PR,SP,4-2-3-1,4-3-3,E. de Barros,V. Carmo Mancini
7040,2020,16,2020-10-14,21:30,Atletico-MG,atletico_mg,Fluminense,fluminense,1,1,2,0,Empate,-, Mineirão,MG,RJ,4-1-4-1,4-3-3,J. Sampaoli Moya,O. Hellmann
7041,2020,16,2020-10-14,21:30,Sport,sport,Internacional,internacional,3,5,8,-2,Vitoria Visitante,Internacional,Adelmar da Costa Carvalho,PE,RS,4-4-1-1,4-2-3-1,J. Ribeiro Ventura,E. Coudet
7042,2020,16,2020-10-15,20:00,Flamengo,flamengo,Bragantino,bragantino,1,1,2,0,Empate,-, Maracanã,RJ,SP,4-2-3-1,4-2-3-1,D. Torrent Font,M. Nogueira Barbieri
7043,2020,16,2020-10-16,20:00,Goias,goias,Bahia,bahia,1,1,2,0,Empate,-,Estádio da Serrinha,GO,BA,4-2-3-1,4-2-3-1,E. Alves Moreira,L. Venker de Menezes
7046,2020,17,2020-10-17,19:00,Atletico-GO,atletico_go,Athletico-PR,athletico_pr,1,1,2,0,Empate,-,Estádio Olímpico Pedro Ludovico Teixeira,GO,PR,4-2-3-1,4-3-3,E. do Nascimento Souza,E. de Barros
7047,2020,17,2020-10-17,19:00,Coritiba,coritiba,Santos,santos,1,2,3,-1,Vitoria Visitante,Santos, Couto Pereira,PR,SP,4-2-3-1,4-1-4-1,J. de Amorim Campos,A. Stival
7048,2020,17,2020-10-17,19:00,Fluminense,fluminense,Ceara,ceara,2,2,4,0,Empate,-, Maracanã,RJ,CE,4-2-3-1,4-2-3-1,O. Hellmann,A. Ferreira
7049,2020,17,2020-10-17,21:00,Sao Paulo,sao_paulo,Gremio,gremio,0,0,0,0,Empate,-, Morumbi,SP,RS,4-2-3-1,4-2-3-1,F. Diniz Silva,Renato Gaúcho
7050,2020,17,2020-10-18,16:01,Corinthians,corinthians,Flamengo,flamengo,1,5,6,-4,Vitoria Visitante,Flamengo,Neo Química Arena,SP,RJ,4-2-3-1,4-2-3-1,V. Carmo Mancini,D. Torrent Font
7051,2020,17,2020-10-18,18:15,Internacional,internacional,Vasco,vasco,2,0,2,2,Vitoria Mandante,Internacional,Estádio José Pinheiro Borda,RS,RJ,4-2-3-1,4-2-3-1,E. Coudet,A. Grasselli
7053,2020,17,2020-10-18,20:29,Fortaleza,fortaleza,Palmeiras,palmeiras,2,0,2,2,Vitoria Mandante,Fortaleza,Arena Castelão,CE,SP,4-4-2,4-4-2,R. Ceni,A. Lopes dos Santos
7052,2020,17,2020-10-18,20:31,Bragantino,bragantino,Sport,sport,2,0,2,2,Vitoria Mandante,Bragantino,Nabizão,SP,PE,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,J. Ribeiro Ventura
7054,2020,17,2020-10-19,20:00,Bahia,bahia,Atletico-MG,atletico_mg,3,1,4,2,Vitoria Mandante,Bahia,Estádio de Pituaçu,BA,MG,4-4-2,4-1-4-1,L. Venker de Menezes,J. Sampaoli Moya
7055,2020,17,2020-10-19,20:00,Botafogo-RJ,botafogo_rj,Goias,goias,0,0,0,0,Empate,-,Estádio Nilton Santos,RJ,GO,4-3-3,4-2-3-1,B. Lazaroni,E. Alves Moreira
7056,2020,18,2020-10-21,21:30,Vasco,vasco,Corinthians,corinthians,1,2,3,-1,Vitoria Visitante,Corinthians,Estádio Vasco da Gama,RJ,SP,4-2-3-1,4-1-4-1,R. Andrade Silva Sá Pinto,V. Carmo Mancini
7059,2020,18,2020-10-24,16:00,Atletico-MG,atletico_mg,Sport,sport,0,0,0,0,Empate,-, Mineirão,MG,PE,4-1-4-1,5-4-1,J. Sampaoli Moya,J. Ribeiro Ventura
7057,2020,18,2020-10-24,17:01,Bragantino,bragantino,Goias,goias,2,0,2,2,Vitoria Mandante,Bragantino,Nabizão,SP,GO,4-3-3,4-2-3-1,M. Nogueira Barbieri,E. Alves Moreira
7058,2020,18,2020-10-24,19:00,Ceara,ceara,Coritiba,coritiba,2,1,3,1,Vitoria Mandante,Ceara,Arena Castelão,CE,PR,4-2-3-1,4-2-3-1,A. Ferreira,J. de Amorim Campos
7060,2020,18,2020-10-25,16:00,Atletico-GO,atletico_go,Palmeiras,palmeiras,0,3,3,-3,Vitoria Visitante,Palmeiras,Estádio Olímpico Pedro Ludovico Teixeira,GO,SP,4-2-3-1,4-2-3-1,E. do Nascimento Souza,A. Lopes dos Santos
7061,2020,18,2020-10-25,16:00,Fluminense,fluminense,Santos,santos,3,1,4,2,Vitoria Mandante,Fluminense, Maracanã,RJ,SP,4-3-3,4-4-1-1,O. Hellmann,A. Stival
7062,2020,18,2020-10-25,18:15,Athletico-PR,athletico_pr,Gremio,gremio,1,2,3,-1,Vitoria Visitante,Gremio,Estádio Joaquim Américo Guimarães,PR,RS,4-2-3-1,4-2-3-1,P. Autuori de Mello,Renato Gaúcho
7063,2020,18,2020-10-25,18:15,Internacional,internacional,Flamengo,flamengo,2,2,4,0,Empate,-,Estádio José Pinheiro Borda,RS,RJ,4-2-2-2,4-2-3-1,E. Coudet,D. Torrent Font
7066,2020,19,2020-10-31,16:59,Botafogo-RJ,botafogo_rj,Ceara,ceara,2,2,4,0,Empate,-,Estádio Nilton Santos,RJ,CE,4-3-3,4-2-3-1,F. Tenius,A. Ferreira
7067,2020,19,2020-10-31,19:00,Coritiba,coritiba,Atletico-GO,atletico_go,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,GO,4-3-3,4-2-3-1,E. Pacheco,E. do Nascimento Souza
7068,2020,19,2020-10-31,19:00,Corinthians,corinthians,Internacional,internacional,1,0,1,1,Vitoria Mandante,Corinthians,Neo Química Arena,SP,RS,4-2-3-1,4-4-2,V. Carmo Mancini,E. Coudet
7069,2020,19,2020-10-31,20:59,Fortaleza,fortaleza,Fluminense,fluminense,0,1,1,-1,Vitoria Visitante,Fluminense,Arena Castelão,CE,RJ,4-5-1,4-4-2,R. Ceni,O. Hellmann
7070,2020,19,2020-11-01,16:00,Flamengo,flamengo,Sao Paulo,sao_paulo,1,4,5,-3,Vitoria Visitante,Sao Paulo, Maracanã,RJ,SP,4-2-3-1,4-4-2,D. Torrent Font,F. Diniz Silva
7071,2020,19,2020-11-01,16:01,Sport,sport,Athletico-PR,athletico_pr,1,0,1,1,Vitoria Mandante,Sport,Adelmar da Costa Carvalho,PE,PR,4-4-2,4-2-3-1,J. Ribeiro Ventura,P. Autuori de Mello
7072,2020,19,2020-11-01,18:14,Santos,santos,Bahia,bahia,3,1,4,2,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,BA,4-3-3,4-2-3-1,A. Stival,L. Venker de Menezes
7073,2020,19,2020-11-01,20:31,Goias,goias,Vasco,vasco,1,1,2,0,Empate,-,Estádio da Serrinha,GO,RJ,4-2-3-1,4-2-3-1,E. Alves Moreira,R. Andrade Silva Sá Pinto
7074,2020,19,2020-11-02,17:00,Palmeiras,palmeiras,Atletico-MG,atletico_mg,3,0,3,3,Vitoria Mandante,Palmeiras,Allianz Parque,SP,MG,4-2-3-1,4-1-4-1,A. Lopes dos Santos,J. Sampaoli Moya
7075,2020,19,2020-11-02,20:00,Gremio,gremio,Bragantino,bragantino,2,1,3,1,Vitoria Mandante,Gremio,Arena do Grêmio,RS,SP,4-2-3-1,4-3-3,Renato Gaúcho,M. Nogueira Barbieri
7076,2020,20,2020-11-07,18:00,Athletico-PR,athletico_pr,Fortaleza,fortaleza,2,1,3,1,Vitoria Mandante,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,CE,4-2-3-1,4-4-2,P. Autuori de Mello,R. Ceni
7077,2020,20,2020-11-07,19:01,Sao Paulo,sao_paulo,Goias,goias,2,1,3,1,Vitoria Mandante,Sao Paulo, Morumbi,SP,GO,4-1-2-1-2,4-2-3-1,F. Diniz Silva,E. Alves Moreira
7078,2020,20,2020-11-07,21:00,Atletico-GO,atletico_go,Corinthians,corinthians,1,1,2,0,Empate,-,Estádio Olímpico Pedro Ludovico Teixeira,GO,SP,4-2-3-1,4-2-3-1,E. do Nascimento Souza,V. Carmo Mancini
7080,2020,20,2020-11-08,16:00,Internacional,internacional,Coritiba,coritiba,2,2,4,0,Empate,-,Estádio José Pinheiro Borda,RS,PR,4-1-3-2,4-3-3,E. Coudet,R. Marques Santana
7079,2020,20,2020-11-08,16:01,Vasco,vasco,Palmeiras,palmeiras,0,1,1,-1,Vitoria Visitante,Palmeiras,Estádio Vasco da Gama,RJ,SP,3-4-2-1,4-2-3-1,R. Andrade Silva Sá Pinto,A. Moreira Ferreira
7082,2020,20,2020-11-08,18:15,Atletico-MG,atletico_mg,Flamengo,flamengo,4,0,4,4,Vitoria Mandante,Atletico-MG, Mineirão,MG,RJ,3-4-3,4-1-4-1,J. Desio,D. Torrent Font
7083,2020,20,2020-11-08,18:15,Bahia,bahia,Botafogo-RJ,botafogo_rj,1,0,1,1,Vitoria Mandante,Bahia,Itaipava Arena Fonte Nova,BA,RJ,4-2-3-1,4-3-3,L. Venker de Menezes,F. Tenius
7081,2020,20,2020-11-08,18:16,Bragantino,bragantino,Santos,santos,1,1,2,0,Empate,-,Nabizão,SP,SP,4-2-3-1,4-1-4-1,M. Nogueira Barbieri,A. Stival
7084,2020,20,2020-11-08,20:30,Fluminense,fluminense,Gremio,gremio,0,1,1,-1,Vitoria Visitante,Gremio, Maracanã,RJ,RS,4-2-3-1,4-2-3-1,O. Hellmann,Renato Gaúcho
7085,2020,20,2020-11-08,20:30,Ceara,ceara,Sport,sport,0,0,0,0,Empate,-,Arena Castelão,CE,PE,4-2-3-1,5-4-1,A. Ferreira,J. Ribeiro Ventura
7064,2020,18,2020-11-11,18:45,Bahia,bahia,Fortaleza,fortaleza,2,1,3,1,Vitoria Mandante,Bahia,Itaipava Arena Fonte Nova,BA,CE,4-2-3-1,4-4-2,L. Venker de Menezes,M. Montenegro
7086,2020,21,2020-11-14,16:30,Sport,sport,Vasco,vasco,0,2,2,-2,Vitoria Visitante,Vasco,Adelmar da Costa Carvalho,PE,RJ,4-2-3-1,3-4-2-1,J. Ribeiro Ventura,R. Andrade Silva Sá Pinto
7087,2020,21,2020-11-14,16:30,Santos,santos,Internacional,internacional,2,0,2,2,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,RS,4-2-3-1,4-4-2,M. Fernandes,A. da Silva Braga
7088,2020,21,2020-11-14,16:59,Goias,goias,Athletico-PR,athletico_pr,0,1,1,-1,Vitoria Visitante,Athletico-PR,Estádio da Serrinha,GO,PR,4-2-3-1,4-3-3,E. Alves Moreira,P. Autuori de Mello
7090,2020,21,2020-11-14,18:59,Fortaleza,fortaleza,Sao Paulo,sao_paulo,2,3,5,-1,Vitoria Visitante,Sao Paulo,Arena Castelão,CE,SP,4-4-2,4-3-3,M. Oliveira Chamusca,F. Diniz Silva
7091,2020,21,2020-11-14,19:00,Gremio,gremio,Ceara,ceara,4,2,6,2,Vitoria Mandante,Gremio,Arena do Grêmio,RS,CE,4-2-3-1,4-4-2,Renato Gaúcho,A. Ferreira
7089,2020,21,2020-11-14,19:01,Corinthians,corinthians,Atletico-MG,atletico_mg,1,2,3,-1,Vitoria Visitante,Atletico-MG,Neo Química Arena,SP,MG,4-4-2,4-2-3-1,V. Carmo Mancini,J. Sampaoli Moya
7092,2020,21,2020-11-14,21:30,Palmeiras,palmeiras,Fluminense,fluminense,2,0,2,2,Vitoria Mandante,Palmeiras,Allianz Parque,SP,RJ,4-2-3-1,4-3-3,A. Moreira Ferreira,O. Hellmann
7093,2020,21,2020-11-14,21:30,Flamengo,flamengo,Atletico-GO,atletico_go,1,1,2,0,Empate,-, Maracanã,RJ,GO,4-4-2,4-2-3-1,R. Ceni,M. Ribeiro Cabo
7094,2020,21,2020-11-16,18:00,Coritiba,coritiba,Bahia,bahia,1,2,3,-1,Vitoria Visitante,Bahia, Couto Pereira,PR,BA,4-3-3,4-2-3-1,E. Pacheco,L. Venker de Menezes
7095,2020,21,2020-11-16,20:00,Botafogo-RJ,botafogo_rj,Bragantino,bragantino,1,2,3,-1,Vitoria Visitante,Bragantino,Estádio Nilton Santos,RJ,SP,4-3-3,4-4-2,E. Díaz,M. Nogueira Barbieri
6954,2020,6,2020-11-18,19:00,Atletico-MG,atletico_mg,Athletico-PR,athletico_pr,0,2,2,-2,Vitoria Visitante,Athletico-PR, Mineirão,MG,PR,4-1-4-1,4-4-2,L. Calixto Zago,P. Autuori de Mello
7044,2020,16,2020-11-19,19:00,Vasco,vasco,Fortaleza,fortaleza,0,0,0,0,Empate,-,Estádio Vasco da Gama,RJ,CE,3-4-3,4-4-2,R. Andrade Silva Sá Pinto,M. Oliveira Chamusca
7096,2020,22,2020-11-20,20:01,Bragantino,bragantino,Bahia,bahia,4,0,4,4,Vitoria Mandante,Bragantino,Nabizão,SP,BA,4-4-2,4-2-3-1,M. Nogueira Barbieri,L. Venker de Menezes
7097,2020,22,2020-11-21,19:00,Athletico-PR,athletico_pr,Santos,santos,1,0,1,1,Vitoria Mandante,Athletico-PR,Estádio Joaquim Américo Guimarães,PR,SP,4-4-2,4-2-3-1,P. Autuori de Mello,M. Fernandes
7098,2020,22,2020-11-21,19:00,Flamengo,flamengo,Coritiba,coritiba,3,1,4,2,Vitoria Mandante,Flamengo, Maracanã,RJ,PR,4-4-2,3-4-3,R. Ceni,R. Marques Santana
7099,2020,22,2020-11-21,21:01,Goias,goias,Palmeiras,palmeiras,1,0,1,1,Vitoria Mandante,Goias,Estádio da Serrinha,GO,SP,4-2-3-1,3-4-1-2,A. César,A. Moreira Ferreira
7101,2020,22,2020-11-22,16:00,Ceara,ceara,Atletico-MG,atletico_mg,2,2,4,0,Empate,-,Arena Castelão,CE,MG,4-4-2,4-1-4-1,A. Ferreira,L. Calixto Zago
7100,2020,22,2020-11-22,16:03,Sao Paulo,sao_paulo,Vasco,vasco,1,1,2,0,Empate,-, Morumbi,SP,RJ,4-4-2,3-4-2-1,F. Diniz Silva,R. Andrade Silva Sá Pinto
7102,2020,22,2020-11-22,18:15,Internacional,internacional,Fluminense,fluminense,1,2,3,-1,Vitoria Visitante,Fluminense,Estádio José Pinheiro Borda,RS,RJ,4-2-3-1,4-2-3-1,L. De Souza,O. Hellmann
7103,2020,22,2020-11-22,18:15,Botafogo-RJ,botafogo_rj,Fortaleza,fortaleza,1,2,3,-1,Vitoria Visitante,Fortaleza,Estádio Nilton Santos,RJ,CE,4-3-3,4-4-2,E. Díaz,M. Oliveira Chamusca
7104,2020,22,2020-11-22,20:30,Corinthians,corinthians,Gremio,gremio,0,0,0,0,Empate,-,Neo Química Arena,SP,RS,4-2-3-1,4-2-3-1,V. Carmo Mancini,Renato Gaúcho
7105,2020,22,2020-11-23,20:01,Sport,sport,Atletico-GO,atletico_go,0,1,1,-1,Vitoria Visitante,Atletico-GO,Adelmar da Costa Carvalho,PE,GO,4-4-2,4-2-3-1,R. Henriques,M. Ribeiro Cabo
7045,2020,16,2020-11-25,19:15,Ceara,ceara,Sao Paulo,sao_paulo,1,1,2,0,Empate,-,Arena Castelão,CE,SP,4-2-3-1,4-4-2,A. Ferreira,F. Diniz Silva
7106,2020,23,2020-11-25,21:30,Atletico-MG,atletico_mg,Botafogo-RJ,botafogo_rj,2,1,3,1,Vitoria Mandante,Atletico-MG, Mineirão,MG,RJ,3-2-4-1,4-2-3-1,L. Calixto Zago,E. Díaz
7107,2020,23,2020-11-25,21:31,Coritiba,coritiba,Corinthians,corinthians,0,1,1,-1,Vitoria Visitante,Corinthians, Couto Pereira,PR,SP,4-3-3,4-2-3-1,R. Marques Santana,V. Carmo Mancini
7108,2020,23,2020-11-26,19:59,Fortaleza,fortaleza,Goias,goias,1,1,2,0,Empate,-,Arena Castelão,CE,GO,4-4-2,4-3-3,M. Oliveira Chamusca,A. César
7110,2020,23,2020-11-28,16:59,Santos,santos,Sport,sport,4,2,6,2,Vitoria Mandante,Santos,Estádio Urbano Caldeira,SP,PE,4-3-3,5-4-1,A. Stival,C. de Lucena
7109,2020,23,2020-11-28,17:00,Palmeiras,palmeiras,Athletico-PR,athletico_pr,3,0,3,3,Vitoria Mandante,Palmeiras,Allianz Parque,SP,PR,4-2-3-1,4-3-3,A. Moreira Ferreira,P. Autuori de Mello
7111,2020,23,2020-11-28,18:59,Bahia,bahia,Sao Paulo,sao_paulo,1,3,4,-2,Vitoria Visitante,Sao Paulo,Itaipava Arena Fonte Nova,BA,SP,4-3-3,4-4-2,C. Prates,F. Diniz Silva
7112,2020,23,2020-11-28,21:00,Atletico-GO,atletico_go,Internacional,internacional,0,0,0,0,Empate,-,Estádio Antônio Accioly,GO,RS,4-2-3-1,4-1-3-2,M. Ribeiro Cabo,L. De Souza
