partida_id,temporada,serie,rodada,clube,clube_slug,momento,periodo,minuto_nominal,acrescimo,minuto_continuo,num_entrou,atleta_entrou,atleta_entrou_slug,num_saiu,atleta_saiu,atleta_saiu_slug
154,2026,A,16,Cruzeiro,cruzeiro,2T,2T,43,0,88,17,Luis Fernando Sinisterra Luc,luis_fernando_sinisterra_luc,10,Matheus Fellipe Costa Pereira,matheus_fellipe_costa_pereira
154,2026,A,16,Cruzeiro,cruzeiro,2T,2T,43,0,88,16,Lucas Silva Borges,lucas_silva_borges,88,Christian Roberto Alves Card,christian_roberto_alves_card
155,2026,A,16,Vitória,vitoria,2T,2T,17,0,62,12,Diego Tarzia,diego_tarzia,33,Erick de Arruda Serafim,erick_de_arruda_serafim
155,2026,A,16,Red Bull Bragantino,red_bull_bragantino,2T,2T,24,0,69,8,Eduardo Colcenti Antunes,eduardo_colcenti_antunes,30,Henry David Mosquera Sanchez,henry_david_mosquera_sanchez
155,2026,A,16,Red Bull Bragantino,red_bull_bragantino,2T,2T,24,0,69,11,Fernando dos Santos Pedro,fernando_dos_santos_pedro,32,Jose Maria Herrera Ares,jose_maria_herrera_ares
155,2026,A,16,Vitória,vitoria,2T,2T,29,0,74,20,Lucas Rodrigues da Silva,lucas_rodrigues_da_silva,88,Jose Vitor Silva Neves,jose_vitor_silva_neves
155,2026,A,16,Red Bull Bragantino,red_bull_bragantino,2T,2T,31,0,76,7,Eric dos Santos Rodrigues,eric_dos_santos_rodrigues,22,Gustavo Ribeiro Neves,gustavo_ribeiro_neves
155,2026,A,16,Red Bull Bragantino,red_bull_bragantino,2T,2T,35,0,80,4,Alix Vinicius de Souza Sampaio,alix_vinicius_de_souza_sampaio,6,Gabriel Girotto Franco,gabriel_girotto_franco
155,2026,A,16,Red Bull Bragantino,red_bull_bragantino,2T,2T,35,0,80,20,Rodrigo Huendra Almeida Mend,rodrigo_huendra_almeida_mend,9,Isidro Miguel Pitta Saldivar,isidro_miguel_pitta_saldivar
155,2026,A,16,Vitória,vitoria,2T,2T,38,0,83,23,Fabricio do Rosario dos Santos,fabricio_do_rosario_dos_santos,10,Matheus Martins Fogaca de Pa,matheus_martins_fogaca_de_pa
155,2026,A,16,Vitória,vitoria,2T,2T,38,0,83,31,Renzo Lopez Patron,renzo_lopez_patron,91,Carlos Rene de Sousa Ferreira,carlos_rene_de_sousa_ferreira
156,2026,A,16,Mirassol,mirassol,2T,2T,11,0,56,21,Jose Aldo Soares de Oliveira,jose_aldo_soares_de_oliveira,2,Lucas da Cruz Oliveira,lucas_da_cruz_oliveira
156,2026,A,16,Mirassol,mirassol,2T,2T,11,0,56,7,Shaylon Kallyson Cardozo,shaylon_kallyson_cardozo,96,Carlos Eduardo Ferreira de S,carlos_eduardo_ferreira_de_s
156,2026,A,16,Mirassol,mirassol,2T,2T,17,0,62,29,Francisco das Chagas Soares,francisco_das_chagas_soares,95,Edson Guilherme Mendes dos S,edson_guilherme_mendes_dos_s
156,2026,A,16,Mirassol,mirassol,2T,2T,17,0,62,17,Everton Galdino Moreira,everton_galdino_moreira,8,Denilson Alves Borges,denilson_alves_borges
156,2026,A,16,Atlético Mineiro,atletico_mineiro,2T,2T,26,0,71,39,Mamady Cissé,mamady_cisse,28,Tomas Esteban Cuello,tomas_esteban_cuello
156,2026,A,16,Atlético Mineiro,atletico_mineiro,2T,2T,33,0,78,13,Lyanco Evangelista Silveira,lyanco_evangelista_silveira,27,Alan Steve Minda Garcia,alan_steve_minda_garcia
156,2026,A,16,Atlético Mineiro,atletico_mineiro,2T,2T,38,0,83,29,Caua Campos Soares,caua_campos_soares,9,Zander Mateo Cassierra Cabezas,zander_mateo_cassierra_cabezas
