partida_id,temporada,rodada,clube,clube_slug,chutes,chutes_no_alvo,posse_de_bola_pct,passes,precisao_passes_pct,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios,scouts_validos
2062,2007,29,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2063,2007,29,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2063,2007,29,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2064,2007,29,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2064,2007,29,Santos,santos,0,0,,0,,0,0,0,0,0,False
2056,2007,10,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2056,2007,10,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2065,2007,29,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2065,2007,29,Parana,parana,0,0,,0,,0,0,0,0,0,False
2066,2007,29,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2066,2007,29,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2237,2007,30,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2237,2007,30,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2238,2007,30,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2238,2007,30,Santos,santos,0,0,,0,,0,0,0,0,0,False
2239,2007,30,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2239,2007,30,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2240,2007,30,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2240,2007,30,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2241,2007,30,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2241,2007,30,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2242,2007,30,Sport,sport,0,0,,0,,0,0,0,0,0,False
2242,2007,30,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2243,2007,30,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2243,2007,30,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2244,2007,30,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2244,2007,30,Goias,goias,0,0,,0,,0,0,0,0,0,False
2245,2007,30,Parana,parana,0,0,,0,,0,0,0,0,0,False
2245,2007,30,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2246,2007,30,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2246,2007,30,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2247,2007,31,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2247,2007,31,Sport,sport,0,0,,0,,0,0,0,0,0,False
2248,2007,31,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2248,2007,31,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2249,2007,31,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2249,2007,31,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2250,2007,31,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2250,2007,31,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2251,2007,31,Parana,parana,0,0,,0,,0,0,0,0,0,False
2251,2007,31,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2252,2007,31,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2252,2007,31,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2253,2007,31,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2253,2007,31,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2254,2007,31,Santos,santos,0,0,,0,,0,0,0,0,0,False
2254,2007,31,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2255,2007,31,Goias,goias,0,0,,0,,0,0,0,0,0,False
2255,2007,31,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2256,2007,31,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2256,2007,31,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2026,2007,7,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2026,2007,7,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2257,2007,32,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2257,2007,32,Parana,parana,0,0,,0,,0,0,0,0,0,False
2258,2007,32,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2258,2007,32,Goias,goias,0,0,,0,,0,0,0,0,0,False
2259,2007,32,Sport,sport,0,0,,0,,0,0,0,0,0,False
2259,2007,32,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2260,2007,32,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2260,2007,32,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2261,2007,32,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2261,2007,32,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2262,2007,32,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2262,2007,32,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2263,2007,32,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2263,2007,32,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2264,2007,32,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2264,2007,32,Santos,santos,0,0,,0,,0,0,0,0,0,False
2265,2007,32,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2265,2007,32,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2266,2007,32,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2266,2007,32,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2267,2007,33,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2267,2007,33,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2268,2007,33,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2268,2007,33,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2269,2007,33,Santos,santos,0,0,,0,,0,0,0,0,0,False
2269,2007,33,Goias,goias,0,0,,0,,0,0,0,0,0,False
2270,2007,33,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2270,2007,33,Sport,sport,0,0,,0,,0,0,0,0,0,False
2271,2007,33,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2271,2007,33,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2272,2007,33,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2272,2007,33,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2273,2007,33,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2273,2007,33,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2274,2007,33,Parana,parana,0,0,,0,,0,0,0,0,0,False
2274,2007,33,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2275,2007,33,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2275,2007,33,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2276,2007,33,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2276,2007,33,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2277,2007,34,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2277,2007,34,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2278,2007,34,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2278,2007,34,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2279,2007,34,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2279,2007,34,Parana,parana,0,0,,0,,0,0,0,0,0,False
2280,2007,34,Goias,goias,0,0,,0,,0,0,0,0,0,False
2280,2007,34,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2281,2007,34,Santos,santos,0,0,,0,,0,0,0,0,0,False
2281,2007,34,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2282,2007,34,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2282,2007,34,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2283,2007,34,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2283,2007,34,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2284,2007,34,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2284,2007,34,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2285,2007,34,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2285,2007,34,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2286,2007,34,Sport,sport,0,0,,0,,0,0,0,0,0,False
2286,2007,34,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2287,2007,35,Parana,parana,0,0,,0,,0,0,0,0,0,False
2287,2007,35,Goias,goias,0,0,,0,,0,0,0,0,0,False
2288,2007,35,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2288,2007,35,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2289,2007,35,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2289,2007,35,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2290,2007,35,Santos,santos,0,0,,0,,0,0,0,0,0,False
2290,2007,35,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2291,2007,35,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2291,2007,35,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2292,2007,35,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2292,2007,35,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2293,2007,35,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2293,2007,35,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2294,2007,35,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2294,2007,35,Sport,sport,0,0,,0,,0,0,0,0,0,False
2295,2007,35,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2295,2007,35,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2296,2007,35,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2296,2007,35,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2297,2007,36,Parana,parana,0,0,,0,,0,0,0,0,0,False
2297,2007,36,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2298,2007,36,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2298,2007,36,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2299,2007,36,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2299,2007,36,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2300,2007,36,Goias,goias,0,0,,0,,0,0,0,0,0,False
2300,2007,36,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2301,2007,36,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2301,2007,36,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2302,2007,36,Sport,sport,0,0,,0,,0,0,0,0,0,False
2302,2007,36,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2303,2007,36,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2303,2007,36,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2304,2007,36,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2304,2007,36,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2305,2007,36,Santos,santos,0,0,,0,,0,0,0,0,0,False
2305,2007,36,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2306,2007,36,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2306,2007,36,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2307,2007,37,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2307,2007,37,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2308,2007,37,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2308,2007,37,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2309,2007,37,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2309,2007,37,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2310,2007,37,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2310,2007,37,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2311,2007,37,Parana,parana,0,0,,0,,0,0,0,0,0,False
2311,2007,37,Santos,santos,0,0,,0,,0,0,0,0,0,False
2312,2007,37,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2312,2007,37,Sport,sport,0,0,,0,,0,0,0,0,0,False
2313,2007,37,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2313,2007,37,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2314,2007,37,Goias,goias,0,0,,0,,0,0,0,0,0,False
2314,2007,37,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2315,2007,37,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2315,2007,37,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2316,2007,37,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2316,2007,37,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2317,2007,38,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2317,2007,38,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2318,2007,38,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2318,2007,38,Santos,santos,0,0,,0,,0,0,0,0,0,False
2319,2007,38,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2319,2007,38,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2320,2007,38,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2320,2007,38,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2321,2007,38,America-RN,america_rn,0,0,,0,,0,0,0,0,0,False
2321,2007,38,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2322,2007,38,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2322,2007,38,Corinthians,corinthians,0,0,,0,,0,0,0,0,0,False
2323,2007,38,Goias,goias,0,0,,0,,0,0,0,0,0,False
2323,2007,38,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2324,2007,38,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2324,2007,38,Parana,parana,0,0,,0,,0,0,0,0,0,False
2325,2007,38,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2325,2007,38,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2326,2007,38,Sport,sport,0,0,,0,,0,0,0,0,0,False
2326,2007,38,Juventude,juventude,0,0,,0,,0,0,0,0,0,False
2327,2008,1,Goias,goias,0,0,,0,,0,0,0,0,0,False
2327,2008,1,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2328,2008,1,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2328,2008,1,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2329,2008,1,Vitoria,vitoria,0,0,,0,,0,0,0,0,0,False
2329,2008,1,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2330,2008,1,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2330,2008,1,Coritiba,coritiba,0,0,,0,,0,0,0,0,0,False
2331,2008,1,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2331,2008,1,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2332,2008,1,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2332,2008,1,Sport,sport,0,0,,0,,0,0,0,0,0,False
2333,2008,1,Ipatinga,ipatinga,0,0,,0,,0,0,0,0,0,False
2333,2008,1,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2334,2008,1,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2334,2008,1,Portuguesa,portuguesa,0,0,,0,,0,0,0,0,0,False
2335,2008,1,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2335,2008,1,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2336,2008,1,Santos,santos,0,0,,0,,0,0,0,0,0,False
2336,2008,1,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2337,2008,2,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2337,2008,2,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2338,2008,2,Sport,sport,0,0,,0,,0,0,0,0,0,False
2338,2008,2,Vitoria,vitoria,0,0,,0,,0,0,0,0,0,False
2339,2008,2,Portuguesa,portuguesa,0,0,,0,,0,0,0,0,0,False
2339,2008,2,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2340,2008,2,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2340,2008,2,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2341,2008,2,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2341,2008,2,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2342,2008,2,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2342,2008,2,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2343,2008,2,Goias,goias,0,0,,0,,0,0,0,0,0,False
2343,2008,2,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2344,2008,2,Coritiba,coritiba,0,0,,0,,0,0,0,0,0,False
2344,2008,2,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2345,2008,2,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2345,2008,2,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2346,2008,2,Santos,santos,0,0,,0,,0,0,0,0,0,False
2346,2008,2,Ipatinga,ipatinga,0,0,,0,,0,0,0,0,0,False
2347,2008,3,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2347,2008,3,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2348,2008,3,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2348,2008,3,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2349,2008,3,Vitoria,vitoria,0,0,,0,,0,0,0,0,0,False
2349,2008,3,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2350,2008,3,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2350,2008,3,Santos,santos,0,0,,0,,0,0,0,0,0,False
2351,2008,3,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2351,2008,3,Coritiba,coritiba,0,0,,0,,0,0,0,0,0,False
2352,2008,3,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2352,2008,3,Sport,sport,0,0,,0,,0,0,0,0,0,False
2353,2008,3,Ipatinga,ipatinga,0,0,,0,,0,0,0,0,0,False
2353,2008,3,Goias,goias,0,0,,0,,0,0,0,0,0,False
2354,2008,3,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2354,2008,3,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2355,2008,3,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2355,2008,3,Portuguesa,portuguesa,0,0,,0,,0,0,0,0,0,False
2356,2008,3,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2356,2008,3,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2357,2008,4,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2357,2008,4,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2358,2008,4,Sport,sport,0,0,,0,,0,0,0,0,0,False
2358,2008,4,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2359,2008,4,Goias,goias,0,0,,0,,0,0,0,0,0,False
2359,2008,4,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2360,2008,4,Santos,santos,0,0,,0,,0,0,0,0,0,False
2360,2008,4,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2361,2008,4,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2361,2008,4,Coritiba,coritiba,0,0,,0,,0,0,0,0,0,False
2362,2008,4,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2362,2008,4,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2363,2008,4,Vitoria,vitoria,0,0,,0,,0,0,0,0,0,False
2363,2008,4,Ipatinga,ipatinga,0,0,,0,,0,0,0,0,0,False
2364,2008,4,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2364,2008,4,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2365,2008,4,Portuguesa,portuguesa,0,0,,0,,0,0,0,0,0,False
2365,2008,4,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2366,2008,4,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2366,2008,4,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2367,2008,5,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2367,2008,5,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2368,2008,5,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2368,2008,5,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2369,2008,5,Ipatinga,ipatinga,0,0,,0,,0,0,0,0,0,False
2369,2008,5,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2370,2008,5,Portuguesa,portuguesa,0,0,,0,,0,0,0,0,0,False
2370,2008,5,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2371,2008,5,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2371,2008,5,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2372,2008,5,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2372,2008,5,Sport,sport,0,0,,0,,0,0,0,0,0,False
2373,2008,5,Goias,goias,0,0,,0,,0,0,0,0,0,False
2373,2008,5,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2374,2008,5,Coritiba,coritiba,0,0,,0,,0,0,0,0,0,False
2374,2008,5,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2375,2008,5,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2375,2008,5,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2376,2008,5,Vitoria,vitoria,0,0,,0,,0,0,0,0,0,False
2376,2008,5,Santos,santos,0,0,,0,,0,0,0,0,0,False
2377,2008,6,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2377,2008,6,Santos,santos,0,0,,0,,0,0,0,0,0,False
2378,2008,6,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2378,2008,6,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2379,2008,6,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2379,2008,6,Ipatinga,ipatinga,0,0,,0,,0,0,0,0,0,False
2380,2008,6,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2380,2008,6,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2381,2008,6,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2381,2008,6,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2382,2008,6,Sport,sport,0,0,,0,,0,0,0,0,0,False
2382,2008,6,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2383,2008,6,Portuguesa,portuguesa,0,0,,0,,0,0,0,0,0,False
2383,2008,6,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2384,2008,6,Coritiba,coritiba,0,0,,0,,0,0,0,0,0,False
2384,2008,6,Vitoria,vitoria,0,0,,0,,0,0,0,0,0,False
2385,2008,6,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2385,2008,6,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2386,2008,6,Goias,goias,0,0,,0,,0,0,0,0,0,False
2386,2008,6,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2387,2008,7,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2387,2008,7,Portuguesa,portuguesa,0,0,,0,,0,0,0,0,0,False
2388,2008,7,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2388,2008,7,Sport,sport,0,0,,0,,0,0,0,0,0,False
2389,2008,7,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2389,2008,7,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2390,2008,7,Coritiba,coritiba,0,0,,0,,0,0,0,0,0,False
2390,2008,7,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2391,2008,7,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2391,2008,7,Ipatinga,ipatinga,0,0,,0,,0,0,0,0,0,False
2392,2008,7,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2392,2008,7,Vitoria,vitoria,0,0,,0,,0,0,0,0,0,False
2393,2008,7,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2393,2008,7,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2394,2008,7,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2394,2008,7,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2395,2008,7,Santos,santos,0,0,,0,,0,0,0,0,0,False
2395,2008,7,Goias,goias,0,0,,0,,0,0,0,0,0,False
2396,2008,7,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2396,2008,7,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2397,2008,8,Ipatinga,ipatinga,0,0,,0,,0,0,0,0,0,False
2397,2008,8,Vasco,vasco,0,0,,0,,0,0,0,0,0,False
2398,2008,8,Goias,goias,0,0,,0,,0,0,0,0,0,False
2398,2008,8,Vitoria,vitoria,0,0,,0,,0,0,0,0,0,False
2399,2008,8,Santos,santos,0,0,,0,,0,0,0,0,0,False
2399,2008,8,Portuguesa,portuguesa,0,0,,0,,0,0,0,0,0,False
2400,2008,8,Sao Paulo,sao_paulo,0,0,,0,,0,0,0,0,0,False
2400,2008,8,Cruzeiro,cruzeiro,0,0,,0,,0,0,0,0,0,False
2401,2008,8,Figueirense,figueirense,0,0,,0,,0,0,0,0,0,False
2401,2008,8,Atletico-MG,atletico_mg,0,0,,0,,0,0,0,0,0,False
2402,2008,8,Sport,sport,0,0,,0,,0,0,0,0,0,False
2402,2008,8,Flamengo,flamengo,0,0,,0,,0,0,0,0,0,False
2403,2008,8,Athletico-PR,athletico_pr,0,0,,0,,0,0,0,0,0,False
2403,2008,8,Coritiba,coritiba,0,0,,0,,0,0,0,0,0,False
2404,2008,8,Internacional,internacional,0,0,,0,,0,0,0,0,0,False
2404,2008,8,Gremio,gremio,0,0,,0,,0,0,0,0,0,False
2405,2008,8,Fluminense,fluminense,0,0,,0,,0,0,0,0,0,False
2405,2008,8,Botafogo-RJ,botafogo_rj,0,0,,0,,0,0,0,0,0,False
2406,2008,8,Nautico,nautico,0,0,,0,,0,0,0,0,0,False
2406,2008,8,Palmeiras,palmeiras,0,0,,0,,0,0,0,0,0,False
2407,2008,9,Sport,sport,0,0,,0,,0,0,0,0,0,False
