partida_id,temporada,rodada,clube,clube_slug,atleta,atleta_slug,minuto_continuo,minuto_nominal,acrescimo,periodo,tipo_de_gol
4607,2014,1,Fluminense,fluminense,Rafael Sóbis,rafael_sobis,31,31,0,1T,Normal
4607,2014,1,Fluminense,fluminense,Nirley da Silva Fonseca,nirley_da_silva_fonseca,59,59,0,2T,Gol Contra
4607,2014,1,Fluminense,fluminense,Fred,fred,45,45,0,1T,Penalty
4608,2014,1,Internacional,internacional,Charles Aránguiz,charles_aranguiz,6,6,0,1T,Normal
4612,2014,1,Cruzeiro,cruzeiro,Nílton Ferreira Júnior,nilton_ferreira_junior,63,63,0,2T,Normal
4612,2014,1,Bahia,bahia,Anderson Talisca,anderson_talisca,80,80,0,2T,Penalty
4612,2014,1,Cruzeiro,cruzeiro,Marcelo Moreno,marcelo_moreno,90,90,0,2T,Normal
4611,2014,1,Sao Paulo,sao_paulo,Douglas Pereira dos Santos,douglas_pereira_dos_santos,22,22,0,1T,Normal
4611,2014,1,Sao Paulo,sao_paulo,Luís Fabiano,luis_fabiano,56,56,0,2T,Normal
4611,2014,1,Sao Paulo,sao_paulo,Antônio Carlos dos Santos Aguiar,antonio_carlos_dos_santos_aguiar,13,13,0,1T,Normal
4610,2014,1,Athletico-PR,athletico_pr,Dráusio Luis Salla Gil,drausio_luis_salla_gil,16,16,0,1T,Normal
4615,2014,1,Santos,santos,Gabriel Barbosa,gabriel_barbosa,80,80,0,2T,Normal
4615,2014,1,Sport,sport,Neto Baiano,neto_baiano,73,73,0,2T,Normal
4616,2014,1,Palmeiras,palmeiras,Alan Kardec,alan_kardec,88,88,0,2T,Normal
4616,2014,1,Criciuma,criciuma,Paulo Baier,paulo_baier,12,12,0,1T,Normal
4616,2014,1,Palmeiras,palmeiras,Leandro,leandro,83,83,0,2T,Normal
4618,2014,2,Fluminense,fluminense,Rafael Sóbis,rafael_sobis,45,45,0,1T,Normal
4620,2014,2,Athletico-PR,athletico_pr,Mosquito,mosquito,78,78,0,2T,Normal
4620,2014,2,Athletico-PR,athletico_pr,Marcelo Cirino da Silva,marcelo_cirino_da_silva,83,83,0,2T,Normal
4620,2014,2,Vitoria,vitoria,Telmário de Araújo Sacramento,telmario_de_araujo_sacramento,11,11,0,1T,Normal
4620,2014,2,Vitoria,vitoria,José Welison,jose_welison,36,36,0,1T,Normal
4622,2014,2,Cruzeiro,cruzeiro,Júlio Baptista,julio_baptista,50,50,0,2T,Normal
4622,2014,2,Sao Paulo,sao_paulo,Antônio Carlos dos Santos Aguiar,antonio_carlos_dos_santos_aguiar,92,90,2,2T,Normal
4619,2014,2,Internacional,internacional,Rafael Moura,rafael_moura,9,9,0,1T,Normal
4619,2014,2,Internacional,internacional,Rafael Moura,rafael_moura,35,35,0,1T,Normal
4619,2014,2,Botafogo-RJ,botafogo_rj,Emerson Sheik,emerson_sheik,64,64,0,2T,Normal
4619,2014,2,Botafogo-RJ,botafogo_rj,Pablo Zeballos,pablo_zeballos,75,75,0,2T,Normal
4621,2014,2,Corinthians,corinthians,Guilherme dos Santos Torres,guilherme_dos_santos_torres,9,9,0,1T,Normal
4621,2014,2,Corinthians,corinthians,Carlos Gilberto do Nascimento Silva,carlos_gilberto_do_nascimento_silva,80,80,0,2T,Normal
4626,2014,2,Sport,sport,Rithely,rithely,12,12,0,1T,Normal
4626,2014,2,Sport,sport,Ananias Elói Castro Monteiro,ananias_eloi_castro_monteiro,38,38,0,1T,Normal
4626,2014,2,Chapecoense,chapecoense,Ricardo Conceição,ricardo_conceicao,37,37,0,1T,Normal
4623,2014,2,Bahia,bahia,Lincoln Cássio de Souza Soares,lincoln_cassio_de_souza_soares,8,8,0,1T,Normal
4623,2014,2,Bahia,bahia,Fahel,fahel,74,74,0,2T,Normal
4624,2014,2,Gremio,gremio,Alan Ruiz,alan_ruiz,11,11,0,1T,Normal
4624,2014,2,Gremio,gremio,Lucas Coelho,lucas_coelho,22,22,0,1T,Normal
4624,2014,2,Atletico-MG,atletico_mg,Luiz Fernando Pereira da Silva,luiz_fernando_pereira_da_silva,84,84,0,2T,Normal
4625,2014,2,Goias,goias,Willian José de Souza,willian_jose_de_souza,82,82,0,2T,Normal
4628,2014,3,Cruzeiro,cruzeiro,Elierce Barbosa de Souza,elierce_barbosa_de_souza,75,75,0,2T,Penalty
4628,2014,3,Athletico-PR,athletico_pr,Marcelo Cirino da Silva,marcelo_cirino_da_silva,40,40,0,1T,Normal
4628,2014,3,Cruzeiro,cruzeiro,Nílton Ferreira Júnior,nilton_ferreira_junior,36,36,0,1T,Normal
4628,2014,3,Cruzeiro,cruzeiro,Marcelo Moreno,marcelo_moreno,83,83,0,2T,Normal
4628,2014,3,Athletico-PR,athletico_pr,Éderson Alves Ribeiro Silva,ederson_alves_ribeiro_silva,24,24,0,1T,Normal
4629,2014,3,Sao Paulo,sao_paulo,Ademilson,ademilson,72,72,0,2T,Normal
4629,2014,3,Coritiba,coritiba,Róbson Michael Signorini,robson_michael_signorini,30,30,0,1T,Normal
4629,2014,3,Coritiba,coritiba,Luis Francisco Grando,luis_francisco_grando,61,61,0,2T,Normal
4629,2014,3,Sao Paulo,sao_paulo,Alexandre Pato,alexandre_pato,22,22,0,1T,Normal
4630,2014,3,Vitoria,vitoria,Marcos Antônio da Silva Gonçalves,marcos_antonio_da_silva_goncalves,54,54,0,2T,Normal
4630,2014,3,Vitoria,vitoria,Marcos Antônio da Silva Gonçalves,marcos_antonio_da_silva_goncalves,83,83,0,2T,Normal
4630,2014,3,Fluminense,fluminense,Wagner Ferreira dos Santos,wagner_ferreira_dos_santos,88,88,0,2T,Normal
4631,2014,3,Criciuma,criciuma,Silvinho,silvinho,14,14,0,1T,Normal
4634,2014,3,Flamengo,flamengo,Márcio Rodrigues Araújo,marcio_rodrigues_araujo,50,50,0,2T,Normal
4634,2014,3,Palmeiras,palmeiras,Henrique Dourado,henrique_dourado,31,31,0,1T,Normal
4634,2014,3,Flamengo,flamengo,Alecsandro,alecsandro,60,60,0,2T,Normal
4634,2014,3,Flamengo,flamengo,Alecsandro,alecsandro,73,73,0,2T,Normal
4634,2014,3,Flamengo,flamengo,Paulinho,paulinho,14,14,0,1T,Normal
4634,2014,3,Palmeiras,palmeiras,Wesley Lopes Beltrame,wesley_lopes_beltrame,11,11,0,1T,Normal
4633,2014,3,Bahia,bahia,Maxi Biancucchi,maxi_biancucchi,59,59,0,2T,Normal
4632,2014,3,Internacional,internacional,Charles Aránguiz,charles_aranguiz,46,45,1,1T,Normal
4632,2014,3,Sport,sport,Patric Cabral Lalau,patric_cabral_lalau,78,78,0,2T,Normal
4632,2014,3,Internacional,internacional,Andrés D'Alessandro,andres_d_alessandro,13,13,0,1T,Normal
4635,2014,3,Corinthians,corinthians,Paolo Guerrero,paolo_guerrero,78,78,0,2T,Normal
4636,2014,3,Goias,goias,David França Oliveira e Silva,david_franca_oliveira_e_silva,69,69,0,2T,Normal
4638,2014,4,Palmeiras,palmeiras,Lucimar da Silva Ferreira,lucimar_da_silva_ferreira,16,16,0,1T,Normal
4638,2014,4,Palmeiras,palmeiras,Henrique Dourado,henrique_dourado,32,32,0,1T,Normal
4637,2014,4,Internacional,internacional,Alan Patrick,alan_patrick,67,67,0,2T,Normal
4637,2014,4,Athletico-PR,athletico_pr,Marcos Guilherme,marcos_guilherme,52,52,0,2T,Normal
4637,2014,4,Internacional,internacional,Andrés D'Alessandro,andres_d_alessandro,54,54,0,2T,Normal
4639,2014,4,Botafogo-RJ,botafogo_rj,Emerson Sheik,emerson_sheik,23,23,0,1T,Normal
4639,2014,4,Botafogo-RJ,botafogo_rj,Daniel Corrêa Freitas,daniel_correa_freitas,73,73,0,2T,Normal
4639,2014,4,Botafogo-RJ,botafogo_rj,Emerson Sheik,emerson_sheik,52,52,0,2T,Normal
4639,2014,4,Botafogo-RJ,botafogo_rj,Wallyson,wallyson,81,81,0,2T,Normal
4639,2014,4,Botafogo-RJ,botafogo_rj,Daniel Corrêa Freitas,daniel_correa_freitas,55,55,0,2T,Normal
4639,2014,4,Botafogo-RJ,botafogo_rj,Daniel Corrêa Freitas,daniel_correa_freitas,57,57,0,2T,Normal
4642,2014,4,Cruzeiro,cruzeiro,Marcelo Moreno,marcelo_moreno,37,37,0,1T,Normal
4642,2014,4,Atletico-MG,atletico_mg,André Felipe Ribeiro de Souza,andre_felipe_ribeiro_de_souza,71,71,0,2T,Penalty
4642,2014,4,Atletico-MG,atletico_mg,Marion Silva Fernandes,marion_silva_fernandes,55,55,0,2T,Normal
4640,2014,4,Gremio,gremio,Hernán Barcos,hernan_barcos,65,65,0,2T,Normal
4640,2014,4,Chapecoense,chapecoense,Tiago Luís Martins,tiago_luis_martins,92,90,2,2T,Normal
4640,2014,4,Gremio,gremio,Hernán Barcos,hernan_barcos,30,30,0,1T,Normal
4641,2014,4,Fluminense,fluminense,Fred,fred,11,11,0,1T,Normal
4641,2014,4,Fluminense,fluminense,Francisco Souza dos Santos,francisco_souza_dos_santos,87,87,0,2T,Normal
4643,2014,4,Sao Paulo,sao_paulo,Luís Fabiano,luis_fabiano,81,81,0,2T,Normal
4643,2014,4,Corinthians,corinthians,Fagner,fagner,49,49,0,2T,Normal
4644,2014,4,Santos,santos,Arouca,arouca,62,62,0,2T,Normal
4644,2014,4,Santos,santos,Gabriel Barbosa,gabriel_barbosa,44,44,0,1T,Normal
4645,2014,4,Sport,sport,Rithely,rithely,86,86,0,2T,Normal
4646,2014,4,Bahia,bahia,Pará,para,91,90,1,2T,Normal
4646,2014,4,Vitoria,vitoria,Souza,souza,39,39,0,1T,Normal
4647,2014,5,Goias,goias,Ramón Rodrigo de Freitas,ramon_rodrigo_de_freitas,54,54,0,2T,Normal
4647,2014,5,Goias,goias,Danilo Lopes Cezario,danilo_lopes_cezario,70,70,0,2T,Normal
4648,2014,5,Cruzeiro,cruzeiro,Borges,borges,69,69,0,2T,Normal
4648,2014,5,Coritiba,coritiba,Alexsandro de Souza,alexsandro_de_souza,23,23,0,1T,Normal
4648,2014,5,Cruzeiro,cruzeiro,Ricardo Goulart,ricardo_goulart,11,11,0,1T,Normal
4648,2014,5,Coritiba,coritiba,Norberto Pereira Marinho Neto,norberto_pereira_marinho_neto,55,55,0,2T,Normal
4648,2014,5,Cruzeiro,cruzeiro,Ricardo Goulart,ricardo_goulart,46,45,1,1T,Normal
4651,2014,5,Sao Paulo,sao_paulo,Paulo Henrique Ganso,paulo_henrique_ganso,23,23,0,1T,Normal
4651,2014,5,Sao Paulo,sao_paulo,Paulo Henrique Ganso,paulo_henrique_ganso,91,90,1,2T,Normal
4649,2014,5,Gremio,gremio,Rodrigo Eduardo Costa Marinho,rodrigo_eduardo_costa_marinho,37,37,0,1T,Normal
4650,2014,5,Figueirense,figueirense,Giovanni Augusto,giovanni_augusto,48,48,0,2T,Normal
4652,2014,5,Chapecoense,chapecoense,Tiago Luís Martins,tiago_luis_martins,88,88,0,2T,Normal
4652,2014,5,Athletico-PR,athletico_pr,Cleberson Martins de Souza,cleberson_martins_de_souza,71,71,0,2T,Normal
4653,2014,5,Palmeiras,palmeiras,Marquinhos,marquinhos,49,49,0,2T,Normal
4655,2014,5,Atletico-MG,atletico_mg,André Felipe Ribeiro de Souza,andre_felipe_ribeiro_de_souza,81,81,0,2T,Normal
4655,2014,5,Santos,santos,Cícero Santos,cicero_santos,38,38,0,1T,Normal
4655,2014,5,Atletico-MG,atletico_mg,André Felipe Ribeiro de Souza,andre_felipe_ribeiro_de_souza,75,75,0,2T,Normal
4658,2014,6,Bahia,bahia,Anderson Talisca,anderson_talisca,92,90,2,2T,Normal
4658,2014,6,Flamengo,flamengo,Paulinho,paulinho,11,11,0,1T,Normal
4657,2014,6,Coritiba,coritiba,Alexsandro de Souza,alexsandro_de_souza,75,75,0,2T,Penalty
4657,2014,6,Internacional,internacional,Wellington Paulista,wellington_paulista,21,21,0,1T,Normal
4659,2014,6,Cruzeiro,cruzeiro,Ricardo Goulart,ricardo_goulart,51,51,0,2T,Normal
4659,2014,6,Cruzeiro,cruzeiro,Marcelo Moreno,marcelo_moreno,77,77,0,2T,Normal
4660,2014,6,Criciuma,criciuma,Silvinho,silvinho,23,23,0,1T,Normal
4662,2014,6,Sao Paulo,sao_paulo,Rogério Ceni,rogerio_ceni,26,26,0,1T,Penalty
4662,2014,6,Fluminense,fluminense,Rafael Sóbis,rafael_sobis,76,76,0,2T,Normal
4662,2014,6,Fluminense,fluminense,Walter Henrique da Silva,walter_henrique_da_silva,42,42,0,1T,Normal
4662,2014,6,Sao Paulo,sao_paulo,Alexandre Pato,alexandre_pato,45,45,0,1T,Normal
4662,2014,6,Fluminense,fluminense,Walter Henrique da Silva,walter_henrique_da_silva,66,66,0,2T,Normal
4662,2014,6,Fluminense,fluminense,Lucas Cavalcante Silva Afonso,lucas_cavalcante_silva_afonso,53,53,0,2T,Gol Contra
4662,2014,6,Fluminense,fluminense,Wagner Ferreira dos Santos,wagner_ferreira_dos_santos,73,73,0,2T,Normal
4663,2014,6,Botafogo-RJ,botafogo_rj,Pablo Zeballos,pablo_zeballos,6,6,0,1T,Normal
4663,2014,6,Gremio,gremio,Rodrigo Eduardo Costa Marinho,rodrigo_eduardo_costa_marinho,44,44,0,1T,Normal
4663,2014,6,Gremio,gremio,Maximiliano Rodríguez Maeso,maximiliano_rodriguez_maeso,81,81,0,2T,Normal
4661,2014,6,Athletico-PR,athletico_pr,Douglas Coutinho,douglas_coutinho,85,85,0,2T,Normal
4661,2014,6,Corinthians,corinthians,Jadson,jadson,59,59,0,2T,Penalty
4665,2014,6,Santos,santos,Geuvânio,geuvanio,9,9,0,1T,Normal
4665,2014,6,Santos,santos,Cícero Santos,cicero_santos,39,39,0,1T,Penalty
4665,2014,6,Goias,goias,Alex Alves Cardoso,alex_alves_cardoso,26,26,0,1T,Normal
4665,2014,6,Goias,goias,Erik Nascimento de Lima,erik_nascimento_de_lima,69,69,0,2T,Normal
4664,2014,6,Palmeiras,palmeiras,Henrique Dourado,henrique_dourado,37,37,0,1T,Normal
4666,2014,6,Atletico-MG,atletico_mg,Rafael Berger,rafael_berger,17,17,0,1T,Gol Contra
4666,2014,6,Atletico-MG,atletico_mg,Réver,rever,62,62,0,2T,Normal
4666,2014,6,Vitoria,vitoria,Telmário de Araújo Sacramento,telmario_de_araujo_sacramento,65,65,0,2T,Normal
4666,2014,6,Vitoria,vitoria,Willie Hortêncio Barbosa,willie_hortencio_barbosa,90,90,0,2T,Normal
4666,2014,6,Atletico-MG,atletico_mg,Jesús Dátolo,jesus_datolo,12,12,0,1T,Normal
4667,2014,7,Fluminense,fluminense,Kenedy,kenedy,4,4,0,1T,Normal
4668,2014,7,Sao Paulo,sao_paulo,Lucas Cavalcante Silva Afonso,lucas_cavalcante_silva_afonso,61,61,0,2T,Normal
4671,2014,7,Sport,sport,Augusto,augusto,28,28,0,1T,Normal
4671,2014,7,Corinthians,corinthians,Romarinho,romarinho,20,20,0,1T,Normal
4671,2014,7,Corinthians,corinthians,Jadson,jadson,55,55,0,2T,Penalty
4671,2014,7,Corinthians,corinthians,Romarinho,romarinho,68,68,0,2T,Normal
4671,2014,7,Corinthians,corinthians,Jadson,jadson,38,38,0,1T,Normal
4672,2014,7,Athletico-PR,athletico_pr,Marcos Guilherme,marcos_guilherme,56,56,0,2T,Normal
4672,2014,7,Athletico-PR,athletico_pr,Luccas Claro,luccas_claro,58,58,0,2T,Gol Contra
4670,2014,7,Goias,goias,Jackson de Souza,jackson_de_souza,5,5,0,1T,Normal
4673,2014,7,Cruzeiro,cruzeiro,Marcelo Moreno,marcelo_moreno,88,88,0,2T,Normal
4673,2014,7,Internacional,internacional,Wellington Aparecido Martins,wellington_aparecido_martins,39,39,0,1T,Normal
4673,2014,7,Cruzeiro,cruzeiro,Ricardo Goulart,ricardo_goulart,43,43,0,1T,Normal
4673,2014,7,Cruzeiro,cruzeiro,Willian Gomes de Siqueira,willian_gomes_de_siqueira,70,70,0,2T,Normal
4674,2014,7,Botafogo-RJ,botafogo_rj,Emerson Sheik,emerson_sheik,43,43,0,1T,Normal
4674,2014,7,Vitoria,vitoria,Telmário de Araújo Sacramento,telmario_de_araujo_sacramento,69,69,0,2T,Normal
4675,2014,7,Chapecoense,chapecoense,Derivaldo Beserra Cavalcante,derivaldo_beserra_cavalcante,47,47,0,2T,Normal
4675,2014,7,Chapecoense,chapecoense,Tiago Luís Martins,tiago_luis_martins,42,42,0,1T,Normal
4677,2014,8,Criciuma,criciuma,Fábio Ferreira,fabio_ferreira,58,58,0,2T,Normal
4678,2014,8,Botafogo-RJ,botafogo_rj,Mario Bolatti,mario_bolatti,61,61,0,2T,Normal
4678,2014,8,Botafogo-RJ,botafogo_rj,Pablo Zeballos,pablo_zeballos,94,90,4,2T,Normal
4680,2014,8,Internacional,internacional,Wellington Paulista,wellington_paulista,25,25,0,1T,Normal
4680,2014,8,Internacional,internacional,Wellington Paulista,wellington_paulista,79,79,0,2T,Normal
4682,2014,8,Corinthians,corinthians,Paolo Guerrero,paolo_guerrero,68,68,0,2T,Normal
4684,2014,8,Atletico-MG,atletico_mg,Jesús Dátolo,jesus_datolo,53,53,0,2T,Normal
4684,2014,8,Atletico-MG,atletico_mg,Diego Tardelli,diego_tardelli,65,65,0,2T,Normal
4683,2014,8,Athletico-PR,athletico_pr,Cléverson Gabriel Córdova,cleverson_gabriel_cordova,90,90,0,2T,Normal
4683,2014,8,Sao Paulo,sao_paulo,Luís Fabiano,luis_fabiano,92,90,2,2T,Normal
4683,2014,8,Sao Paulo,sao_paulo,Rogério Ceni,rogerio_ceni,76,76,0,2T,Penalty
4683,2014,8,Athletico-PR,athletico_pr,Renato Baruffi,renato_baruffi,30,30,0,1T,Normal
4685,2014,8,Flamengo,flamengo,Alecsandro,alecsandro,20,20,0,1T,Normal
4685,2014,8,Figueirense,figueirense,Everaldo Stum,everaldo_stum,22,22,0,1T,Normal
4686,2014,8,Santos,santos,Alan Santos da Silva,alan_santos_da_silva,62,62,0,2T,Normal
4686,2014,8,Santos,santos,Lucas Rafael Araújo Lima,lucas_rafael_araujo_lima,89,89,0,2T,Normal
4687,2014,9,Coritiba,coritiba,Alexsandro de Souza,alexsandro_de_souza,5,5,0,1T,Normal
4687,2014,9,Coritiba,coritiba,Keirrison,keirrison,15,15,0,1T,Normal
4687,2014,9,Coritiba,coritiba,Dener Assunção Braz,dener_assuncao_braz,44,44,0,1T,Normal
4688,2014,9,Sao Paulo,sao_paulo,Dorlan Pabón,dorlan_pabon,90,90,0,2T,Normal
4688,2014,9,Atletico-MG,atletico_mg,Josué Anunciado de Oliveira,josue_anunciado_de_oliveira,79,79,0,2T,Normal
4688,2014,9,Sao Paulo,sao_paulo,Luís Fabiano,luis_fabiano,11,11,0,1T,Normal
4689,2014,9,Sport,sport,Neto Baiano,neto_baiano,48,48,0,2T,Normal
4691,2014,9,Chapecoense,chapecoense,José Carlos Tofolo Júnior,jose_carlos_tofolo_junior,71,71,0,2T,Normal
4691,2014,9,Bahia,bahia,Demerson Bruno Costa,demerson_bruno_costa,86,86,0,2T,Normal
4691,2014,9,Chapecoense,chapecoense,Abuda,abuda,54,54,0,2T,Normal
4692,2014,9,Cruzeiro,cruzeiro,Borges,borges,46,45,1,1T,Normal
4692,2014,9,Cruzeiro,cruzeiro,Ricardo Goulart,ricardo_goulart,16,16,0,1T,Normal
4692,2014,9,Cruzeiro,cruzeiro,Éverton Ribeiro,everton_ribeiro,18,18,0,1T,Normal
4694,2014,9,Santos,santos,Diego Cardoso,diego_cardoso,18,18,0,1T,Normal
4694,2014,9,Santos,santos,Gabriel Barbosa,gabriel_barbosa,11,11,0,1T,Normal
4693,2014,9,Fluminense,fluminense,Jean Raphael Vanderlei Moreira,jean_raphael_vanderlei_moreira,31,31,0,1T,Normal
4693,2014,9,Internacional,internacional,Jorge Henrique,jorge_henrique,22,22,0,1T,Normal
4695,2014,9,Athletico-PR,athletico_pr,Douglas Coutinho,douglas_coutinho,93,90,3,2T,Normal
4695,2014,9,Figueirense,figueirense,Everaldo Stum,everaldo_stum,74,74,0,2T,Normal
4695,2014,9,Athletico-PR,athletico_pr,Douglas Coutinho,douglas_coutinho,47,45,2,1T,Normal
4695,2014,9,Athletico-PR,athletico_pr,Douglas Coutinho,douglas_coutinho,53,53,0,2T,Normal
4697,2014,28,Corinthians,corinthians,Jadson,jadson,25,25,0,1T,Normal
4697,2014,28,Botafogo-RJ,botafogo_rj,Edílson Mendes Guimarães,edilson_mendes_guimaraes,87,87,0,2T,Normal
4656,2014,5,Sport,sport,Mike dos Santos Nenatarvicius,mike_dos_santos_nenatarvicius,73,73,0,2T,Normal
4709,2014,10,Sport,sport,Neto Baiano,neto_baiano,44,44,0,1T,Normal
4708,2014,10,Figueirense,figueirense,Everaldo Stum,everaldo_stum,69,69,0,2T,Normal
4708,2014,10,Figueirense,figueirense,Thiago Heleno,thiago_heleno,5,5,0,1T,Normal
4712,2014,10,Athletico-PR,athletico_pr,Douglas Coutinho,douglas_coutinho,20,20,0,1T,Normal
4712,2014,10,Athletico-PR,athletico_pr,Cleberson Martins de Souza,cleberson_martins_de_souza,61,61,0,2T,Normal
4712,2014,10,Flamengo,flamengo,Samir,samir,35,35,0,1T,Normal
4711,2014,10,Sao Paulo,sao_paulo,Alan Kardec,alan_kardec,20,20,0,1T,Normal
4711,2014,10,Sao Paulo,sao_paulo,Rogério Ceni,rogerio_ceni,13,13,0,1T,Penalty
4710,2014,10,Fluminense,fluminense,Darío Conca,dario_conca,84,84,0,2T,Normal
4710,2014,10,Fluminense,fluminense,Matheus Carvalho,matheus_carvalho,85,85,0,2T,Normal
4710,2014,10,Criciuma,criciuma,Paulo Baier,paulo_baier,40,40,0,1T,Penalty
4710,2014,10,Criciuma,criciuma,Paulo Baier,paulo_baier,59,59,0,2T,Normal
4710,2014,10,Criciuma,criciuma,Sérgio Antônio Borges Júnior,sergio_antonio_borges_junior,67,67,0,2T,Normal
4714,2014,10,Santos,santos,Bruno Uvini,bruno_uvini,24,24,0,1T,Normal
4714,2014,10,Santos,santos,Alison Lopes Ferreira,alison_lopes_ferreira,69,69,0,2T,Normal
4713,2014,10,Internacional,internacional,Cláudio Winck,claudio_winck,91,90,1,2T,Normal
4713,2014,10,Corinthians,corinthians,Paolo Guerrero,paolo_guerrero,7,7,0,1T,Normal
4713,2014,10,Corinthians,corinthians,Fagner,fagner,10,10,0,1T,Normal
4715,2014,10,Cruzeiro,cruzeiro,Rafael Berger,rafael_berger,62,62,0,2T,Gol Contra
4715,2014,10,Cruzeiro,cruzeiro,Éverton Ribeiro,everton_ribeiro,76,76,0,2T,Normal
4715,2014,10,Vitoria,vitoria,Ayrton Ganino,ayrton_ganino,92,90,2,2T,Normal
4715,2014,10,Cruzeiro,cruzeiro,Ricardo Goulart,ricardo_goulart,72,72,0,2T,Normal
4717,2014,11,Chapecoense,chapecoense,Ricardo Conceição,ricardo_conceicao,57,57,0,2T,Normal
4718,2014,11,Gremio,gremio,Giuliano Victor de Paula,giuliano_victor_de_paula,4,4,0,1T,Normal
4719,2014,11,Atletico-MG,atletico_mg,Luan Madson Gedeão de Paiva,luan_madson_gedeao_de_paiva,66,66,0,2T,Normal
4719,2014,11,Bahia,bahia,Cristian Chagas Tarouco,cristian_chagas_tarouco,25,25,0,1T,Normal
4720,2014,11,Botafogo-RJ,botafogo_rj,Mario Bolatti,mario_bolatti,12,12,0,1T,Normal
4722,2014,11,Palmeiras,palmeiras,Fernando Tobio,fernando_tobio,54,54,0,2T,Normal
4722,2014,11,Cruzeiro,cruzeiro,Ricardo Goulart,ricardo_goulart,8,8,0,1T,Normal
4722,2014,11,Cruzeiro,cruzeiro,Manoel Messias Silva Carvalho,manoel_messias_silva_carvalho,10,10,0,1T,Normal
4721,2014,11,Internacional,internacional,Andrés D'Alessandro,andres_d_alessandro,48,45,3,1T,Penalty
4721,2014,11,Internacional,internacional,Rafael Moura,rafael_moura,16,16,0,1T,Normal
4721,2014,11,Internacional,internacional,Fabrício dos Santos Silva,fabricio_dos_santos_silva,58,58,0,2T,Normal
4721,2014,11,Internacional,internacional,Alex Raphael Meschini,alex_raphael_meschini,78,78,0,2T,Normal
4724,2014,11,Athletico-PR,athletico_pr,Douglas Coutinho,douglas_coutinho,59,59,0,2T,Normal
4724,2014,11,Athletico-PR,athletico_pr,Marcelo Cirino da Silva,marcelo_cirino_da_silva,53,53,0,2T,Normal
4725,2014,11,Fluminense,fluminense,Darío Conca,dario_conca,62,62,0,2T,Normal
4728,2014,12,Cruzeiro,cruzeiro,Dagoberto Pelentier,dagoberto_pelentier,79,79,0,2T,Normal
4728,2014,12,Cruzeiro,cruzeiro,Lucas Silva Borges,lucas_silva_borges,41,41,0,1T,Penalty
4728,2014,12,Cruzeiro,cruzeiro,Marcos Antônio da Silva Gonçalves,marcos_antonio_da_silva_goncalves,47,47,0,2T,Normal
4728,2014,12,Cruzeiro,cruzeiro,Dedé,dede,50,50,0,2T,Normal
4728,2014,12,Cruzeiro,cruzeiro,Ricardo Goulart,ricardo_goulart,72,72,0,2T,Normal
4727,2014,12,Santos,santos,Diego Cardoso,diego_cardoso,80,80,0,2T,Normal
4727,2014,12,Santos,santos,Rildo de Andrade Felicissimo,rildo_de_andrade_felicissimo,13,13,0,1T,Normal
4727,2014,12,Santos,santos,Gabriel Barbosa,gabriel_barbosa,52,52,0,2T,Normal
4729,2014,12,Vitoria,vitoria,Ayrton Ganino,ayrton_ganino,84,84,0,2T,Normal
4729,2014,12,Criciuma,criciuma,Sérgio Antônio Borges Júnior,sergio_antonio_borges_junior,90,90,0,2T,Normal
4729,2014,12,Vitoria,vitoria,Caio Canedo Corrêa,caio_canedo_correa,19,19,0,1T,Normal
4729,2014,12,Vitoria,vitoria,Caio Canedo Corrêa,caio_canedo_correa,67,67,0,2T,Normal
4730,2014,12,Internacional,internacional,Wellington do Nascimento Silva,wellington_do_nascimento_silva,66,66,0,2T,Normal
4734,2014,12,Sport,sport,Felipe Azevedo,felipe_azevedo,51,51,0,2T,Normal
4734,2014,12,Sport,sport,Durval,durval,69,69,0,2T,Normal
4734,2014,12,Atletico-MG,atletico_mg,Diego Tardelli,diego_tardelli,85,85,0,2T,Penalty
4731,2014,12,Sao Paulo,sao_paulo,Kaká,kaka,76,76,0,2T,Normal
4731,2014,12,Goias,goias,Willian José de Souza,willian_jose_de_souza,44,44,0,1T,Normal
4731,2014,12,Goias,goias,Bruno Mineiro,bruno_mineiro,49,49,0,2T,Normal
4733,2014,12,Corinthians,corinthians,Petros,petros,91,90,1,2T,Normal
4733,2014,12,Corinthians,corinthians,Paolo Guerrero,paolo_guerrero,51,51,0,2T,Normal
4732,2014,12,Fluminense,fluminense,Jean Raphael Vanderlei Moreira,jean_raphael_vanderlei_moreira,18,18,0,1T,Normal
4732,2014,12,Fluminense,fluminense,Darío Conca,dario_conca,35,35,0,1T,Penalty
4732,2014,12,Fluminense,fluminense,Cícero Santos,cicero_santos,65,65,0,2T,Normal
4736,2014,12,Gremio,gremio,Hernán Barcos,hernan_barcos,57,57,0,2T,Normal
4736,2014,12,Coritiba,coritiba,Alexsandro de Souza,alexsandro_de_souza,94,90,4,2T,Normal
4736,2014,12,Gremio,gremio,Hernán Barcos,hernan_barcos,65,65,0,2T,Normal
4736,2014,12,Coritiba,coritiba,Zé Love,ze_love,49,49,0,2T,Normal
4736,2014,12,Coritiba,coritiba,Zé Love,ze_love,73,73,0,2T,Normal
4735,2014,12,Flamengo,flamengo,Alecsandro,alecsandro,33,33,0,1T,Normal
4737,2014,13,Botafogo-RJ,botafogo_rj,Edílson Mendes Guimarães,edilson_mendes_guimaraes,25,25,0,1T,Normal
