partida_id,temporada,rodada,data,horario,clube_mandante,clube_mandante_slug,clube_visitante,clube_visitante_slug,gols_mandante,gols_visitante,total_gols,saldo_mandante,resultado,vencedor,arena,mandante_uf,visitante_uf,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,tem_bet_mandante,tipo_bet_mandante,marca_bet_mandante,exposure_clube_mandante,exposure_total_mandante,categoria_exp_mandante,tem_bet_visitante,tipo_bet_visitante,marca_bet_visitante,exposure_clube_visitante,exposure_total_visitante,categoria_exp_visitante,exposure_clube_partida,exposure_total_partida,ambos_patrocinados_bet,algum_patrocinado_bet,categoria_exposicao_partida
370,2003,31,2003-09-21,16:00,Sao Caetano,sao_caetano,Figueirense,figueirense,0,2,2,-2,Vitoria Visitante,Figueirense, Anacleto Campanella,SP,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
371,2003,31,2003-09-21,18:00,Sao Paulo,sao_paulo,Atletico-MG,atletico_mg,2,2,4,0,Empate,-, Morumbi,SP,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
372,2003,31,2003-09-21,18:00,Flamengo,flamengo,Goias,goias,1,1,2,0,Empate,-, Maracanã,RJ,GO,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
373,2003,32,2003-09-24,19:00,Athletico-PR,athletico_pr,Internacional,internacional,2,1,3,1,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
374,2003,32,2003-09-24,20:30,Gremio,gremio,Ponte Preta,ponte_preta,2,2,4,0,Empate,-, Olímpico,RS,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
375,2003,32,2003-09-24,20:30,Goias,goias,Fortaleza,fortaleza,0,1,1,-1,Vitoria Visitante,Fortaleza, Serra Dourada,GO,CE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
376,2003,32,2003-09-24,20:30,Paysandu,paysandu,Bahia,bahia,4,0,4,4,Vitoria Mandante,Paysandu, Mangueirão,PA,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
377,2003,32,2003-09-24,20:30,Vitoria,vitoria,Criciuma,criciuma,1,1,2,0,Empate,-, Barradão,BA,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
378,2003,32,2003-09-24,21:40,Guarani,guarani,Flamengo,flamengo,5,3,8,2,Vitoria Mandante,Guarani, Brinco de Ouro,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
379,2003,32,2003-09-24,21:40,Parana,parana,Sao Paulo,sao_paulo,4,2,6,2,Vitoria Mandante,Parana, Pinheirão,PR,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
380,2003,32,2003-09-24,21:40,Santos,santos,Juventude,juventude,1,1,2,0,Empate,-, Vila Belmiro,SP,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
381,2003,32,2003-09-24,21:40,Corinthians,corinthians,Cruzeiro,cruzeiro,0,1,1,-1,Vitoria Visitante,Cruzeiro, Pacaembu,SP,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
382,2003,32,2003-09-25,20:30,Figueirense,figueirense,Fluminense,fluminense,2,2,4,0,Empate,-, Orlando Scarpelli,SC,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
383,2003,32,2003-09-25,20:30,Vasco,vasco,Coritiba,coritiba,2,1,3,1,Vitoria Mandante,Vasco, São Januário,RJ,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
384,2003,32,2003-09-25,20:30,Atletico-MG,atletico_mg,Sao Caetano,sao_caetano,3,1,4,2,Vitoria Mandante,Atletico-MG,  Independência,MG,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
385,2003,33,2003-09-27,16:00,Internacional,internacional,Santos,santos,1,0,1,1,Vitoria Mandante,Internacional, Beira Rio,RS,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
386,2003,33,2003-09-27,16:00,Sao Paulo,sao_paulo,Gremio,gremio,3,1,4,2,Vitoria Mandante,Sao Paulo, Morumbi,SP,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
387,2003,33,2003-09-27,18:00,Flamengo,flamengo,Athletico-PR,athletico_pr,2,1,3,1,Vitoria Mandante,Flamengo, Maracanã,RJ,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
388,2003,33,2003-09-28,16:00,Cruzeiro,cruzeiro,Vitoria,vitoria,1,0,1,1,Vitoria Mandante,Cruzeiro, Mineirão,MG,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
389,2003,33,2003-09-28,16:00,Bahia,bahia,Figueirense,figueirense,1,1,2,0,Empate,-, Fonte Nova,BA,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
390,2003,33,2003-09-28,16:00,Criciuma,criciuma,Goias,goias,1,0,1,1,Vitoria Mandante,Criciuma, Heriberto Hulse,SC,GO,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
391,2003,33,2003-09-28,16:00,Fortaleza,fortaleza,Guarani,guarani,3,0,3,3,Vitoria Mandante,Fortaleza, Presidente Vargas,CE,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
392,2003,33,2003-09-28,16:00,Juventude,juventude,Corinthians,corinthians,6,1,7,5,Vitoria Mandante,Juventude, Alfredo Jaconi,RS,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
393,2003,33,2003-09-28,16:00,Ponte Preta,ponte_preta,Vasco,vasco,2,2,4,0,Empate,-, Moisés Lucarelli,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
394,2003,33,2003-09-28,16:00,Sao Caetano,sao_caetano,Parana,parana,2,0,2,2,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
395,2003,33,2003-09-28,18:00,Fluminense,fluminense,Atletico-MG,atletico_mg,0,1,1,-1,Vitoria Visitante,Atletico-MG,  Giulite Coutinho,RJ,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
396,2003,33,2003-09-28,18:00,Coritiba,coritiba,Paysandu,paysandu,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,PA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
397,2003,34,2003-10-04,16:00,Athletico-PR,athletico_pr,Fluminense,fluminense,0,0,0,0,Empate,-, Arena da Baixada,PR,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
398,2003,34,2003-10-04,16:00,Paysandu,paysandu,Internacional,internacional,0,0,0,0,Empate,-, Mangueirão,PA,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
399,2003,34,2003-10-04,16:00,Sao Caetano,sao_caetano,Ponte Preta,ponte_preta,1,0,1,1,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
400,2003,34,2003-10-04,18:00,Gremio,gremio,Figueirense,figueirense,3,1,4,2,Vitoria Mandante,Gremio, Olímpico,RS,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
401,2003,34,2003-10-04,18:00,Sao Paulo,sao_paulo,Santos,santos,1,2,3,-1,Vitoria Visitante,Santos, Morumbi,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
402,2003,34,2003-10-05,16:00,Vitoria,vitoria,Corinthians,corinthians,1,2,3,-1,Vitoria Visitante,Corinthians, Barradão,BA,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
403,2003,34,2003-10-05,16:00,Goias,goias,Bahia,bahia,3,1,4,2,Vitoria Mandante,Goias, Serra Dourada,GO,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
404,2003,34,2003-10-05,16:00,Atletico-MG,atletico_mg,Vasco,vasco,2,1,3,1,Vitoria Mandante,Atletico-MG,  Independência,MG,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
405,2003,34,2003-10-05,16:00,Juventude,juventude,Fortaleza,fortaleza,2,2,4,0,Empate,-, Alfredo Jaconi,RS,CE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
406,2003,34,2003-10-05,16:00,Guarani,guarani,Coritiba,coritiba,2,1,3,1,Vitoria Mandante,Guarani, Brinco de Ouro,SP,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
407,2003,34,2003-10-05,18:00,Flamengo,flamengo,Parana,parana,0,3,3,-3,Vitoria Visitante,Parana, Maracanã,RJ,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
408,2003,34,2003-10-05,18:00,Criciuma,criciuma,Cruzeiro,cruzeiro,1,3,4,-2,Vitoria Visitante,Cruzeiro, Heriberto Hulse,SC,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
409,2003,35,2003-10-08,19:00,Vasco,vasco,Juventude,juventude,1,1,2,0,Empate,-, Maracanã,RJ,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
410,2003,35,2003-10-08,20:30,Fortaleza,fortaleza,Gremio,gremio,2,2,4,0,Empate,-, Castelão,CE,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
411,2003,35,2003-10-08,20:30,Corinthians,corinthians,Sao Caetano,sao_caetano,0,3,3,-3,Vitoria Visitante,Sao Caetano, Pacaembu,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
412,2003,35,2003-10-08,20:30,Coritiba,coritiba,Goias,goias,1,0,1,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,GO,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
413,2003,35,2003-10-08,20:30,Ponte Preta,ponte_preta,Athletico-PR,athletico_pr,2,2,4,0,Empate,-, Moisés Lucarelli,SP,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
414,2003,35,2003-10-08,21:40,Santos,santos,Guarani,guarani,1,1,2,0,Empate,-, Vila Belmiro,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
415,2003,35,2003-10-08,21:40,Bahia,bahia,Sao Paulo,sao_paulo,3,0,3,3,Vitoria Mandante,Bahia, Fonte Nova,BA,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
416,2003,35,2003-10-08,21:40,Cruzeiro,cruzeiro,Flamengo,flamengo,2,0,2,2,Vitoria Mandante,Cruzeiro, Mineirão,MG,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
417,2003,35,2003-10-09,20:30,Parana,parana,Paysandu,paysandu,4,2,6,2,Vitoria Mandante,Parana, Couto Pereira,PR,PA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
418,2003,35,2003-10-09,20:30,Internacional,internacional,Criciuma,criciuma,2,0,2,2,Vitoria Mandante,Internacional, Beira Rio,RS,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
419,2003,35,2003-10-09,20:30,Fluminense,fluminense,Vitoria,vitoria,2,0,2,2,Vitoria Mandante,Fluminense, Maracanã,RJ,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
420,2003,35,2003-10-09,20:30,Figueirense,figueirense,Atletico-MG,atletico_mg,0,1,1,-1,Vitoria Visitante,Atletico-MG, Orlando Scarpelli,SC,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
421,2003,36,2003-10-11,16:00,Athletico-PR,athletico_pr,Coritiba,coritiba,2,0,2,2,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
422,2003,36,2003-10-11,16:00,Guarani,guarani,Ponte Preta,ponte_preta,1,3,4,-2,Vitoria Visitante,Ponte Preta, Brinco de Ouro,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
423,2003,36,2003-10-11,16:00,Sao Caetano,sao_caetano,Santos,santos,2,2,4,0,Empate,-, Anacleto Campanella,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
424,2003,36,2003-10-12,16:00,Atletico-MG,atletico_mg,Cruzeiro,cruzeiro,0,1,1,-1,Vitoria Visitante,Cruzeiro, Mineirão,MG,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
425,2003,36,2003-10-12,16:00,Figueirense,figueirense,Criciuma,criciuma,4,2,6,2,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
426,2003,36,2003-10-12,16:00,Sao Paulo,sao_paulo,Corinthians,corinthians,3,0,3,3,Vitoria Mandante,Sao Paulo, Morumbi,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
427,2003,36,2003-10-12,16:00,Vitoria,vitoria,Bahia,bahia,2,1,3,1,Vitoria Mandante,Vitoria, Barradão,BA,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
428,2003,36,2003-10-12,16:00,Goias,goias,Fluminense,fluminense,6,1,7,5,Vitoria Mandante,Goias, Serra Dourada,GO,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
429,2003,36,2003-10-12,16:00,Juventude,juventude,Parana,parana,1,1,2,0,Empate,-, Alfredo Jaconi,RS,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
430,2003,36,2003-10-12,18:00,Flamengo,flamengo,Vasco,vasco,2,1,3,1,Vitoria Mandante,Flamengo, Maracanã,RJ,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
431,2003,36,2003-10-12,18:00,Internacional,internacional,Gremio,gremio,0,1,1,-1,Vitoria Visitante,Gremio, Beira Rio,RS,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
432,2003,36,2003-10-15,16:00,Paysandu,paysandu,Fortaleza,fortaleza,3,0,3,3,Vitoria Mandante,Paysandu, Mangueirão,PA,CE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
433,2003,37,2003-10-18,16:00,Goias,goias,Sao Paulo,sao_paulo,3,1,4,2,Vitoria Mandante,Goias, Serra Dourada,GO,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
434,2003,37,2003-10-18,16:00,Guarani,guarani,Fluminense,fluminense,2,0,2,2,Vitoria Mandante,Guarani, Brinco de Ouro,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
435,2003,37,2003-10-18,18:00,Flamengo,flamengo,Paysandu,paysandu,2,0,2,2,Vitoria Mandante,Flamengo, Maracanã,RJ,PA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
436,2003,37,2003-10-18,18:00,Gremio,gremio,Atletico-MG,atletico_mg,2,2,4,0,Empate,-, Olímpico,RS,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
437,2003,37,2003-10-18,19:00,Coritiba,coritiba,Bahia,bahia,3,2,5,1,Vitoria Mandante,Coritiba, Couto Pereira,PR,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
438,2003,37,2003-10-19,16:00,Parana,parana,Internacional,internacional,4,0,4,4,Vitoria Mandante,Parana, Couto Pereira,PR,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
439,2003,37,2003-10-19,16:00,Santos,santos,Athletico-PR,athletico_pr,3,2,5,1,Vitoria Mandante,Santos, Vila Belmiro,SP,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
440,2003,37,2003-10-19,16:00,Criciuma,criciuma,Vasco,vasco,2,1,3,1,Vitoria Mandante,Criciuma, Heriberto Hulse,SC,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
441,2003,37,2003-10-19,17:00,Fortaleza,fortaleza,Figueirense,figueirense,1,1,2,0,Empate,-, Presidente Vargas,CE,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
442,2003,37,2003-10-19,17:00,Vitoria,vitoria,Sao Caetano,sao_caetano,0,0,0,0,Empate,-, Barradão,BA,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
443,2003,37,2003-10-19,18:00,Corinthians,corinthians,Ponte Preta,ponte_preta,3,0,3,3,Vitoria Mandante,Corinthians, Pacaembu,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
444,2003,37,2003-10-19,18:00,Cruzeiro,cruzeiro,Juventude,juventude,1,2,3,-1,Vitoria Visitante,Juventude, Mineirão,MG,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
445,2003,38,2003-10-22,20:30,Ponte Preta,ponte_preta,Goias,goias,0,2,2,-2,Vitoria Visitante,Goias, Moisés Lucarelli,SP,GO,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
446,2003,38,2003-10-22,20:30,Sao Caetano,sao_caetano,Coritiba,coritiba,2,0,2,2,Vitoria Mandante,Sao Caetano, Anacleto Campanella,SP,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
447,2003,38,2003-10-22,20:30,Athletico-PR,athletico_pr,Vitoria,vitoria,1,2,3,-1,Vitoria Visitante,Vitoria,  Estádio do Café,PR,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
448,2003,38,2003-10-22,20:30,Figueirense,figueirense,Flamengo,flamengo,0,0,0,0,Empate,-, Orlando Scarpelli,SC,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
449,2003,38,2003-10-22,21:40,Fluminense,fluminense,Corinthians,corinthians,1,0,1,1,Vitoria Mandante,Fluminense, Maracanã,RJ,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
450,2003,38,2003-10-22,21:40,Internacional,internacional,Cruzeiro,cruzeiro,1,0,1,1,Vitoria Mandante,Internacional, Beira Rio,RS,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
451,2003,38,2003-10-22,21:40,Bahia,bahia,Santos,santos,4,7,11,-3,Vitoria Visitante,Santos, Fonte Nova,BA,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
453,2003,38,2003-10-23,20:30,Sao Paulo,sao_paulo,Guarani,guarani,3,3,6,0,Empate,-, Morumbi,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
454,2003,38,2003-10-23,20:30,Atletico-MG,atletico_mg,Parana,parana,2,2,4,0,Empate,-, Mineirão,MG,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
455,2003,38,2003-10-23,20:30,Juventude,juventude,Gremio,gremio,1,2,3,-1,Vitoria Visitante,Gremio, Alfredo Jaconi,RS,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
456,2003,38,2003-10-23,20:30,Vasco,vasco,Fortaleza,fortaleza,1,1,2,0,Empate,-,  Vivaldo Lima,RJ,CE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
452,2003,38,2003-10-23,21:30,Paysandu,paysandu,Criciuma,criciuma,4,0,4,4,Vitoria Mandante,Paysandu, Mangueirão,PA,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
457,2003,39,2003-10-25,16:00,Coritiba,coritiba,Santos,santos,0,4,4,-4,Vitoria Visitante,Santos, Couto Pereira,PR,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
