partida_id,temporada,rodada,data,horario,clube_mandante,clube_mandante_slug,clube_visitante,clube_visitante_slug,gols_mandante,gols_visitante,total_gols,saldo_mandante,resultado,vencedor,arena,mandante_uf,visitante_uf,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,tem_bet_mandante,tipo_bet_mandante,marca_bet_mandante,exposure_clube_mandante,exposure_total_mandante,categoria_exp_mandante,tem_bet_visitante,tipo_bet_visitante,marca_bet_visitante,exposure_clube_visitante,exposure_total_visitante,categoria_exp_visitante,exposure_clube_partida,exposure_total_partida,ambos_patrocinados_bet,algum_patrocinado_bet,categoria_exposicao_partida
3840,2011,38,2011-12-04,17:00,Botafogo-RJ,botafogo_rj,Fluminense,fluminense,1,1,2,0,Empate,-,  Raulino de Oliveira,RJ,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3841,2011,38,2011-12-04,17:00,Internacional,internacional,Gremio,gremio,1,0,1,1,Vitoria Mandante,Internacional, Beira Rio,RS,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3842,2011,38,2011-12-04,17:00,Cruzeiro,cruzeiro,Atletico-MG,atletico_mg,6,1,7,5,Vitoria Mandante,Cruzeiro,Arena do Jacaré,MG,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3843,2011,38,2011-12-04,17:00,Avai,avai,Figueirense,figueirense,1,1,2,0,Empate,-,  Ressacada,SC,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3844,2011,38,2011-12-04,17:00,Atletico-GO,atletico_go,America-MG,america_mg,5,1,6,4,Vitoria Mandante,Atletico-GO, Serra Dourada,GO,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3845,2011,38,2011-12-04,17:00,Bahia,bahia,Ceara,ceara,2,1,3,1,Vitoria Mandante,Bahia,Pituaçu,BA,CE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3846,2011,38,2011-12-04,17:00,Athletico-PR,athletico_pr,Coritiba,coritiba,1,0,1,1,Vitoria Mandante,Athletico-PR, Arena da Baixada,PR,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3847,2012,1,2012-05-19,18:30,Palmeiras,palmeiras,Portuguesa,portuguesa,1,1,2,0,Empate,-, Pacaembu,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3848,2012,1,2012-05-19,18:30,Sport,sport,Flamengo,flamengo,1,1,2,0,Empate,-,Ilha do Retiro,PE,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3849,2012,1,2012-05-19,21:00,Figueirense,figueirense,Nautico,nautico,2,1,3,1,Vitoria Mandante,Figueirense, Orlando Scarpelli,SC,PE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3850,2012,1,2012-05-20,16:00,Corinthians,corinthians,Fluminense,fluminense,0,1,1,-1,Vitoria Visitante,Fluminense, Pacaembu,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3851,2012,1,2012-05-20,16:00,Internacional,internacional,Coritiba,coritiba,2,0,2,2,Vitoria Mandante,Internacional, Beira Rio,RS,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3852,2012,1,2012-05-20,16:00,Botafogo-RJ,botafogo_rj,Sao Paulo,sao_paulo,4,2,6,2,Vitoria Mandante,Botafogo-RJ,Engenhão,RJ,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3853,2012,1,2012-05-20,16:00,Ponte Preta,ponte_preta,Atletico-MG,atletico_mg,0,1,1,-1,Vitoria Visitante,Atletico-MG, Moisés Lucarelli,SP,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3854,2012,1,2012-05-20,18:30,Cruzeiro,cruzeiro,Atletico-GO,atletico_go,0,0,0,0,Empate,-,Parque do Sabiá,MG,GO,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3855,2012,1,2012-05-20,18:30,Bahia,bahia,Santos,santos,0,0,0,0,Empate,-,Pituaçu,BA,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3856,2012,1,2012-05-20,18:30,Vasco,vasco,Gremio,gremio,2,1,3,1,Vitoria Mandante,Vasco, São Januário,RJ,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3857,2012,2,2012-05-26,18:30,Atletico-GO,atletico_go,Ponte Preta,ponte_preta,1,1,2,0,Empate,-, Serra Dourada,GO,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3858,2012,2,2012-05-26,18:30,Flamengo,flamengo,Internacional,internacional,3,3,6,0,Empate,-,Engenhão,RJ,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3859,2012,2,2012-05-26,18:30,Portuguesa,portuguesa,Vasco,vasco,0,1,1,-1,Vitoria Visitante,Vasco,Canindé,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3860,2012,2,2012-05-26,21:00,Nautico,nautico,Cruzeiro,cruzeiro,0,0,0,0,Empate,-,Aflitos,PE,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3861,2012,2,2012-05-27,16:00,Sao Paulo,sao_paulo,Bahia,bahia,1,0,1,1,Vitoria Mandante,Sao Paulo, Morumbi,SP,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3862,2012,2,2012-05-27,16:00,Atletico-MG,atletico_mg,Corinthians,corinthians,1,0,1,1,Vitoria Mandante,Atletico-MG,  Independência,MG,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3863,2012,2,2012-05-27,16:00,Coritiba,coritiba,Botafogo-RJ,botafogo_rj,2,3,5,-1,Vitoria Visitante,Botafogo-RJ, Couto Pereira,PR,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3864,2012,2,2012-05-27,16:00,Santos,santos,Sport,sport,0,0,0,0,Empate,-, Vila Belmiro,SP,PE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3865,2012,2,2012-05-27,18:30,Gremio,gremio,Palmeiras,palmeiras,1,0,1,1,Vitoria Mandante,Gremio, Olímpico,RS,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3866,2012,2,2012-05-27,18:30,Fluminense,fluminense,Figueirense,figueirense,2,2,4,0,Empate,-,Engenhão,RJ,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3867,2012,3,2012-06-06,19:30,Atletico-GO,atletico_go,Gremio,gremio,0,1,1,-1,Vitoria Visitante,Gremio, Serra Dourada,GO,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3868,2012,3,2012-06-06,19:30,Sport,sport,Palmeiras,palmeiras,2,1,3,1,Vitoria Mandante,Sport,Ilha do Retiro,PE,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3869,2012,3,2012-06-06,20:30,Vasco,vasco,Nautico,nautico,4,2,6,2,Vitoria Mandante,Vasco, São Januário,RJ,PE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3870,2012,3,2012-06-06,20:30,Atletico-MG,atletico_mg,Bahia,bahia,1,1,2,0,Empate,-,  Independência,MG,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3871,2012,3,2012-06-06,20:30,Coritiba,coritiba,Portuguesa,portuguesa,2,0,2,2,Vitoria Mandante,Coritiba, Couto Pereira,PR,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3872,2012,3,2012-06-06,21:50,Internacional,internacional,Sao Paulo,sao_paulo,1,0,1,1,Vitoria Mandante,Internacional, Beira Rio,RS,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3873,2012,3,2012-06-06,21:50,Ponte Preta,ponte_preta,Flamengo,flamengo,2,2,4,0,Empate,-, Moisés Lucarelli,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3874,2012,3,2012-06-06,21:50,Santos,santos,Fluminense,fluminense,1,1,2,0,Empate,-, Vila Belmiro,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3875,2012,3,2012-06-07,21:00,Corinthians,corinthians,Figueirense,figueirense,1,1,2,0,Empate,-, Pacaembu,SP,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3876,2012,3,2012-06-07,21:00,Botafogo-RJ,botafogo_rj,Cruzeiro,cruzeiro,2,3,5,-1,Vitoria Visitante,Cruzeiro,Engenhão,RJ,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3877,2012,4,2012-06-09,18:30,Flamengo,flamengo,Coritiba,coritiba,3,1,4,2,Vitoria Mandante,Flamengo,Engenhão,RJ,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3878,2012,4,2012-06-09,21:00,Palmeiras,palmeiras,Atletico-MG,atletico_mg,0,1,1,-1,Vitoria Visitante,Atletico-MG, Pacaembu,SP,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3879,2012,4,2012-06-10,16:00,Portuguesa,portuguesa,Atletico-GO,atletico_go,2,0,2,2,Vitoria Mandante,Portuguesa,Canindé,SP,GO,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3880,2012,4,2012-06-10,17:00,Gremio,gremio,Corinthians,corinthians,2,0,2,2,Vitoria Mandante,Gremio, Olímpico,RS,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3881,2012,4,2012-06-10,17:00,Fluminense,fluminense,Internacional,internacional,0,0,0,0,Empate,-,Engenhão,RJ,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3882,2012,4,2012-06-10,17:00,Bahia,bahia,Vasco,vasco,1,2,3,-1,Vitoria Visitante,Vasco,Pituaçu,BA,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3883,2012,4,2012-06-10,18:30,Sao Paulo,sao_paulo,Santos,santos,1,0,1,1,Vitoria Mandante,Sao Paulo, Morumbi,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3884,2012,4,2012-06-10,18:30,Nautico,nautico,Botafogo-RJ,botafogo_rj,3,2,5,1,Vitoria Mandante,Nautico,Aflitos,PE,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3885,2012,4,2012-06-10,18:30,Cruzeiro,cruzeiro,Sport,sport,1,0,1,1,Vitoria Mandante,Cruzeiro,Melão,MG,PE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3886,2012,4,2012-06-10,18:30,Figueirense,figueirense,Ponte Preta,ponte_preta,0,0,0,0,Empate,-, Orlando Scarpelli,SC,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3887,2012,5,2012-06-16,18:30,Internacional,internacional,Botafogo-RJ,botafogo_rj,1,2,3,-1,Vitoria Visitante,Botafogo-RJ, Beira Rio,RS,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3888,2012,5,2012-06-16,18:30,Cruzeiro,cruzeiro,Figueirense,figueirense,1,0,1,1,Vitoria Mandante,Cruzeiro,  Independência,MG,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3889,2012,5,2012-06-16,21:00,Fluminense,fluminense,Portuguesa,portuguesa,4,1,5,3,Vitoria Mandante,Fluminense,Engenhão,RJ,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3890,2012,5,2012-06-17,16:00,Sao Paulo,sao_paulo,Atletico-MG,atletico_mg,1,0,1,1,Vitoria Mandante,Sao Paulo, Morumbi,SP,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3891,2012,5,2012-06-17,16:00,Bahia,bahia,Sport,sport,2,1,3,1,Vitoria Mandante,Bahia,Pituaçu,BA,PE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3892,2012,5,2012-06-17,16:00,Flamengo,flamengo,Santos,santos,1,0,1,1,Vitoria Mandante,Flamengo,Engenhão,RJ,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3893,2012,5,2012-06-17,16:00,Palmeiras,palmeiras,Vasco,vasco,1,1,2,0,Empate,-,Arena Barueri,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3894,2012,5,2012-06-17,18:30,Nautico,nautico,Gremio,gremio,1,0,1,1,Vitoria Mandante,Nautico,Aflitos,PE,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3895,2012,5,2012-06-17,18:30,Coritiba,coritiba,Atletico-GO,atletico_go,3,0,3,3,Vitoria Mandante,Coritiba, Couto Pereira,PR,GO,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3896,2012,5,2012-06-17,18:30,Ponte Preta,ponte_preta,Corinthians,corinthians,1,0,1,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3897,2012,6,2012-06-23,18:30,Portuguesa,portuguesa,Sao Paulo,sao_paulo,1,0,1,1,Vitoria Mandante,Portuguesa,Canindé,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3898,2012,6,2012-06-23,18:30,Vasco,vasco,Cruzeiro,cruzeiro,1,3,4,-2,Vitoria Visitante,Cruzeiro, São Januário,RJ,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3899,2012,6,2012-06-23,21:00,Atletico-MG,atletico_mg,Nautico,nautico,5,1,6,4,Vitoria Mandante,Atletico-MG,  Independência,MG,PE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3900,2012,6,2012-06-24,16:00,Corinthians,corinthians,Palmeiras,palmeiras,2,1,3,1,Vitoria Mandante,Corinthians, Pacaembu,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3901,2012,6,2012-06-24,16:00,Gremio,gremio,Flamengo,flamengo,2,0,2,2,Vitoria Mandante,Gremio, Olímpico,RS,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3902,2012,6,2012-06-24,16:00,Figueirense,figueirense,Bahia,bahia,1,1,2,0,Empate,-, Orlando Scarpelli,SC,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3903,2012,6,2012-06-24,18:30,Botafogo-RJ,botafogo_rj,Ponte Preta,ponte_preta,1,2,3,-1,Vitoria Visitante,Ponte Preta,Engenhão,RJ,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3904,2012,6,2012-06-24,18:30,Santos,santos,Coritiba,coritiba,2,2,4,0,Empate,-, Vila Belmiro,SP,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3905,2012,6,2012-06-24,18:30,Atletico-GO,atletico_go,Fluminense,fluminense,1,4,5,-3,Vitoria Visitante,Fluminense, Serra Dourada,GO,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3906,2012,6,2012-06-24,18:30,Sport,sport,Internacional,internacional,0,2,2,-2,Vitoria Visitante,Internacional,Ilha do Retiro,PE,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3907,2012,7,2012-06-30,16:20,Nautico,nautico,Fluminense,fluminense,0,2,2,-2,Vitoria Visitante,Fluminense,Aflitos,PE,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3908,2012,7,2012-06-30,16:20,Cruzeiro,cruzeiro,Sao Paulo,sao_paulo,2,3,5,-1,Vitoria Visitante,Sao Paulo,  Independência,MG,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3909,2012,7,2012-06-30,18:30,Vasco,vasco,Ponte Preta,ponte_preta,3,2,5,1,Vitoria Mandante,Vasco, São Januário,RJ,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3910,2012,7,2012-07-01,16:00,Coritiba,coritiba,Sport,sport,2,3,5,-1,Vitoria Visitante,Sport, Couto Pereira,PR,PE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3911,2012,7,2012-07-01,16:00,Bahia,bahia,Internacional,internacional,1,1,2,0,Empate,-,Pituaçu,BA,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3912,2012,7,2012-07-01,16:00,Portuguesa,portuguesa,Santos,santos,0,0,0,0,Empate,-,Canindé,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3913,2012,7,2012-07-01,18:30,Gremio,gremio,Atletico-MG,atletico_mg,0,1,1,-1,Vitoria Visitante,Atletico-MG, Olímpico,RS,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3914,2012,7,2012-07-01,18:30,Flamengo,flamengo,Atletico-GO,atletico_go,3,2,5,1,Vitoria Mandante,Flamengo,Engenhão,RJ,GO,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3915,2012,7,2012-07-01,18:30,Palmeiras,palmeiras,Figueirense,figueirense,3,1,4,2,Vitoria Mandante,Palmeiras,Arena Barueri,SP,SC,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3917,2012,8,2012-07-07,18:30,Botafogo-RJ,botafogo_rj,Bahia,bahia,3,0,3,3,Vitoria Mandante,Botafogo-RJ,Engenhão,RJ,BA,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3918,2012,8,2012-07-07,18:30,Internacional,internacional,Cruzeiro,cruzeiro,2,1,3,1,Vitoria Mandante,Internacional, Beira Rio,RS,MG,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3919,2012,8,2012-07-07,21:00,Atletico-GO,atletico_go,Nautico,nautico,0,1,1,-1,Vitoria Visitante,Nautico, Serra Dourada,GO,PE,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3920,2012,8,2012-07-08,16:00,Sao Paulo,sao_paulo,Coritiba,coritiba,3,1,4,2,Vitoria Mandante,Sao Paulo, Morumbi,SP,PR,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3921,2012,8,2012-07-08,16:00,Figueirense,figueirense,Vasco,vasco,1,1,2,0,Empate,-, Orlando Scarpelli,SC,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3922,2012,8,2012-07-08,16:00,Fluminense,fluminense,Flamengo,flamengo,1,0,1,1,Vitoria Mandante,Fluminense,Engenhão,RJ,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3923,2012,8,2012-07-08,16:00,Santos,santos,Gremio,gremio,4,2,6,2,Vitoria Mandante,Santos, Vila Belmiro,SP,RS,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3924,2012,8,2012-07-08,18:30,Ponte Preta,ponte_preta,Palmeiras,palmeiras,1,0,1,1,Vitoria Mandante,Ponte Preta, Moisés Lucarelli,SP,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3925,2012,8,2012-07-08,18:30,Atletico-MG,atletico_mg,Portuguesa,portuguesa,2,0,2,2,Vitoria Mandante,Atletico-MG,  Independência,MG,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3926,2012,8,2012-07-08,18:30,Sport,sport,Corinthians,corinthians,1,1,2,0,Empate,-,Ilha do Retiro,PE,SP,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
3916,2012,7,2012-07-11,19:30,Corinthians,corinthians,Botafogo-RJ,botafogo_rj,1,3,4,-2,Vitoria Visitante,Botafogo-RJ, Pacaembu,SP,RJ,,,,,False,nenhum,Nenhum,0.0,0.0,Nenhuma,False,nenhum,Nenhum,0.0,0.0,Nenhuma,0.0,0.0,False,False,Nenhuma
