partida_id,temporada,rodada,clube,clube_slug,cartao,atleta,atleta_slug,num_camisa,posicao,minuto_continuo,minuto_nominal,acrescimo,periodo
4607,2014,1,Figueirense,figueirense,Amarelo,Paulo Roberto da Silva,paulo_roberto_da_silva,28,Nao Informada,66,66,0,2T
4607,2014,1,Figueirense,figueirense,Amarelo,Thiago Heleno,thiago_heleno,4,Zagueiro,44,44,0,1T
4608,2014,1,Internacional,internacional,Amarelo,Andrés D'Alessandro,andres_d_alessandro,10,Meio-campo,72,72,0,2T
4608,2014,1,Vitoria,vitoria,Amarelo,Marcelo Machado dos Santos,marcelo_machado_dos_santos,29,Nao Informada,86,86,0,2T
4608,2014,1,Vitoria,vitoria,Amarelo,Mansur,mansur,,Zagueiro,10,10,0,1T
4608,2014,1,Internacional,internacional,Amarelo,Juan Silveira dos Santos,juan_silveira_dos_santos,4,Zagueiro,20,20,0,1T
4608,2014,1,Vitoria,vitoria,Amarelo,Vinícius Santos Silva,vinicius_santos_silva,,Nao Informada,82,82,0,2T
4609,2014,1,Coritiba,coritiba,Amarelo,Carlos Emiliano Pereira,carlos_emiliano_pereira,30,Zagueiro,76,76,0,2T
4612,2014,1,Bahia,bahia,Amarelo,Cristian Chagas Tarouco,cristian_chagas_tarouco,3,Zagueiro,78,78,0,2T
4612,2014,1,Bahia,bahia,Amarelo,Rhayner,rhayner,,Atacante,41,41,0,1T
4612,2014,1,Cruzeiro,cruzeiro,Amarelo,Willian Farias,willian_farias,15,Nao Informada,91,90,1,2T
4612,2014,1,Cruzeiro,cruzeiro,Amarelo,Willian Gomes de Siqueira,willian_gomes_de_siqueira,9,Atacante,46,45,1,1T
4612,2014,1,Bahia,bahia,Amarelo,Pará,para,40,Zagueiro,60,60,0,2T
4612,2014,1,Bahia,bahia,Amarelo,Fahel,fahel,7,Meio-campo,39,39,0,1T
4612,2014,1,Cruzeiro,cruzeiro,Amarelo,Paulo César Tinga,paulo_cesar_tinga,7,Meio-campo,48,48,0,2T
4612,2014,1,Cruzeiro,cruzeiro,Amarelo,Nílton Ferreira Júnior,nilton_ferreira_junior,19,Meio-campo,22,22,0,1T
4611,2014,1,Botafogo-RJ,botafogo_rj,Amarelo,Marcelo Mattos,marcelo_mattos,5,Meio-campo,67,67,0,2T
4611,2014,1,Sao Paulo,sao_paulo,Amarelo,Álvaro Pereira,alvaro_pereira,6,Zagueiro,31,31,0,1T
4611,2014,1,Botafogo-RJ,botafogo_rj,Amarelo,Juan Carlos Ferreyra,juan_carlos_ferreyra,9,Atacante,30,30,0,1T
4610,2014,1,Athletico-PR,athletico_pr,Amarelo,Paulinho Dias,paulinho_dias,17,Meio-campo,38,38,0,1T
4610,2014,1,Gremio,gremio,Amarelo,Ramiro Moschen Benetti,ramiro_moschen_benetti,17,Meio-campo,62,62,0,2T
4610,2014,1,Gremio,gremio,Amarelo,Edinho,edinho,15,Meio-campo,72,72,0,2T
4614,2014,1,Flamengo,flamengo,Amarelo,Wallace Reis da Silva,wallace_reis_da_silva,14,Zagueiro,47,47,0,2T
4614,2014,1,Flamengo,flamengo,Amarelo,Léo Moura,leo_moura,2,Zagueiro,31,31,0,1T
4614,2014,1,Goias,goias,Amarelo,Thiago Henrique Mendes Ribeiro,thiago_henrique_mendes_ribeiro,23,Meio-campo,72,72,0,2T
4614,2014,1,Flamengo,flamengo,Amarelo,Lucas Mugni,lucas_mugni,,Meio-campo,37,37,0,1T
4614,2014,1,Flamengo,flamengo,Amarelo,Maurício Azevedo Alves,mauricio_azevedo_alves,40,Meio-campo,24,24,0,1T
4614,2014,1,Goias,goias,Amarelo,Tiago Real,tiago_real,,Nao Informada,69,69,0,2T
4615,2014,1,Santos,santos,Amarelo,Jubal Rocha Mendes Júnior,jubal_rocha_mendes_junior,36,Nao Informada,91,90,1,2T
4615,2014,1,Sport,sport,Amarelo,Luiz Antonio Linhares Garcia,luiz_antonio_linhares_garcia,13,Zagueiro,55,55,0,2T
4615,2014,1,Sport,sport,Amarelo,Neto Baiano,neto_baiano,9,Atacante,75,75,0,2T
4615,2014,1,Sport,sport,Amarelo,Rodrigo Mancha,rodrigo_mancha,5,Meio-campo,43,43,0,1T
4616,2014,1,Palmeiras,palmeiras,Amarelo,Josimar,josimar,15,Meio-campo,91,90,1,2T
4616,2014,1,Palmeiras,palmeiras,Amarelo,Marcelo Oliveira Ferreira,marcelo_oliveira_ferreira,26,Meio-campo,26,26,0,1T
4616,2014,1,Criciuma,criciuma,Amarelo,Silvinho,silvinho,,Atacante,72,72,0,2T
4616,2014,1,Criciuma,criciuma,Amarelo,João Vitor Lima Gomes,joao_vitor_lima_gomes,,Meio-campo,29,29,0,1T
4616,2014,1,Palmeiras,palmeiras,Amarelo,Fernando Prass,fernando_prass,1,Goleiro,72,72,0,2T
4616,2014,1,Palmeiras,palmeiras,Amarelo,Jorge Valdivia,jorge_valdivia,10,Meio-campo,22,22,0,1T
4616,2014,1,Criciuma,criciuma,Amarelo,Sergio Escudero,sergio_escudero,,Zagueiro,56,56,0,2T
4616,2014,1,Palmeiras,palmeiras,Amarelo,Alan Kardec,alan_kardec,14,Atacante,92,90,2,2T
4617,2014,2,Coritiba,coritiba,Amarelo,José Gildeixon Clemente de Paiva,jose_gildeixon_clemente_de_paiva,8,Meio-campo,56,56,0,2T
4617,2014,2,Coritiba,coritiba,Amarelo,Luccas Claro,luccas_claro,3,Zagueiro,47,47,0,2T
4617,2014,2,Santos,santos,Amarelo,Alan Santos da Silva,alan_santos_da_silva,,Meio-campo,81,81,0,2T
4617,2014,2,Santos,santos,Amarelo,Neuciano Gusmão,neuciano_gusmao,4,Zagueiro,17,17,0,1T
4617,2014,2,Coritiba,coritiba,Amarelo,Zé Love,ze_love,7,Atacante,52,52,0,2T
4617,2014,2,Santos,santos,Amarelo,Stéfano Yuri,stefano_yuri,,Nao Informada,89,89,0,2T
4617,2014,2,Santos,santos,Amarelo,Alison Lopes Ferreira,alison_lopes_ferreira,5,Meio-campo,79,79,0,2T
4618,2014,2,Fluminense,fluminense,Amarelo,Wagner Ferreira dos Santos,wagner_ferreira_dos_santos,10,Meio-campo,73,73,0,2T
4618,2014,2,Palmeiras,palmeiras,Amarelo,Jorge Valdivia,jorge_valdivia,10,Meio-campo,86,86,0,2T
4618,2014,2,Fluminense,fluminense,Amarelo,Darío Conca,dario_conca,11,Meio-campo,64,64,0,2T
4620,2014,2,Vitoria,vitoria,Amarelo,Dão,dao,,Zagueiro,73,73,0,2T
4620,2014,2,Athletico-PR,athletico_pr,Amarelo,Dráusio Luis Salla Gil,drausio_luis_salla_gil,55,Zagueiro,10,10,0,1T
4622,2014,2,Cruzeiro,cruzeiro,Amarelo,Henrique Pacheco Lima,henrique_pacheco_lima,8,Meio-campo,70,70,0,2T
4622,2014,2,Cruzeiro,cruzeiro,Amarelo,Miguel Samudio,miguel_samudio,21,Zagueiro,91,90,1,2T
4622,2014,2,Sao Paulo,sao_paulo,Amarelo,Álvaro Pereira,alvaro_pereira,6,Zagueiro,23,23,0,1T
4619,2014,2,Botafogo-RJ,botafogo_rj,Amarelo,Edílson Mendes Guimarães,edilson_mendes_guimaraes,33,Nao Informada,82,82,0,2T
4619,2014,2,Internacional,internacional,Amarelo,Otávio,otavio,33,Nao Informada,93,90,3,2T
4619,2014,2,Internacional,internacional,Amarelo,Gladestony,gladestony,,Nao Informada,66,66,0,2T
4619,2014,2,Botafogo-RJ,botafogo_rj,Vermelho,Lucas Rios Marques,lucas_rios_marques,2,Zagueiro,93,90,3,2T
4619,2014,2,Botafogo-RJ,botafogo_rj,Amarelo,Airton Ribeiro Santos,airton_ribeiro_santos,,Meio-campo,52,52,0,2T
4619,2014,2,Internacional,internacional,Amarelo,Charles Aránguiz,charles_aranguiz,20,Meio-campo,82,82,0,2T
4619,2014,2,Internacional,internacional,Amarelo,Willians Domingos Fernandes,willians_domingos_fernandes,8,Meio-campo,16,16,0,1T
4621,2014,2,Flamengo,flamengo,Vermelho,Léo Moura,leo_moura,2,Zagueiro,42,42,0,1T
4621,2014,2,Corinthians,corinthians,Amarelo,Ralf de Souza Teles,ralf_de_souza_teles,5,Meio-campo,26,26,0,1T
4621,2014,2,Flamengo,flamengo,Amarelo,Víctor Cáceres,victor_caceres,5,Meio-campo,37,37,0,1T
4621,2014,2,Corinthians,corinthians,Amarelo,Paolo Guerrero,paolo_guerrero,9,Atacante,7,7,0,1T
4626,2014,2,Sport,sport,Amarelo,Danilo Barcelos,danilo_barcelos,14,Nao Informada,69,69,0,2T
4626,2014,2,Chapecoense,chapecoense,Amarelo,Rafael Lima,rafael_lima,3,Zagueiro,53,53,0,2T
4623,2014,2,Figueirense,figueirense,Amarelo,Marcos Assunção,marcos_assuncao,,Meio-campo,73,73,0,2T
4623,2014,2,Figueirense,figueirense,Amarelo,Paulo Roberto da Silva,paulo_roberto_da_silva,28,Meio-campo,35,35,0,1T
4623,2014,2,Bahia,bahia,Amarelo,Demerson Bruno Costa,demerson_bruno_costa,29,Zagueiro,32,32,0,1T
4623,2014,2,Figueirense,figueirense,Amarelo,Thiago Heleno,thiago_heleno,4,Zagueiro,70,70,0,2T
4623,2014,2,Bahia,bahia,Amarelo,Fahel,fahel,7,Meio-campo,66,66,0,2T
4624,2014,2,Gremio,gremio,Amarelo,Rodrigo Eduardo Costa Marinho,rodrigo_eduardo_costa_marinho,27,Meio-campo,45,45,0,1T
4624,2014,2,Atletico-MG,atletico_mg,Amarelo,André Felipe Ribeiro de Souza,andre_felipe_ribeiro_de_souza,,Nao Informada,90,90,0,2T
4624,2014,2,Atletico-MG,atletico_mg,Amarelo,Nicolás Otamendi,nicolas_otamendi,20,Zagueiro,41,41,0,1T
4624,2014,2,Gremio,gremio,Vermelho,Bressan,bressan,22,Zagueiro,87,87,0,2T
4624,2014,2,Gremio,gremio,Amarelo,Bressan,bressan,22,Zagueiro,54,54,0,2T
4624,2014,2,Gremio,gremio,Amarelo,Alan Ruiz,alan_ruiz,11,Meio-campo,34,34,0,1T
4624,2014,2,Atletico-MG,atletico_mg,Amarelo,Leonardo Silva,leonardo_silva,3,Zagueiro,51,51,0,2T
4625,2014,2,Criciuma,criciuma,Amarelo,Bruno Lopes,bruno_lopes,,Atacante,18,18,0,1T
4628,2014,3,Athletico-PR,athletico_pr,Vermelho,Dráusio Luis Salla Gil,drausio_luis_salla_gil,55,Zagueiro,47,47,0,2T
4628,2014,3,Athletico-PR,athletico_pr,Amarelo,Natanael Batista Pimenta,natanael_batista_pimenta,6,Zagueiro,74,74,0,2T
4628,2014,3,Athletico-PR,athletico_pr,Amarelo,Cleberson Martins de Souza,cleberson_martins_de_souza,4,Zagueiro,27,27,0,1T
4628,2014,3,Cruzeiro,cruzeiro,Amarelo,Wallace Fortuna dos Santos,wallace_fortuna_dos_santos,18,Zagueiro,77,77,0,2T
4628,2014,3,Athletico-PR,athletico_pr,Amarelo,Weverton Pereira da Silva,weverton_pereira_da_silva,12,Goleiro,60,60,0,2T
4628,2014,3,Cruzeiro,cruzeiro,Amarelo,Elierce Barbosa de Souza,elierce_barbosa_de_souza,78,Meio-campo,92,90,2,2T
4628,2014,3,Cruzeiro,cruzeiro,Amarelo,Luan Michel Louzã,luan_michel_louza,88,Atacante,71,71,0,2T
4627,2014,3,Santos,santos,Amarelo,Alan Santos da Silva,alan_santos_da_silva,,Meio-campo,26,26,0,1T
4627,2014,3,Gremio,gremio,Amarelo,Edinho,edinho,15,Meio-campo,29,29,0,1T
4629,2014,3,Sao Paulo,sao_paulo,Amarelo,Luís Fabiano,luis_fabiano,9,Atacante,76,76,0,2T
4629,2014,3,Sao Paulo,sao_paulo,Amarelo,Alexandre Pato,alexandre_pato,,Atacante,23,23,0,1T
4629,2014,3,Coritiba,coritiba,Amarelo,Luccas Claro,luccas_claro,3,Zagueiro,52,52,0,2T
4629,2014,3,Sao Paulo,sao_paulo,Amarelo,Antônio Carlos dos Santos Aguiar,antonio_carlos_dos_santos_aguiar,4,Zagueiro,53,53,0,2T
4629,2014,3,Coritiba,coritiba,Amarelo,Leandro Almeida,leandro_almeida,44,Zagueiro,58,58,0,2T
4629,2014,3,Coritiba,coritiba,Amarelo,Zé Love,ze_love,7,Atacante,36,36,0,1T
4630,2014,3,Fluminense,fluminense,Amarelo,Fred,fred,9,Atacante,90,90,0,2T
4630,2014,3,Vitoria,vitoria,Amarelo,Souza,souza,,Atacante,61,61,0,2T
4631,2014,3,Criciuma,criciuma,Amarelo,Rodrigo Silva,rodrigo_silva,,Nao Informada,85,85,0,2T
4631,2014,3,Figueirense,figueirense,Amarelo,Rivaldo Barbosa de Souza,rivaldo_barbosa_de_souza,7,Zagueiro,72,72,0,2T
4631,2014,3,Figueirense,figueirense,Amarelo,Tiago Luis Volpi,tiago_luis_volpi,,Goleiro,31,31,0,1T
4631,2014,3,Figueirense,figueirense,Vermelho,Nirley da Silva Fonseca,nirley_da_silva_fonseca,88,Zagueiro,30,30,0,1T
4631,2014,3,Figueirense,figueirense,Amarelo,Thiago Heleno,thiago_heleno,4,Zagueiro,82,82,0,2T
4631,2014,3,Figueirense,figueirense,Amarelo,Paulo Roberto da Silva,paulo_roberto_da_silva,28,Meio-campo,47,47,0,2T
4631,2014,3,Figueirense,figueirense,Amarelo,Nirley da Silva Fonseca,nirley_da_silva_fonseca,88,Zagueiro,25,25,0,1T
4634,2014,3,Flamengo,flamengo,Amarelo,André Santos,andre_santos,27,Zagueiro,77,77,0,2T
4634,2014,3,Palmeiras,palmeiras,Amarelo,William Mendieta,william_mendieta,,Nao Informada,92,90,2,2T
4634,2014,3,Palmeiras,palmeiras,Amarelo,Juninho,juninho,6,Zagueiro,57,57,0,2T
4634,2014,3,Flamengo,flamengo,Amarelo,Negueba,negueba,,Meio-campo,51,51,0,2T
4634,2014,3,Palmeiras,palmeiras,Amarelo,Henrique Dourado,henrique_dourado,27,Atacante,91,90,1,2T
4634,2014,3,Palmeiras,palmeiras,Amarelo,Josimar,josimar,15,Meio-campo,41,41,0,1T
4633,2014,3,Bahia,bahia,Amarelo,Lincoln Cássio de Souza Soares,lincoln_cassio_de_souza_soares,,Meio-campo,81,81,0,2T
4633,2014,3,Bahia,bahia,Amarelo,Uelliton da Silva Vieira,uelliton_da_silva_vieira,8,Meio-campo,8,8,0,1T
4633,2014,3,Botafogo-RJ,botafogo_rj,Amarelo,Matheus Dória Macedo,matheus_doria_macedo,21,Zagueiro,94,90,4,2T
4633,2014,3,Botafogo-RJ,botafogo_rj,Amarelo,Gabriel Girotto Franco,gabriel_girotto_franco,15,Meio-campo,45,45,0,1T
4633,2014,3,Bahia,bahia,Amarelo,Anderson Talisca,anderson_talisca,8,Atacante,12,12,0,1T
4633,2014,3,Bahia,bahia,Amarelo,Marcelo Lomba,marcelo_lomba,1,Goleiro,5,5,0,1T
4633,2014,3,Botafogo-RJ,botafogo_rj,Amarelo,Edílson Mendes Guimarães,edilson_mendes_guimaraes,33,Zagueiro,56,56,0,2T
4633,2014,3,Botafogo-RJ,botafogo_rj,Amarelo,Júnior César,junior_cesar,,Zagueiro,13,13,0,1T
4632,2014,3,Internacional,internacional,Amarelo,Charles Aránguiz,charles_aranguiz,20,Meio-campo,81,81,0,2T
4632,2014,3,Sport,sport,Amarelo,Ananias Elói Castro Monteiro,ananias_eloi_castro_monteiro,27,Atacante,48,48,0,2T
4632,2014,3,Internacional,internacional,Amarelo,Juan Silveira dos Santos,juan_silveira_dos_santos,4,Zagueiro,57,57,0,2T
4632,2014,3,Sport,sport,Amarelo,Luiz Antonio Linhares Garcia,luiz_antonio_linhares_garcia,13,Zagueiro,37,37,0,1T
4635,2014,3,Chapecoense,chapecoense,Amarelo,Rafael Lima,rafael_lima,3,Zagueiro,80,80,0,2T
4635,2014,3,Chapecoense,chapecoense,Amarelo,André Luiz Paulino de Souza Motta,andre_luiz_paulino_de_souza_motta,4,Zagueiro,19,19,0,1T
4635,2014,3,Corinthians,corinthians,Amarelo,Guilherme dos Santos Torres,guilherme_dos_santos_torres,19,Meio-campo,25,25,0,1T
4635,2014,3,Chapecoense,chapecoense,Amarelo,Neuton,neuton,13,Zagueiro,23,23,0,1T
4635,2014,3,Corinthians,corinthians,Amarelo,Fagner,fagner,23,Zagueiro,43,43,0,1T
4635,2014,3,Corinthians,corinthians,Amarelo,Romarinho,romarinho,31,Atacante,15,15,0,1T
4636,2014,3,Atletico-MG,atletico_mg,Amarelo,Victor,victor,1,Goleiro,92,90,2,2T
4636,2014,3,Goias,goias,Amarelo,Tiago Real,tiago_real,,Meio-campo,93,90,3,2T
4636,2014,3,Atletico-MG,atletico_mg,Amarelo,Claudinei Junio de Souza,claudinei_junio_de_souza,,Meio-campo,67,67,0,2T
4638,2014,4,Palmeiras,palmeiras,Amarelo,Jorge Valdivia,jorge_valdivia,10,Meio-campo,87,87,0,2T
4638,2014,4,Palmeiras,palmeiras,Amarelo,Wesley Lopes Beltrame,wesley_lopes_beltrame,11,Meio-campo,30,30,0,1T
4638,2014,4,Goias,goias,Amarelo,Jackson de Souza,jackson_de_souza,,Zagueiro,73,73,0,2T
4638,2014,4,Goias,goias,Amarelo,Alex Alves Cardoso,alex_alves_cardoso,15,Zagueiro,34,34,0,1T
4638,2014,4,Palmeiras,palmeiras,Amarelo,Henrique Dourado,henrique_dourado,27,Atacante,88,88,0,2T
4638,2014,4,Palmeiras,palmeiras,Amarelo,Fábio Szymonek,fabio_szymonek,47,Goleiro,47,45,2,1T
4638,2014,4,Palmeiras,palmeiras,Amarelo,Lucimar da Silva Ferreira,lucimar_da_silva_ferreira,3,Zagueiro,28,28,0,1T
4638,2014,4,Goias,goias,Amarelo,Edson Pereira Lisboa,edson_pereira_lisboa,36,Nao Informada,69,69,0,2T
4638,2014,4,Goias,goias,Amarelo,Willian José de Souza,willian_jose_de_souza,5,Meio-campo,15,15,0,1T
4637,2014,4,Internacional,internacional,Amarelo,Willians Domingos Fernandes,willians_domingos_fernandes,8,Meio-campo,57,57,0,2T
4637,2014,4,Athletico-PR,athletico_pr,Amarelo,Deivid Willian da Silva,deivid_willian_da_silva,5,Meio-campo,63,63,0,2T
4637,2014,4,Internacional,internacional,Amarelo,Charles Aránguiz,charles_aranguiz,20,Meio-campo,71,71,0,2T
4637,2014,4,Internacional,internacional,Amarelo,Alex Raphael Meschini,alex_raphael_meschini,12,Meio-campo,30,30,0,1T
4639,2014,4,Botafogo-RJ,botafogo_rj,Amarelo,Matheus Dória Macedo,matheus_doria_macedo,21,Zagueiro,68,68,0,2T
4639,2014,4,Criciuma,criciuma,Amarelo,Bruno Lopes,bruno_lopes,,Nao Informada,69,69,0,2T
4639,2014,4,Criciuma,criciuma,Amarelo,Fábio Ferreira,fabio_ferreira,,Zagueiro,36,36,0,1T
4639,2014,4,Criciuma,criciuma,Amarelo,Rodrigo Souza,rodrigo_souza,,Meio-campo,85,85,0,2T
4639,2014,4,Criciuma,criciuma,Amarelo,Carlos Eduardo Santos Oliveira,carlos_eduardo_santos_oliveira,,Zagueiro,47,47,0,2T
4639,2014,4,Criciuma,criciuma,Amarelo,Sérgio Antônio Borges Júnior,sergio_antonio_borges_junior,,Meio-campo,27,27,0,1T
4642,2014,4,Cruzeiro,cruzeiro,Vermelho,Marcelo Moreno,marcelo_moreno,18,Atacante,95,90,5,2T
4642,2014,4,Atletico-MG,atletico_mg,Amarelo,Alex da Silva,alex_da_silva,,Zagueiro,93,90,3,2T
4642,2014,4,Atletico-MG,atletico_mg,Amarelo,Leonardo Silva,leonardo_silva,3,Zagueiro,51,51,0,2T
4642,2014,4,Atletico-MG,atletico_mg,Amarelo,André Felipe Ribeiro de Souza,andre_felipe_ribeiro_de_souza,,Atacante,21,21,0,1T
4642,2014,4,Cruzeiro,cruzeiro,Amarelo,Jonathan Marlone,jonathan_marlone,23,Meio-campo,40,40,0,1T
4642,2014,4,Cruzeiro,cruzeiro,Vermelho,Luan Michel Louzã,luan_michel_louza,88,Atacante,75,75,0,2T
4642,2014,4,Atletico-MG,atletico_mg,Amarelo,Leandro Donizete,leandro_donizete,8,Meio-campo,51,51,0,2T
4642,2014,4,Atletico-MG,atletico_mg,Amarelo,Victor,victor,1,Goleiro,50,50,0,2T
4642,2014,4,Cruzeiro,cruzeiro,Amarelo,Leonardo Renan Simões de Lacerda,leonardo_renan_simoes_de_lacerda,3,Zagueiro,70,70,0,2T
4640,2014,4,Chapecoense,chapecoense,Amarelo,Rafael Lima,rafael_lima,3,Zagueiro,79,79,0,2T
4640,2014,4,Gremio,gremio,Amarelo,Luan Guilherme de Jesus Vieira,luan_guilherme_de_jesus_vieira,7,Nao Informada,77,77,0,2T
4640,2014,4,Gremio,gremio,Amarelo,Edinho,edinho,15,Meio-campo,58,58,0,2T
4640,2014,4,Chapecoense,chapecoense,Amarelo,André Luiz Paulino de Souza Motta,andre_luiz_paulino_de_souza_motta,4,Zagueiro,32,32,0,1T
4640,2014,4,Gremio,gremio,Amarelo,Hernán Barcos,hernan_barcos,9,Atacante,66,66,0,2T
4640,2014,4,Gremio,gremio,Amarelo,Eduardo Pereira Rodrigues,eduardo_pereira_rodrigues,7,Atacante,46,46,0,2T
4641,2014,4,Fluminense,fluminense,Amarelo,Francisco Souza dos Santos,francisco_souza_dos_santos,13,Nao Informada,88,88,0,2T
4641,2014,4,Flamengo,flamengo,Amarelo,Lucas Mugni,lucas_mugni,,Meio-campo,38,38,0,1T
4641,2014,4,Flamengo,flamengo,Amarelo,Paulinho,paulinho,,Atacante,10,10,0,1T
4641,2014,4,Fluminense,fluminense,Amarelo,Carlos Andrade Souza,carlos_andrade_souza,6,Zagueiro,18,18,0,1T
4641,2014,4,Flamengo,flamengo,Amarelo,André Santos,andre_santos,27,Zagueiro,16,16,0,1T
4641,2014,4,Flamengo,flamengo,Amarelo,Víctor Cáceres,victor_caceres,5,Meio-campo,8,8,0,1T
4643,2014,4,Sao Paulo,sao_paulo,Amarelo,Luis Ricardo,luis_ricardo,27,Zagueiro,83,83,0,2T
4643,2014,4,Corinthians,corinthians,Amarelo,Luciano da Rocha Neves,luciano_da_rocha_neves,18,Nao Informada,70,70,0,2T
4643,2014,4,Sao Paulo,sao_paulo,Amarelo,Maicon,maicon,18,Meio-campo,92,90,2,2T
4643,2014,4,Sao Paulo,sao_paulo,Amarelo,Álvaro Pereira,alvaro_pereira,6,Zagueiro,29,29,0,1T
4643,2014,4,Corinthians,corinthians,Amarelo,Petros,petros,40,Meio-campo,29,29,0,1T
4644,2014,4,Figueirense,figueirense,Vermelho,Raúl Silva,raul_silva,13,Zagueiro,67,67,0,2T
4644,2014,4,Figueirense,figueirense,Amarelo,Luan José Niedzielski,luan_jose_niedzielski,21,Meio-campo,56,56,0,2T
4644,2014,4,Santos,santos,Amarelo,Neuciano Gusmão,neuciano_gusmao,4,Zagueiro,89,89,0,2T
4644,2014,4,Santos,santos,Vermelho,Neuciano Gusmão,neuciano_gusmao,4,Zagueiro,89,89,0,2T
4644,2014,4,Figueirense,figueirense,Amarelo,Rogisvaldo João dos Santos,rogisvaldo_joao_dos_santos,,Meio-campo,52,52,0,2T
4645,2014,4,Coritiba,coritiba,Amarelo,Luis Francisco Grando,luis_francisco_grando,25,Meio-campo,42,42,0,1T
4645,2014,4,Sport,sport,Amarelo,Leonardo Gonçalves Silva,leonardo_goncalves_silva,19,Atacante,39,39,0,1T
4645,2014,4,Coritiba,coritiba,Amarelo,Leandro Almeida,leandro_almeida,44,Zagueiro,86,86,0,2T
4645,2014,4,Coritiba,coritiba,Amarelo,Carlos Emiliano Pereira,carlos_emiliano_pereira,30,Zagueiro,20,20,0,1T
4646,2014,4,Bahia,bahia,Vermelho,Uelliton da Silva Vieira,uelliton_da_silva_vieira,8,Meio-campo,75,75,0,2T
4646,2014,4,Bahia,bahia,Amarelo,Roniery,roniery,,Zagueiro,55,55,0,2T
4646,2014,4,Vitoria,vitoria,Amarelo,Souza,souza,,Atacante,47,45,2,1T
4646,2014,4,Vitoria,vitoria,Amarelo,José Welison,jose_welison,14,Meio-campo,42,42,0,1T
4646,2014,4,Vitoria,vitoria,Vermelho,Souza,souza,,Atacante,75,75,0,2T
4646,2014,4,Bahia,bahia,Amarelo,Pará,para,40,Zagueiro,92,90,2,2T
4646,2014,4,Bahia,bahia,Amarelo,Demerson Bruno Costa,demerson_bruno_costa,29,Zagueiro,46,45,1,1T
4646,2014,4,Vitoria,vitoria,Amarelo,Neto Coruja,neto_coruja,,Meio-campo,45,45,0,1T
4647,2014,5,Goias,goias,Amarelo,Willian José de Souza,willian_jose_de_souza,5,Meio-campo,81,81,0,2T
4647,2014,5,Goias,goias,Amarelo,Esquerdinha,esquerdinha,,Meio-campo,89,89,0,2T
4647,2014,5,Goias,goias,Amarelo,Alex Alves Cardoso,alex_alves_cardoso,15,Zagueiro,78,78,0,2T
4648,2014,5,Cruzeiro,cruzeiro,Amarelo,Éverton Ribeiro,everton_ribeiro,17,Meio-campo,90,90,0,2T
4648,2014,5,Coritiba,coritiba,Amarelo,Luccas Claro,luccas_claro,3,Zagueiro,49,49,0,2T
4648,2014,5,Cruzeiro,cruzeiro,Amarelo,Dagoberto Pelentier,dagoberto_pelentier,11,Atacante,73,73,0,2T
4651,2014,5,Sao Paulo,sao_paulo,Amarelo,Maicon,maicon,18,Meio-campo,21,21,0,1T
4651,2014,5,Flamengo,flamengo,Amarelo,Léo Moura,leo_moura,2,Zagueiro,19,19,0,1T
4649,2014,5,Fluminense,fluminense,Vermelho,Fred,fred,9,Atacante,69,69,0,2T
4649,2014,5,Gremio,gremio,Amarelo,Alan Ruiz,alan_ruiz,11,Meio-campo,68,68,0,2T
4649,2014,5,Fluminense,fluminense,Amarelo,Elivélton,elivelton,14,Zagueiro,81,81,0,2T
4649,2014,5,Gremio,gremio,Amarelo,Marcos Rogério Ricci Lopes,marcos_rogerio_ricci_lopes,2,Zagueiro,68,68,0,2T
4649,2014,5,Gremio,gremio,Amarelo,Ramiro Moschen Benetti,ramiro_moschen_benetti,17,Meio-campo,41,41,0,1T
4649,2014,5,Fluminense,fluminense,Amarelo,Fred,fred,9,Atacante,68,68,0,2T
4650,2014,5,Corinthians,corinthians,Amarelo,Cleber Reis,cleber_reis,3,Zagueiro,80,80,0,2T
4650,2014,5,Corinthians,corinthians,Amarelo,Jadson,jadson,10,Meio-campo,43,43,0,1T
4650,2014,5,Figueirense,figueirense,Amarelo,Ricardo Bueno,ricardo_bueno,,Atacante,79,79,0,2T
4650,2014,5,Figueirense,figueirense,Amarelo,Leandro Silva,leandro_silva,2,Zagueiro,24,24,0,1T
4650,2014,5,Corinthians,corinthians,Amarelo,Romarinho,romarinho,31,Nao Informada,59,59,0,2T
4650,2014,5,Corinthians,corinthians,Amarelo,Guilherme dos Santos Torres,guilherme_dos_santos_torres,19,Meio-campo,35,35,0,1T
4650,2014,5,Figueirense,figueirense,Amarelo,Éverton Santos,everton_santos,86,Atacante,71,71,0,2T
4652,2014,5,Athletico-PR,athletico_pr,Amarelo,Marcos Guilherme,marcos_guilherme,22,Meio-campo,15,15,0,1T
4652,2014,5,Chapecoense,chapecoense,Amarelo,Bruno César Pereira da Silva,bruno_cesar_pereira_da_silva,,Meio-campo,16,16,0,1T
4652,2014,5,Athletico-PR,athletico_pr,Amarelo,Marcelo Cirino da Silva,marcelo_cirino_da_silva,10,Atacante,78,78,0,2T
4652,2014,5,Chapecoense,chapecoense,Amarelo,Fabiano,fabiano,2,Zagueiro,63,63,0,2T
4654,2014,5,Criciuma,criciuma,Amarelo,Carlos Eduardo Santos Oliveira,carlos_eduardo_santos_oliveira,,Zagueiro,32,32,0,1T
4654,2014,5,Internacional,internacional,Amarelo,Rafael Moura,rafael_moura,11,Atacante,54,54,0,2T
