temporada,clube_slug,tem_patrocinio_bet,tipo_patrocinio_bet,marca_principal_bet,num_marcas_bet,fonte_informacao,score_posicao,score_quantidade,trends_normalizado_medio,fase_regulatoria,score_macro,bet_exposure_clube,bet_exposure_total,categoria_exposicao_clube
2023,fluminense,True,master,Betano,1,IBOPE Repucom,1.0,0.5,0.8797,Regulamentacao,0.8797,0.875,0.8949,Alta
2023,fortaleza,True,master,Novibet,1,IBOPE Repucom,1.0,0.5,0.8797,Regulamentacao,0.8797,0.875,0.8949,Alta
2023,goias,True,master,Esportes da Sorte,1,IBOPE Repucom,1.0,0.5,0.8797,Regulamentacao,0.8797,0.875,0.8949,Alta
2023,gremio,True,secundario,Esportes da Sorte,1,IBOPE Repucom,0.3,0.5,0.8797,Regulamentacao,0.8797,0.35,0.4749,Baixa/Media
2023,internacional,True,secundario,EstrelaBet,1,IBOPE Repucom,0.3,0.5,0.8797,Regulamentacao,0.8797,0.35,0.4749,Baixa/Media
2023,santos,True,master,Blaze,1,IBOPE Repucom,1.0,0.5,0.8797,Regulamentacao,0.8797,0.875,0.8949,Alta
2023,sao_paulo,True,master,Sportsbet.io,1,IBOPE Repucom,1.0,0.5,0.8797,Regulamentacao,0.8797,0.875,0.8949,Alta
2023,vasco,True,master,Pixbet,1,IBOPE Repucom,1.0,0.5,0.8797,Regulamentacao,0.8797,0.875,0.8949,Alta
2023,cuiaba,False,nenhum,Nenhum,0,Balanço / GE,0.0,0.0,0.8797,Regulamentacao,0.8797,0.0,0.2199,Nenhuma
2023,palmeiras,False,nenhum,Nenhum,0,Balanço / GE,0.0,0.0,0.8797,Regulamentacao,0.8797,0.0,0.2199,Nenhuma
2024,athletico_pr,True,master,Esportes da Sorte,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,atletico_go,True,master,Blaze,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,atletico_mg,True,master,Betano,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,bahia,True,master,Esportes da Sorte,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,botafogo_rj,True,master,Parimatch,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,bragantino,True,master,MrJack.bet,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,corinthians,True,master,Esportes da Sorte,2,IBOPE Repucom / GE,1.0,1.0,0.9458,Regulamentacao,0.9458,1.0,0.9864,Alta
2024,criciuma,True,master,EstrelaBet,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,cruzeiro,True,master,Betfair,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,flamengo,True,master,Pixbet,1,Balanço CRF / GE,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,fluminense,True,master,Superbet,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,fortaleza,True,master,Novibet,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,gremio,True,secundario,Esportes da Sorte,1,IBOPE Repucom,0.3,0.5,0.9458,Regulamentacao,0.9458,0.35,0.4914,Baixa/Media
2024,internacional,True,secundario,EstrelaBet,1,IBOPE Repucom,0.3,0.5,0.9458,Regulamentacao,0.9458,0.35,0.4914,Baixa/Media
2024,juventude,True,master,Stake,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,sao_paulo,True,master,Superbet,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,vasco,True,master,Betfair,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,vitoria,True,master,Betsat,1,IBOPE Repucom,1.0,0.5,0.9458,Regulamentacao,0.9458,0.875,0.9114,Alta
2024,cuiaba,False,nenhum,Nenhum,0,Balanço / GE,0.0,0.0,0.9458,Regulamentacao,0.9458,0.0,0.2364,Nenhuma
2024,palmeiras,False,nenhum,Nenhum,0,Balanço / GE,0.0,0.0,0.9458,Regulamentacao,0.9458,0.0,0.2364,Nenhuma
