partida_id,temporada,serie,rodada,clube,clube_slug,atleta,atleta_slug,num_camisa,minuto_nominal,acrescimo,minuto_continuo,periodo,tipo_de_gol
180,2022,B,18,Vila Nova,vila_nova,Rubens da Silva Coura,rubens_da_silva_coura,19,32,0,77,2T,Normal
181,2022,B,19,Ponte Preta,ponte_preta,Eliel Chrystian Pereira Silva,eliel_chrystian_pereira_silva,17,39,0,84,2T,Normal
182,2022,B,19,Cruzeiro Saf,cruzeiro_saf,Luvannor Henrique de Sousa Silva,luvannor_henrique_de_sousa_silva,90,14,0,14,1T,Normal
182,2022,B,19,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário na disputa da bola impedindo,motivo_a1_3_cometer_uma_falta_tatica_para_impedir_um_ataque_promissor_por_calcar_o_seu_adversario_na_disputa_da_bola_impedindo,Cruzeiro Saf/MG,cruzeiro_saf_mg,44,20,0,20,1T,Normal
182,2022,B,19,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário na disputa da bola impedindo,motivo_a1_3_cometer_uma_falta_tatica_para_impedir_um_ataque_promissor_por_calcar_o_seu_adversario_na_disputa_da_bola_impedindo,Csa/AL,csa_al,15,27,0,27,1T,Normal
182,2022,B,19,Motivo: A3.  Retardar o reinício do jogo  - Por retardar o reinício do jogo na reposição do tiro de meta.,motivo_a3_retardar_o_reinicio_do_jogo_por_retardar_o_reinicio_do_jogo_na_reposicao_do_tiro_de_meta,Cruzeiro Saf/MG,cruzeiro_saf_mg,1,34,0,34,1T,Normal
182,2022,B,19,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o,motivo_a1_2_dar_ou_tentar_dar_uma_rasteira_ou_um_calco_em_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_calcar_o,Csa/AL,csa_al,6,44,0,44,1T,Normal
182,2022,B,19,Motivo: A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por desaprovar a decisão da arbitragem fazendo o sinal,motivo_a2_desaprovar_com_palavras_ou_gestos_as_decisoes_da_arbitragem_por_desaprovar_a_decisao_da_arbitragem_fazendo_o_sinal,Cruzeiro Saf/MG,cruzeiro_saf_mg,TC,44,0,44,1T,Normal
182,2022,B,19,,,Nao Informado,nao_informado,TC,44,0,44,1T,Normal
182,2022,B,19,Csa,csa,Lucas Barcelos Damacena,lucas_barcelos_damacena,9,3,0,48,2T,Normal
182,2022,B,19,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o,motivo_a1_2_dar_ou_tentar_dar_uma_rasteira_ou_um_calco_em_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_calcar_o,Csa/AL,csa_al,9,21,0,66,2T,Normal
182,2022,B,19,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário na disputa da bola impedindo,motivo_a1_3_cometer_uma_falta_tatica_para_impedir_um_ataque_promissor_por_calcar_o_seu_adversario_na_disputa_da_bola_impedindo,Csa/AL,csa_al,27,45,0,90,2T,Normal
184,2022,B,19,Grêmio,gremio,Joao Paulo de Souza Mares,joao_paulo_de_souza_mares,39,3,0,48,2T,Normal
184,2022,B,19,Brusque,brusque,Wallace Reis Silva,wallace_reis_silva,40,8,0,53,2T,Normal
185,2022,B,19,Novorizontino,novorizontino,Ronaldo Henrique Silva,ronaldo_henrique_silva,9,1,0,1,1T,Normal
185,2022,B,19,Novorizontino,novorizontino,Ronaldo Henrique Silva,ronaldo_henrique_silva,9,16,0,16,1T,Penalty
185,2022,B,19,Operário,operario,Paulo Victor Ferreira de Jesus,paulo_victor_ferreira_de_jesus,19,29,0,74,2T,Normal
186,2022,B,19,Londrina,londrina,Mauricio Caprini Pinto,mauricio_caprini_pinto,11,34,0,34,1T,Falta
187,2022,B,19,Ituano,ituano,Rafael Elias da Silva,rafael_elias_da_silva,9,14,0,14,1T,Normal
187,2022,B,19,Vasco da Gama,vasco_da_gama,Raniel Santana de Vasconcelos,raniel_santana_de_vasconcelos,9,32,0,77,2T,Normal
188,2022,B,19,Bahia,bahia,Lucas Andres Mugni,lucas_andres_mugni,19,39,0,39,1T,Penalty
188,2022,B,19,Crb,crb,Claudinei Junio de Souza,claudinei_junio_de_souza,17,37,0,82,2T,Normal
189,2022,B,19,Tombense,tombense,Jociel Ferreira da Silva,jociel_ferreira_da_silva,99,45,3,48,1T,Normal
191,2022,B,20,Brusque,brusque,Alvaro Rodrigues Vieira Junior,alvaro_rodrigues_vieira_junior,7,7,0,52,2T,Normal
191,2022,B,20,Guarani,guarani,Diogo Mateus de Almeida Rodrigues Maciel,diogo_mateus_de_almeida_rodrigues_maciel,13,13,0,58,2T,Penalty
192,2022,B,20,Crb,crb,Rafael Vinicius Carvalho Longuine,rafael_vinicius_carvalho_longuine,10,35,0,35,1T,Normal
192,2022,B,20,Crb,crb,Emerson Ramon Bezerra Oliveira,emerson_ramon_bezerra_oliveira,11,41,0,41,1T,Normal
192,2022,B,20,Novorizontino,novorizontino,Douglas Baggio de Oliveira Costa,douglas_baggio_de_oliveira_costa,7,23,0,68,2T,Normal
193,2022,B,20,Náutico,nautico,Welker Marcal Almeida,welker_marcal_almeida,9,32,0,32,1T,Normal
193,2022,B,20,Londrina,londrina,Douglas Coutinho Gomes de Souza,douglas_coutinho_gomes_de_souza,17,12,0,57,2T,Normal
193,2022,B,20,Londrina,londrina,Douglas Coutinho Gomes de Souza,douglas_coutinho_gomes_de_souza,17,26,0,71,2T,Normal
194,2022,B,20,Csa,csa,Rodrigo Rodrigues Silva,rodrigo_rodrigues_silva,99,5,0,5,1T,Normal
194,2022,B,20,Criciúma,criciuma,Marcos Gabriel do Nascimento,marcos_gabriel_do_nascimento,10,21,0,66,2T,Normal
194,2022,B,20,Criciúma,criciuma,Marcos Gabriel do Nascimento,marcos_gabriel_do_nascimento,10,33,0,78,2T,Normal
195,2022,B,20,Ituano,ituano,Bernardo Schappo,bernardo_schappo,4,24,0,24,1T,Normal
197,2022,B,20,Grêmio,gremio,Diego de Souza Andrade,diego_de_souza_andrade,29,9,0,9,1T,Normal
197,2022,B,20,Grêmio,gremio,Jaminton Leandro Campaz,jaminton_leandro_campaz,7,24,0,24,1T,Normal
197,2022,B,20,Ponte Preta,ponte_preta,Wallisson Luiz Alves Maximo,wallisson_luiz_alves_maximo,25,13,0,58,2T,Normal
198,2022,B,20,Sampaio Corrêa,sampaio_correa,Gabriel Buscariol Poveda,gabriel_buscariol_poveda,9,5,0,5,1T,Normal
198,2022,B,20,Sampaio Corrêa,sampaio_correa,Ygor de Oliveira Ferreira,ygor_de_oliveira_ferreira,7,36,0,36,1T,Normal
198,2022,B,20,Sport,sport,Kayke Moreno de Andrade Rodrigues,kayke_moreno_de_andrade_rodrigues,17,6,0,51,2T,Normal
198,2022,B,20,Sampaio Corrêa,sampaio_correa,Gabriel Buscariol Poveda,gabriel_buscariol_poveda,9,32,0,77,2T,Penalty
198,2022,B,20,Sampaio Corrêa,sampaio_correa,Rafael Costa dos Santos,rafael_costa_dos_santos,19,90,3,93,2T,Normal
199,2022,B,20,Cruzeiro Saf,cruzeiro_saf,Stenio Zanetti Toledo,stenio_zanetti_toledo,22,21,0,66,2T,Normal
200,2022,B,20,Vila Nova,vila_nova,Rafael Ferreira Donato,rafael_ferreira_donato,5,7,0,52,2T,Normal
201,2022,B,21,Ponte Preta,ponte_preta,Mateus Ferreira da Silva,mateus_ferreira_da_silva,4,5,0,5,1T,Normal
201,2022,B,21,Ponte Preta,ponte_preta,Elvis Vieira Araujo,elvis_vieira_araujo,62,36,0,36,1T,Penalty
201,2022,B,21,Ponte Preta,ponte_preta,Wallisson Luiz Alves Maximo,wallisson_luiz_alves_maximo,25,18,0,63,2T,Normal
202,2022,B,21,Ituano,ituano,Rafael Elias da Silva,rafael_elias_da_silva,9,24,0,24,1T,Normal
202,2022,B,21,Ituano,ituano,Mario Sergio Valerio,mario_sergio_valerio,6,39,0,39,1T,Normal
202,2022,B,21,Ituano,ituano,Rafael Elias da Silva,rafael_elias_da_silva,9,5,0,50,2T,Penalty
202,2022,B,21,Csa,csa,Yann Del Pino Rolim,yann_del_pino_rolim,8,43,0,88,2T,Normal
203,2022,B,21,Sport,sport,Denner Fernando Melz,denner_fernando_melz,88,3,0,3,1T,Normal
203,2022,B,21,Sport,sport,Ronaldo Henrique Ferreira da Silva,ronaldo_henrique_ferreira_da_silva,5,5,0,50,2T,Penalty
203,2022,B,21,Guarani,guarani,Nicolas Mores da Cruz,nicolas_mores_da_cruz,11,45,0,90,2T,Normal
205,2022,B,21,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o,motivo_a1_2_dar_ou_tentar_dar_uma_rasteira_ou_um_calco_em_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_calcar_o,Vila Nova/GO,vila_nova_go,13,11,0,11,1T,Normal
205,2022,B,21,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o,motivo_a1_2_dar_ou_tentar_dar_uma_rasteira_ou_um_calco_em_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_calcar_o,Novorizontino/SP,novorizontino_sp,2,21,0,21,1T,Normal
205,2022,B,21,Vila Nova,vila_nova,Altemir Cordeiro Pessôa Neto,altemir_cordeiro_pessoa_neto,9,42,0,42,1T,Normal
205,2022,B,21,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o,motivo_a1_2_dar_ou_tentar_dar_uma_rasteira_ou_um_calco_em_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_calcar_o,Novorizontino/SP,novorizontino_sp,8,3,0,48,2T,Normal
205,2022,B,21,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por segurar o seu adversário impedindo um ataque,motivo_a1_3_cometer_uma_falta_tatica_para_impedir_um_ataque_promissor_por_segurar_o_seu_adversario_impedindo_um_ataque,Vila Nova/GO,vila_nova_go,9,5,0,50,2T,Normal
205,2022,B,21,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por agarrar o seu adversário impedindo um ataque,motivo_a1_3_cometer_uma_falta_tatica_para_impedir_um_ataque_promissor_por_agarrar_o_seu_adversario_impedindo_um_ataque,Vila Nova/GO,vila_nova_go,2,10,0,55,2T,Normal
205,2022,B,21,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o,motivo_a1_2_dar_ou_tentar_dar_uma_rasteira_ou_um_calco_em_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_calcar_o,Vila Nova/GO,vila_nova_go,8,24,0,69,2T,Normal
205,2022,B,21,Motivo: A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por protestar contra as decisões da arbitragem.,motivo_a2_desaprovar_com_palavras_ou_gestos_as_decisoes_da_arbitragem_por_protestar_contra_as_decisoes_da_arbitragem,Novorizontino/SP,novorizontino_sp,TG,30,0,75,2T,Normal
205,2022,B,21,,,Nao Informado,nao_informado,2,35,0,80,2T,Normal
205,2022,B,21,Novorizontino,novorizontino,Bruno da Silva Costa,bruno_da_silva_costa,14,90,5,95,2T,Normal
205,2022,B,21,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o,motivo_a1_2_dar_ou_tentar_dar_uma_rasteira_ou_um_calco_em_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_calcar_o,Vila Nova/GO,vila_nova_go,22,90,5,95,2T,Normal
206,2022,B,21,Londrina,londrina,Gustavo Vilar dos Santos,gustavo_vilar_dos_santos,3,26,0,26,1T,Gol Contra
206,2022,B,21,Londrina,londrina,Denilson dos Santos de Souza,denilson_dos_santos_de_souza,2,41,0,41,1T,Normal
207,2022,B,21,Vasco da Gama,vasco_da_gama,Andrey Nascimento dos Santos,andrey_nascimento_dos_santos,8,3,0,3,1T,Normal
207,2022,B,21,Vasco da Gama,vasco_da_gama,Raniel Santana de Vasconcelos,raniel_santana_de_vasconcelos,9,30,0,30,1T,Normal
207,2022,B,21,Vasco da Gama,vasco_da_gama,Andrey Nascimento dos Santos,andrey_nascimento_dos_santos,8,7,0,52,2T,Normal
207,2022,B,21,Vasco da Gama,vasco_da_gama,Eguinaldo de Sousa Lemos,eguinaldo_de_sousa_lemos,21,90,1,91,2T,Normal
208,2022,B,21,Bahia,bahia,Ignacio da Silva Oliveira,ignacio_da_silva_oliveira,4,25,0,70,2T,Normal
208,2022,B,21,Bahia,bahia,Matheus Alvarenga de Oliveira,matheus_alvarenga_de_oliveira,88,30,0,75,2T,Normal
208,2022,B,21,Bahia,bahia,Everton Macedo Moraes,everton_macedo_moraes,22,38,0,83,2T,Normal
209,2022,B,21,Tombense,tombense,Rodrigo Vasconcelos Oliveira,rodrigo_vasconcelos_oliveira,5,3,0,48,2T,Normal
209,2022,B,21,Tombense,tombense,Jean Lucas Figueiredo,jean_lucas_figueiredo,7,11,0,56,2T,Normal
209,2022,B,21,Tombense,tombense,Jociel Ferreira da Silva,jociel_ferreira_da_silva,99,90,2,92,2T,Normal
211,2022,B,22,Grêmio,gremio,Mathias Adalberto Villasanti Rolon,mathias_adalberto_villasanti_rolon,27,19,0,19,1T,Normal
211,2022,B,22,Grêmio,gremio,Gabriel Teixeira Aragao,gabriel_teixeira_aragao,17,30,0,75,2T,Normal
211,2022,B,22,Guarani,guarani,João Victor Carroll Santana,joao_victor_carroll_santana,28,90,4,94,2T,Normal
212,2022,B,22,Crb,crb,Emerson Ramon Bezerra Oliveira,emerson_ramon_bezerra_oliveira,11,6,0,6,1T,Normal
212,2022,B,22,Ponte Preta,ponte_preta,Mateus Ferreira da Silva,mateus_ferreira_da_silva,4,13,0,13,1T,Normal
213,2022,B,22,Criciúma,criciuma,Lohan dos Santos Freire,lohan_dos_santos_freire,9,38,0,38,1T,Normal
213,2022,B,22,Sport,sport,Vagner Silva de Souza,vagner_silva_de_souza,99,40,0,85,2T,Normal
214,2022,B,22,Brusque,brusque,Alex Sandro de Oliveira,alex_sandro_de_oliveira,9,39,0,39,1T,Penalty
214,2022,B,22,Sampaio Corrêa,sampaio_correa,Ygor de Oliveira Ferreira,ygor_de_oliveira_ferreira,7,4,0,49,2T,Normal
215,2022,B,22,Londrina,londrina,Douglas Coutinho Gomes de Souza,douglas_coutinho_gomes_de_souza,17,1,0,46,2T,Normal
216,2022,B,22,Operário,operario,Leonardo Kalil Abdala,leonardo_kalil_abdala,23,45,0,90,2T,Normal
217,2022,B,22,Motivo: A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Desaprovar com palavras ou gestos as decisões da,motivo_a2_desaprovar_com_palavras_ou_gestos_as_decisoes_da_arbitragem_desaprovar_com_palavras_ou_gestos_as_decisoes_da,Vasco da Gama/RJ,vasco_da_gama_rj,AT,20,0,20,1T,Normal
217,2022,B,22,"Motivo: A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\",motivo_a1_24_outro_motivo_somente_neste_caso_abriria_um_campo_livre_para_o_arbitro_digitar_o_que_quiser,Vasco da Gama/RJ,vasco_da_gama_rj,11,3,0,48,2T,Normal
217,2022,B,22,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Cometer uma falta tática para impedir um ataque,motivo_a1_3_cometer_uma_falta_tatica_para_impedir_um_ataque_promissor_cometer_uma_falta_tatica_para_impedir_um_ataque,Vasco da Gama/RJ,vasco_da_gama_rj,5,8,0,53,2T,Normal
217,2022,B,22,Motivo: A3.4.  Retardar excessivamente a execução de um arremesso lateral ou tiro livre - Retardar excessivamente a execução de,motivo_a3_4_retardar_excessivamente_a_execucao_de_um_arremesso_lateral_ou_tiro_livre_retardar_excessivamente_a_execucao_de,Chapecoense/SC,chapecoense_sc,6,27,0,72,2T,Normal
217,2022,B,22,"Motivo: A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\",motivo_a1_24_outro_motivo_somente_neste_caso_abriria_um_campo_livre_para_o_arbitro_digitar_o_que_quiser,Vasco da Gama/RJ,vasco_da_gama_rj,4,32,0,77,2T,Normal
217,2022,B,22,"Motivo: A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\",motivo_a1_24_outro_motivo_somente_neste_caso_abriria_um_campo_livre_para_o_arbitro_digitar_o_que_quiser,Chapecoense/SC,chapecoense_sc,33,32,0,77,2T,Normal
217,2022,B,22,"Motivo: A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\",motivo_a1_24_outro_motivo_somente_neste_caso_abriria_um_campo_livre_para_o_arbitro_digitar_o_que_quiser,Vasco da Gama/RJ,vasco_da_gama_rj,19,34,0,79,2T,Normal
217,2022,B,22,"Motivo: A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\",motivo_a1_24_outro_motivo_somente_neste_caso_abriria_um_campo_livre_para_o_arbitro_digitar_o_que_quiser,Chapecoense/SC,chapecoense_sc,20,34,0,79,2T,Normal
217,2022,B,22,Motivo: A3.3.  Chutar a bola para longe ou carrega-la com as mãos depois de o árbitro ter paralisado o jogo - Chutar a bola para longe,motivo_a3_3_chutar_a_bola_para_longe_ou_carrega_la_com_as_maos_depois_de_o_arbitro_ter_paralisado_o_jogo_chutar_a_bola_para_longe,Chapecoense/SC,chapecoense_sc,39,41,0,86,2T,Normal
217,2022,B,22,Motivo: A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um,motivo_a1_13_dar_uma_entrada_contra_um_adversario_de_maneira_temeraria_na_disputa_da_bola_dar_uma_entrada_contra_um,Vasco da Gama/RJ,vasco_da_gama_rj,10,42,0,87,2T,Normal
217,2022,B,22,,,Nao Informado,nao_informado,10,42,0,87,2T,Normal
217,2022,B,22,Motivo: A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um,motivo_a1_13_dar_uma_entrada_contra_um_adversario_de_maneira_temeraria_na_disputa_da_bola_dar_uma_entrada_contra_um,Chapecoense/SC,chapecoense_sc,38,90,2,92,2T,Normal
218,2022,B,22,Bahia,bahia,Igor Torres da Silva,igor_torres_da_silva,14,38,0,38,1T,Normal
219,2022,B,22,Cruzeiro Saf,cruzeiro_saf,Bruno Rafael Rodrigues do Nascimento,bruno_rafael_rodrigues_do_nascimento,9,3,0,48,2T,Normal
219,2022,B,22,Cruzeiro Saf,cruzeiro_saf,Daniel de Melo Araujo Junior,daniel_de_melo_araujo_junior,48,23,0,68,2T,Normal
220,2022,B,22,Ituano,ituano,Gabriel de Sousa Barros,gabriel_de_sousa_barros,11,12,0,57,2T,Normal
220,2022,B,22,Vila Nova,vila_nova,Altemir Cordeiro Pessôa Neto,altemir_cordeiro_pessoa_neto,9,26,0,71,2T,Normal
221,2022,B,23,Ponte Preta,ponte_preta,Leonardo Naldi de Matos,leonardo_naldi_de_matos,5,7,0,7,1T,Normal
221,2022,B,23,Vasco da Gama,vasco_da_gama,Raniel Santana de Vasconcelos,raniel_santana_de_vasconcelos,9,36,0,36,1T,Normal
221,2022,B,23,Ponte Preta,ponte_preta,Lucca Borges de Brito,lucca_borges_de_brito,10,34,0,79,2T,Normal
221,2022,B,23,Ponte Preta,ponte_preta,Jefferson Gabriel Nascimento Brito,jefferson_gabriel_nascimento_brito,20,39,0,84,2T,Normal
222,2022,B,23,"Motivo: A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\",motivo_a1_24_outro_motivo_somente_neste_caso_abriria_um_campo_livre_para_o_arbitro_digitar_o_que_quiser,Csa/AL,csa_al,31,7,0,52,2T,Normal
222,2022,B,23,Motivo: A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por dar uma,motivo_a1_2_dar_ou_tentar_dar_uma_rasteira_ou_um_calco_em_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_dar_uma,Csa/AL,csa_al,5,13,0,58,2T,Normal
222,2022,B,23,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o adversário impedindo um ataque promissor.,motivo_a1_3_cometer_uma_falta_tatica_para_impedir_um_ataque_promissor_por_calcar_o_adversario_impedindo_um_ataque_promissor,Csa/AL,csa_al,13,28,0,73,2T,Normal
222,2022,B,23,Csa,csa,Rodrigo Rodrigues Silva,rodrigo_rodrigues_silva,99,35,0,80,2T,Penalty
222,2022,B,23,Motivo: A8.4.  Tirar a camisa por cima de sua cabeça ou cobri-la com a camisa - Por tirar a camisa para comemorar o gol.,motivo_a8_4_tirar_a_camisa_por_cima_de_sua_cabeca_ou_cobri_la_com_a_camisa_por_tirar_a_camisa_para_comemorar_o_gol,Csa/AL,csa_al,99,35,0,80,2T,Normal
222,2022,B,23,"Motivo: A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\",motivo_a1_24_outro_motivo_somente_neste_caso_abriria_um_campo_livre_para_o_arbitro_digitar_o_que_quiser,Brusque/SC,brusque_sc,18,44,0,89,2T,Normal
222,2022,B,23,,,Nao Informado,nao_informado,31,44,0,89,2T,Normal
222,2022,B,23,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta tática para impedir um ataque,motivo_a1_3_cometer_uma_falta_tatica_para_impedir_um_ataque_promissor_por_cometer_uma_falta_tatica_para_impedir_um_ataque,Brusque/SC,brusque_sc,22,90,5,95,2T,Normal
223,2022,B,23,Náutico,nautico,Mauricio dos Santos Nascimento,mauricio_dos_santos_nascimento,4,38,0,38,1T,Normal
223,2022,B,23,Motivo: A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada em seu,motivo_a1_13_dar_uma_entrada_contra_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_dar_uma_entrada_em_seu,Náutico/PE,nautico_pe,9,40,0,40,1T,Normal
223,2022,B,23,Náutico,nautico,Jobson Souza Santos,jobson_souza_santos,7,41,0,41,1T,Normal
223,2022,B,23,Motivo: A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada em seu,motivo_a1_13_dar_uma_entrada_contra_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_dar_uma_entrada_em_seu,Náutico/PE,nautico_pe,8,4,0,49,2T,Normal
223,2022,B,23,Motivo: A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Por golpear no rosto de seu adversário com o braço,motivo_a1_11_golpear_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_golpear_no_rosto_de_seu_adversario_com_o_braco,Crb/AL,crb_al,9,10,0,55,2T,Normal
223,2022,B,23,Crb,crb,Gabriel da Conceição dos Santos,gabriel_da_conceicao_dos_santos,20,14,0,59,2T,Normal
223,2022,B,23,Motivo: A1.4.  Segurar um adversário por motivo tático para afastá-lo da bola - Por segurar seu adversário impedindo um ataque,motivo_a1_4_segurar_um_adversario_por_motivo_tatico_para_afasta_lo_da_bola_por_segurar_seu_adversario_impedindo_um_ataque,Náutico/PE,nautico_pe,3,24,0,69,2T,Normal
223,2022,B,23,,,Nao Informado,nao_informado,9,24,0,69,2T,Normal
223,2022,B,23,Motivo: A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada em seu,motivo_a1_13_dar_uma_entrada_contra_um_adversario_de_maneira_temeraria_na_disputa_da_bola_por_dar_uma_entrada_em_seu,Náutico/PE,nautico_pe,11,28,0,73,2T,Normal
225,2022,B,23,Ituano,ituano,Kaio Silva Mendes,kaio_silva_mendes,7,24,0,24,1T,Normal
225,2022,B,23,Sport,sport,Kayke Moreno de Andrade Rodrigues,kayke_moreno_de_andrade_rodrigues,17,29,0,29,1T,Normal
225,2022,B,23,Ituano,ituano,Rafael Elias da Silva,rafael_elias_da_silva,9,37,0,37,1T,Normal
225,2022,B,23,Ituano,ituano,Rafael Elias da Silva,rafael_elias_da_silva,9,4,0,49,2T,Normal
225,2022,B,23,Ituano,ituano,Roberto Heuchayer Santos de Araujo,roberto_heuchayer_santos_de_araujo,16,37,0,82,2T,Normal
226,2022,B,23,Londrina,londrina,Luiz Gustavo da Silva Machado Duarte,luiz_gustavo_da_silva_machado_duarte,8,22,0,67,2T,Normal
226,2022,B,23,Londrina,londrina,Saimon Pains Tormen,saimon_pains_tormen,4,40,0,85,2T,Gol Contra
226,2022,B,23,Cruzeiro Saf,cruzeiro_saf,Rodolfo Jose da Silva Bardella,rodolfo_jose_da_silva_bardella,33,90,4,94,2T,Normal
227,2022,B,23,Grêmio,gremio,Jaminton Leandro Campaz,jaminton_leandro_campaz,7,45,0,45,1T,Normal
227,2022,B,23,Grêmio,gremio,Diego de Souza Andrade,diego_de_souza_andrade,29,8,0,53,2T,Normal
227,2022,B,23,Operário,operario,Leonardo Kalil Abdala,leonardo_kalil_abdala,18,9,0,54,2T,Normal
227,2022,B,23,Grêmio,gremio,Gabriel Teixeira Aragao,gabriel_teixeira_aragao,17,18,0,63,2T,Normal
227,2022,B,23,Grêmio,gremio,Elkeson de Oliveira Cardoso,elkeson_de_oliveira_cardoso,9,45,0,90,2T,Normal
227,2022,B,23,Operário,operario,Renie Almeida da Silva,renie_almeida_da_silva,4,90,3,93,2T,Gol Contra
228,2022,B,23,Sampaio Corrêa,sampaio_correa,Gabriel Buscariol Poveda,gabriel_buscariol_poveda,9,45,0,45,1T,Penalty
228,2022,B,23,Sampaio Corrêa,sampaio_correa,André Luiz Guimarães Siqueira Junior,andre_luiz_guimaraes_siqueira_junior,5,2,0,47,2T,Normal
230,2022,B,23,Novorizontino,novorizontino,Ronaldo Henrique Silva,ronaldo_henrique_silva,9,1,0,1,1T,Normal
230,2022,B,23,Chapecoense,chapecoense,Alisson Alves Farias,alisson_alves_farias,10,27,0,27,1T,Normal
230,2022,B,23,Novorizontino,novorizontino,Diego de Souza Quirino,diego_de_souza_quirino,19,43,0,88,2T,Normal
230,2022,B,23,Chapecoense,chapecoense,Thomas Jaguaribe Bedinelli,thomas_jaguaribe_bedinelli,30,90,1,91,2T,Normal
231,2022,B,24,Guarani,guarani,Jenison de Jesus Brito E Brito,jenison_de_jesus_brito_e_brito,91,4,0,49,2T,Normal
232,2022,B,24,Crb,crb,Diogo Jose Goncalves da Silva,diogo_jose_goncalves_da_silva,12,7,0,7,1T,Penalty
232,2022,B,24,Crb,crb,Diogo Jose Goncalves da Silva,diogo_jose_goncalves_da_silva,12,35,0,35,1T,Penalty
233,2022,B,24,Sport,sport,Sander Henrique Bortolotto,sander_henrique_bortolotto,56,24,0,24,1T,Normal
233,2022,B,24,Sport,sport,Giovanni Piccolomo,giovanni_piccolomo,8,28,0,28,1T,Normal
233,2022,B,24,Sport,sport,Kayke Moreno de Andrade Rodrigues,kayke_moreno_de_andrade_rodrigues,17,45,3,48,1T,Normal
233,2022,B,24,Sport,sport,Luciano Batista da Silva Junior,luciano_batista_da_silva_junior,46,45,0,90,2T,Normal
234,2022,B,24,Brusque,brusque,Alex Sandro de Oliveira,alex_sandro_de_oliveira,9,45,0,45,1T,Normal
234,2022,B,24,Ponte Preta,ponte_preta,Elvis Vieira Araujo,elvis_vieira_araujo,62,18,0,63,2T,Normal
234,2022,B,24,Brusque,brusque,Gerson Rodolfo da Silva,gerson_rodolfo_da_silva,5,40,0,85,2T,Normal
235,2022,B,24,Novorizontino,novorizontino,Ronaldo Henrique Silva,ronaldo_henrique_silva,9,10,0,10,1T,Normal
