partida_id,temporada,serie,rodada,clube,clube_slug,momento,periodo,minuto_nominal,acrescimo,minuto_continuo,num_entrou,atleta_entrou,atleta_entrou_slug,num_saiu,atleta_saiu,atleta_saiu_slug
207,2023,B,21,Botafogo,botafogo,2T,2T,20,0,65,21,Jonas Gabriel da Silva Nunes,jonas_gabriel_da_silva_nunes,7,Edson Guilherme Mendes dos S,edson_guilherme_mendes_dos_s
207,2023,B,21,Botafogo,botafogo,2T,2T,20,0,65,18,Pedro Henrique Nascimento Ro,pedro_henrique_nascimento_ro,8,Guilherme Miranda Madruga Go,guilherme_miranda_madruga_go
207,2023,B,21,Sampaio Corrêa,sampaio_correa,2T,2T,25,0,70,21,Jose Gervasio dos Santos Neto,jose_gervasio_dos_santos_neto,5,Mikael Guterres Michel,mikael_guterres_michel
207,2023,B,21,Botafogo,botafogo,2T,2T,29,0,74,17,Ivonei Junior da Silva Rabelo,ivonei_junior_da_silva_rabelo,10,Osman de Menezes Venancio Ju,osman_de_menezes_venancio_ju
207,2023,B,21,Botafogo,botafogo,2T,2T,29,0,74,19,Jose Edson Barros da Silva,jose_edson_barros_da_silva,9,Salatiel de Oliveira Gabriel,salatiel_de_oliveira_gabriel
207,2023,B,21,Sampaio Corrêa,sampaio_correa,2T,2T,33,0,78,15,Eloir Silva Moreira,eloir_silva_moreira,10,Marcio Barbosa Vieira Junior,marcio_barbosa_vieira_junior
207,2023,B,21,Botafogo,botafogo,2T,2T,40,0,85,15,Carlos Manuel de Resende Teo,carlos_manuel_de_resende_teo,11,Luiz Henrique Araujo Silva,luiz_henrique_araujo_silva
207,2023,B,21,Sampaio Corrêa,sampaio_correa,2T,2T,42,0,87,6,Alyson Vinicius Almeida Neves,alyson_vinicius_almeida_neves,16,Erinaldo Santos Rabelo,erinaldo_santos_rabelo
207,2023,B,21,Sampaio Corrêa,sampaio_correa,2T,2T,42,0,87,9,Matheus Monteiro Martins,matheus_monteiro_martins,18,Henrique Roberto Rafael,henrique_roberto_rafael
208,2023,B,21,Juventude,juventude,1T,1T,44,0,44,21,Kelvyn Ramos da Fonseca,kelvyn_ramos_da_fonseca,28,Alan Luciano Ruschel,alan_luciano_ruschel
208,2023,B,21,Novorizontino,novorizontino,INT,2T,45,0,45,18,Jenison de Jesus Brito E Brito,jenison_de_jesus_brito_e_brito,9,Ronaldo Henrique Silva,ronaldo_henrique_silva
208,2023,B,21,Juventude,juventude,INT,2T,45,0,45,8,Matheus de Vargas,matheus_de_vargas,16,Jadson Alves dos Santos,jadson_alves_dos_santos
208,2023,B,21,Novorizontino,novorizontino,INT,2T,45,0,45,17,Romulo Azevedo Simao,romulo_azevedo_simao,11,Aylon Darwin Tavella,aylon_darwin_tavella
208,2023,B,21,Novorizontino,novorizontino,INT,2T,45,0,45,33,Luis Fellipe Campos Doria,luis_fellipe_campos_doria,7,Douglas Baggio de Oliveira C,douglas_baggio_de_oliveira_c
208,2023,B,21,Juventude,juventude,INT,2T,45,0,45,34,Cristian Ricardo de Jesus Fa,cristian_ricardo_de_jesus_fa,5,Jean Carlos de Souza Irmer,jean_carlos_de_souza_irmer
208,2023,B,21,Juventude,juventude,2T,2T,11,0,56,29,Ruan Pereira Duarte,ruan_pereira_duarte,11,David da Hora da Conceicao,david_da_hora_da_conceicao
