serie,temporada,rodada,partida_id,clube_slug,num_camisa,apelido,registro_cbf,condicao,minutos_previos,cartoes_1t_previos,taxa_1t_ajustada,score_pre_jogo
A,2026,1,1,fluminense,1,Fabio,129292,Titular,0.0,0.0,0.0,0.0
A,2026,1,1,gremio,1,Weverton,169050,Titular,0.0,0.0,0.0,0.0
A,2026,1,1,gremio,88,Willian,170085,Reserva,0.0,0.0,0.0,0.0
A,2026,1,1,gremio,14,Marcos Rocha,176390,Reserva,0.0,0.0,0.0,0.0
A,2026,1,1,fluminense,10,PH GANSO,184364,Reserva,0.0,0.0,0.0,0.0
A,2026,1,2,cruzeiro_saf,1,Cássio,166276,Titular,0.0,0.0,0.0,0.0
A,2026,1,2,botafogo,22,Neto,167605,Titular,0.0,0.0,0.0,0.0
A,2026,1,2,cruzeiro_saf,23,Fagner,177050,Titular,0.0,0.0,0.0,0.0
A,2026,1,2,botafogo,21,Marçal,177745,Reserva,0.0,0.0,0.0,0.0
A,2026,1,2,botafogo,25,Allan,184906,Titular,0.0,0.0,0.0,0.0
A,2026,1,3,sao_paulo,23,Rafael,180213,Titular,0.0,0.0,0.0,0.0
A,2026,1,3,sao_paulo,2,Toloi,184801,Reserva,0.0,0.0,0.0,0.0
A,2026,1,3,flamengo,26,Alex Sandro,186325,Titular,0.0,0.0,0.0,0.0
A,2026,1,3,sao_paulo,7,Lucas Moura,299760,Reserva,0.0,0.0,0.0,0.0
A,2026,1,3,flamengo,9,Pedro,303716,Titular,0.0,0.0,0.0,0.0
A,2026,1,4,bahia,10,Éverton R ...,177444,Titular,0.0,0.0,0.0,0.0
A,2026,1,4,corinthians,13,Gustavo,186450,Titular,0.0,0.0,0.0,0.0
A,2026,1,4,bahia,12,Willian José,305535,Titular,0.0,0.0,0.0,0.0
A,2026,1,4,bahia,2,Gilberto,307134,Titular,0.0,0.0,0.0,0.0
A,2026,1,4,corinthians,11,Vitinho,307245,Reserva,0.0,0.0,0.0,0.0
A,2026,1,5,mirassol,23,Alex Muralha,177010,Reserva,0.0,0.0,0.0,0.0
A,2026,1,5,mirassol,22,Walter,177853,Titular,0.0,0.0,0.0,0.0
A,2026,1,5,mirassol,33,Carlos,184041,Titular,0.0,0.0,0.0,0.0
A,2026,1,5,vasco_da_gama_saf,10,Philippe C ...,298303,Titular,0.0,0.0,0.0,0.0
A,2026,1,5,vasco_da_gama_saf,3,Tche Tche,308348,Reserva,0.0,0.0,0.0,0.0
A,2026,1,6,palmeiras,14,Marcelo Lomba,157264,Reserva,0.0,0.0,0.0,0.0
A,2026,1,6,atletico_mineiro_saf,7,Hulk,163056,Titular,0.0,0.0,0.0,0.0
A,2026,1,6,atletico_mineiro_saf,22,Everson,188398,Titular,0.0,0.0,0.0,0.0
A,2026,1,6,atletico_mineiro_saf,92,Dudu,291738,Titular,0.0,0.0,0.0,0.0
A,2026,1,6,atletico_mineiro_saf,14,Vitor Hugo,300140,Reserva,0.0,0.0,0.0,0.0
A,2026,1,7,internacional,8,Bruno Herique,292132,Titular,0.0,0.0,0.0,0.0
A,2026,1,7,athletico_paranaense,23,Santos,293428,Titular,0.0,0.0,0.0,0.0
A,2026,1,7,athletico_paranaense,16,Jadson,302192,Reserva,0.0,0.0,0.0,0.0
A,2026,1,7,internacional,10,Alan Patrick,305976,Titular,0.0,0.0,0.0,0.0
A,2026,1,7,internacional,27,Paulinho,308416,Reserva,0.0,0.0,0.0,0.0
A,2026,1,8,coritiba_s_a_f,4,Rodrigo Mo ...,173551,Reserva,0.0,0.0,0.0,0.0
A,2026,1,8,coritiba_s_a_f,3,Maicon,178178,Titular,0.0,0.0,0.0,0.0
A,2026,1,8,red_bull_bragantino,18,Tiago Volpi,291584,Reserva,0.0,0.0,0.0,0.0
A,2026,1,8,coritiba_s_a_f,21,Thiago Santos,293712,Reserva,0.0,0.0,0.0,0.0
A,2026,1,8,red_bull_bragantino,8,Sasha,295792,Titular,0.0,0.0,0.0,0.0
A,2026,1,9,vitoria,11,Osvaldo,177411,Reserva,0.0,0.0,0.0,0.0
A,2026,1,9,remo,88,Rangel,186722,Titular,0.0,0.0,0.0,0.0
A,2026,1,9,remo,13,Marllon,299840,Titular,0.0,0.0,0.0,0.0
A,2026,1,9,remo,31,Dodo,315101,Reserva,0.0,0.0,0.0,0.0
A,2026,1,9,vitoria,22,Gabriel,315345,Titular,0.0,0.0,0.0,0.0
A,2026,1,10,chapecoense,12,Leo Vieira,177092,Titular,0.0,0.0,0.0,0.0
A,2026,1,10,chapecoense,1,Rafael Santos,177436,Reserva,0.0,0.0,0.0,0.0
A,2026,1,10,chapecoense,10,Giovanni A ...,292205,Titular,0.0,0.0,0.0,0.0
A,2026,1,10,chapecoense,20,Jean Carlos,292976,Reserva,0.0,0.0,0.0,0.0
A,2026,1,10,santos_fc,13,Joao Basso,294407,Reserva,0.0,0.0,0.0,0.0
A,2026,2,11,flamengo,22,Emerson,311313,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,11,flamengo,20,Lucas Paqu ...,319635,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,11,internacional,25,Gabriel Me ...,723593,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,11,flamengo,18,DE LA CRUZ,836729,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,11,internacional,7,Carbonero,894546,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,12,chapecoense,26,Everton,369852,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,12,chapecoense,33,Bruno Leon ...,376599,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,12,vasco_da_gama_saf,20,Brenner,434301,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,12,chapecoense,31,Garcez,642656,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,12,chapecoense,10,Giovanni A ...,292205,Titular,57.0,0.0,0.0007253867217960576,0.05948171
A,2026,2,13,santos_fc,77,Gabriel Br ...,517633,Titular,90.0,1.0,0.002379729498373566,0.19513782
A,2026,2,13,santos_fc,12,Mayke,312950,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,13,santos_fc,9,Gabigol,337830,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,13,santos_fc,11,Rony,427806,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,13,santos_fc,31,Escobar,816190,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,14,vitoria,13,Ramon,526090,Titular,61.0,1.0,0.0025027458182538395,0.20522516
A,2026,2,14,vitoria,44,Gabriel  B ...,435315,Titular,90.0,1.0,0.002379729498373566,0.19513782
A,2026,2,14,vitoria,77,Neris,333318,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,14,vitoria,33,Erick,441070,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,14,vitoria,45,Nathan Mendes,542178,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,15,red_bull_bragantino,6,Gabriel,320839,Titular,90.0,1.0,0.002379729498373566,0.19513782
A,2026,2,15,red_bull_bragantino,4,Alix,701439,Titular,90.0,1.0,0.002379729498373566,0.19513782
A,2026,2,15,atletico_mineiro_saf,23,Angelo Pre ...,943826,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,15,atletico_mineiro_saf,92,Dudu,291738,Titular,60.0,0.0,0.0007215007215007215,0.05916306
A,2026,2,15,atletico_mineiro_saf,11,Bernard,317567,Titular,60.0,0.0,0.0007215007215007215,0.05916306
A,2026,2,16,coritiba_s_a_f,26,Bruno Melo,329952,Titular,81.0,1.0,0.002416592778038561,0.19816061
A,2026,2,16,cruzeiro_saf,12,William,309438,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,16,cruzeiro_saf,43,Joao Marcelo,525643,Titular,13.0,0.0,0.0007876031267844134,0.06458346
A,2026,2,16,cruzeiro_saf,88,Christian,546294,Titular,26.0,0.0,0.0007681376502669278,0.06298729
A,2026,2,16,coritiba_s_a_f,77,Breno,389378,Titular,27.0,0.0,0.0007666800835681291,0.06286777
A,2026,2,17,botafogo,25,Allan,184906,Titular,62.0,1.0,0.0024982925338797226,0.20485999
A,2026,2,17,gremio,2,Balbuena,541574,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,17,gremio,11,Monsalve,871255,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,17,gremio,19,Erick Noriega,928780,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,17,gremio,7,Pavon,772443,Titular,30.0,0.0,0.0007623403849818944,0.06251191
A,2026,2,18,athletico_paranaense,14,Luiz Gustavo,172368,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,18,corinthians,35,Charles,407683,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,18,athletico_paranaense,37,Lucas Esqu ...,815502,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,18,corinthians,11,Vitinho,307245,Titular,27.0,0.0,0.0007666800835681291,0.06286777
A,2026,2,18,corinthians,23,Matheus,337270,Titular,27.0,0.0,0.0007666800835681291,0.06286777
A,2026,2,19,bahia,6,Jean Lucas,318143,Titular,68.0,1.0,0.0024719021197894438,0.20269597
A,2026,2,19,fluminense,16,Nonato,337363,Titular,77.0,1.0,0.002433345587591688,0.19953434
A,2026,2,19,bahia,12,Willian José,305535,Titular,64.0,0.0,0.0007163836951070994,0.05874346
A,2026,2,19,bahia,16,Erick Pulga,526916,Titular,64.0,0.0,0.0007163836951070994,0.05874346
A,2026,2,19,bahia,7,Ademir,438212,Titular,77.0,0.0,0.0007002433345587592,0.05741995
A,2026,2,20,remo,12,Patrick de ...,453232,Titular,66.0,1.0,0.0024806367562551306,0.20341221
A,2026,2,20,remo,55,Zé Ricardo,448024,Titular,90.0,1.0,0.002379729498373566,0.19513782
A,2026,2,20,remo,15,Vitor Bueno,322748,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,20,remo,4,Klaus,360293,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,2,20,mirassol,96,Carlos Edu ...,408134,Titular,0.0,0.0,0.0008080808080808081,0.06626263
A,2026,3,21,botafogo,25,Allan,184906,Titular,144.0,1.0,0.002199792960662526,0.18038302
A,2026,3,21,botafogo,20,Alexander  ...,836858,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,21,botafogo,3,Ythallo,555158,Titular,0.0,0.0,0.0008333333333333334,0.06833333
A,2026,3,21,fluminense,5,Facundo Be ...,875073,Titular,44.0,0.0,0.0007659313725490196,0.06280637
A,2026,3,21,botafogo,7,Artur,419646,Titular,92.0,0.0,0.0007038288288288289,0.05771396
A,2026,3,22,bahia,6,Jean Lucas,318143,Titular,129.0,1.0,0.0022522522522522522,0.18468468
A,2026,3,22,bahia,4,Kanu,355418,Titular,0.0,0.0,0.0008333333333333334,0.06833333
A,2026,3,22,bahia,31,Gomez,943518,Titular,0.0,0.0,0.0008333333333333334,0.06833333
A,2026,3,22,bahia,99,Kike Olivera,895912,Titular,55.0,0.0,0.0007507507507507507,0.06156156
A,2026,3,22,vasco_da_gama_saf,20,Brenner,434301,Titular,68.0,0.0,0.000733568075117371,0.06015258
A,2026,3,23,sao_paulo,28,Alan Franco,793760,Titular,151.0,1.0,0.0021761392729134667,0.17844342
A,2026,3,23,sao_paulo,19,Lucas Ramon,376828,Titular,0.0,0.0,0.0008333333333333334,0.06833333
A,2026,3,23,sao_paulo,7,Lucas Moura,299760,Titular,34.0,0.0,0.0007802746566791511,0.06398252
A,2026,3,23,gremio,9,Amuzu,895665,Titular,60.0,0.0,0.0007440476190476191,0.0610119
A,2026,3,23,gremio,2,Balbuena,541574,Titular,90.0,0.0,0.0007062146892655367,0.0579096
A,2026,3,24,red_bull_bragantino,6,Gabriel,320839,Titular,156.0,2.0,0.003683943089430894,0.30208333
A,2026,3,24,corinthians,21,Matheus Bidu,502230,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,24,corinthians,2,Matheuzinho,565578,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,24,red_bull_bragantino,14,Pedro Henr ...,352037,Titular,20.0,0.0,0.0008012820512820514,0.06570513
A,2026,3,24,red_bull_bragantino,5,Fabinho,547222,Titular,24.0,0.0,0.0007951653944020357,0.06520356
A,2026,3,25,mirassol,11,Negueba,462916,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,25,mirassol,21,Jose Aldo,422022,Titular,45.0,0.0,0.0007645259938837921,0.06269113
A,2026,3,25,mirassol,9,Nathan Fogaca,461356,Titular,51.0,0.0,0.0007562008469449486,0.06200847
A,2026,3,25,cruzeiro,94,WANDERSON,753325,Titular,55.0,0.0,0.0007507507507507507,0.06156156
A,2026,3,25,mirassol,25,Neto,383527,Titular,68.0,0.0,0.000733568075117371,0.06015258
A,2026,3,26,remo,12,Patrick de ...,453232,Titular,156.0,1.0,0.0021595528455284553,0.17708333
A,2026,3,26,remo,55,Zé Ricardo,448024,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,26,remo,16,Savio,376801,Titular,0.0,0.0,0.0008333333333333334,0.06833333
A,2026,3,26,atletico_mineiro,28,Cuello,695547,Titular,30.0,0.0,0.0007861635220125787,0.06446541
A,2026,3,26,atletico_mineiro,19,Reinier,546383,Titular,33.0,0.0,0.0007817385866166354,0.06410256
A,2026,3,27,internacional,16,Ronaldo,405698,Titular,131.0,1.0,0.0022451135763338617,0.18409931
A,2026,3,27,internacional,28,Vitinho,388084,Titular,147.0,1.0,0.0021895929933024214,0.17954663
A,2026,3,27,palmeiras,40,Allan,621642,Titular,153.0,1.0,0.002169474221541603,0.17789689
A,2026,3,27,internacional,25,Gabriel Me ...,723593,Titular,80.0,0.0,0.0007183908045977011,0.05890805
A,2026,3,27,internacional,7,Carbonero,894546,Titular,86.0,0.0,0.0007110352673492605,0.05830489
A,2026,3,28,santos_fc,11,Rony,427806,Titular,88.0,1.0,0.002409297052154195,0.19756236
A,2026,3,28,athletico_paranaense,23,Santos,293428,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,28,santos_fc,77,Gabriel Br ...,517633,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,28,athletico_paranaense,9,Kevin Viveros,922690,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,28,santos_fc,16,Thaciano,391953,Titular,0.0,0.0,0.0008333333333333334,0.06833333
A,2026,3,29,flamengo,20,Lucas Paqu ...,319635,Titular,64.0,1.0,0.0025118203309692673,0.20596927
A,2026,3,29,vitoria,45,Nathan Mendes,542178,Titular,90.0,1.0,0.002401129943502825,0.19689266
A,2026,3,29,vitoria,13,Ramon,526090,Titular,151.0,1.0,0.0021761392729134667,0.17844342
A,2026,3,29,vitoria,44,Gabriel  B ...,435315,Titular,180.0,1.0,0.0020833333333333333,0.17083333
A,2026,3,29,vitoria,21,Dudu,548873,Titular,0.0,0.0,0.0008333333333333334,0.06833333
A,2026,3,30,coritiba_s_a_f,10,Josue,880608,Titular,90.0,1.0,0.002401129943502825,0.19689266
A,2026,3,30,coritiba_s_a_f,32,Pedro Rocha,379462,Titular,153.0,1.0,0.002169474221541603,0.17789689
A,2026,3,30,coritiba_s_a_f,26,Bruno Melo,329952,Titular,171.0,1.0,0.002111276701440636,0.17312469
A,2026,3,30,chapecoense,20,Jean Carlos,292976,Titular,55.0,0.0,0.0007507507507507507,0.06156156
A,2026,3,30,chapecoense,33,Bruno Leon ...,376599,Titular,68.0,0.0,0.000733568075117371,0.06015258
A,2026,4,31,flamengo,20,Lucas Paqu ...,319635,Titular,119.0,1.0,0.0024042253444515158,0.19714648
A,2026,4,31,mirassol,6,Reinaldo,332318,Titular,265.0,1.0,0.001945379723157501,0.15952114
A,2026,4,31,flamengo,4,Leo Pereira,310373,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,31,mirassol,9,Andre Luis,391068,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,31,flamengo,6,Ayrton Lucas,432491,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,32,vitoria,10,Matheuzinho,412971,Titular,173.0,1.0,0.0022113157328610524,0.18132789
A,2026,4,32,botafogo,10,Montoro,919476,Titular,230.0,1.0,0.002038651353719847,0.16716941
A,2026,4,32,vitoria,13,Ramon,526090,Titular,239.0,1.0,0.0020138233940669666,0.16513352
A,2026,4,32,vitoria,44,Gabriel  B ...,435315,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,32,botafogo,17,Warleson,409079,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,33,santos_fc,49,Gabriel Bo ...,652943,Titular,70.0,1.0,0.0026109043652903304,0.21409416
A,2026,4,33,santos_fc,98,Adonis Frías,933266,Titular,90.0,1.0,0.0025223991325686243,0.20683673
A,2026,4,33,santos_fc,77,Gabriel Br ...,517633,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,33,vasco_da_gama_saf,11,Hinestroza,927926,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,33,santos_fc,10,Neymar Jr,292791,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,34,palmeiras,40,Allan,621642,Titular,234.0,1.0,0.002027541537078322,0.16625841
A,2026,4,34,fluminense,4,Ignacio,530656,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,34,fluminense,11,Savarino,694075,Titular,13.0,0.0,0.0009516871115311661,0.07803834
A,2026,4,34,fluminense,23,Guga,317445,Titular,16.0,0.0,0.0009461540469292407,0.07758463
A,2026,4,34,fluminense,13,Guilherme  ...,339258,Titular,19.0,0.0,0.0009406849483920774,0.07713617
A,2026,4,35,red_bull_bragantino,4,Alix,701439,Titular,160.0,1.0,0.0022548719518416488,0.1848995
A,2026,4,35,athletico_paranaense,23,Santos,293428,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,35,red_bull_bragantino,1,Cleiton,384823,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,35,red_bull_bragantino,21,Lucas Barbosa,550777,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,35,athletico_paranaense,9,Kevin Viveros,922690,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,36,cruzeiro,16,Lucas Silva,320111,Titular,104.0,1.0,0.0024639329275090867,0.2020425
A,2026,4,36,cruzeiro,11,Gerson,310733,Titular,244.0,1.0,0.002000289634698237,0.16402375
A,2026,4,36,cruzeiro,10,Matheus Pe ...,819091,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,36,corinthians,4,Joao Pedro,615235,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,36,cruzeiro,25,Villalba,837958,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,37,gremio,1,Weverton,169050,Titular,270.0,1.0,0.001932747387292842,0.15848529
A,2026,4,37,atletico_mineiro,14,Vitor Hugo,300140,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,37,atletico_mineiro,2,Natanael M ...,559812,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,37,gremio,44,Viery,691211,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,37,gremio,37,Gabriel Mec,745907,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,38,sao_paulo,29,Pablo Maia,552144,Titular,124.0,1.0,0.0023849607182940516,0.19556678
A,2026,4,38,coritiba_saf,10,Josue,880608,Titular,180.0,1.0,0.002188552188552189,0.17946128
A,2026,4,38,sao_paulo,28,Alan Franco,793760,Titular,221.0,1.0,0.0020640991514777923,0.16925613
A,2026,4,38,coritiba_saf,32,Pedro Rocha,379462,Titular,225.0,1.0,0.0020527110182282596,0.1683223
A,2026,4,38,sao_paulo,2,Toloi,184801,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,39,chapecoense,2,Marcos Vin ...,374251,Titular,90.0,1.0,0.0025223991325686243,0.20683673
A,2026,4,39,chapecoense,15,R. Thyere,313474,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,39,chapecoense,91,Bruno Pacheco,333975,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,39,chapecoense,30,Matheus,433705,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,39,chapecoense,16,Bruno,452427,Titular,0.0,0.0,0.0009764309764309765,0.08006734
A,2026,4,40,internacional,28,Vitinho,388084,Titular,237.0,1.0,0.002019288315082074,0.16558164
A,2026,4,40,remo,12,Patrick de ...,453232,Titular,246.0,1.0,0.0019949269279027995,0.16358401
A,2026,4,40,remo,79,Marcelinho,319134,Titular,24.0,0.0,0.0009317089469761226,0.07640013
A,2026,4,40,internacional,35,Braian Agu ...,883325,Titular,88.0,0.0,0.0008302984493460684,0.06808447
A,2026,4,40,remo,5,Leo Andrade,334154,Titular,114.0,0.0,0.0007951392316213164,0.06520142
A,2026,5,41,cruzeiro,16,Lucas Silva,320111,Titular,194.0,1.0,0.002132273746106599,0.17484645
A,2026,5,41,flamengo,11,Everton,379065,Titular,198.0,1.0,0.0021200544123180223,0.17384446
A,2026,5,41,flamengo,20,Lucas Paqu ...,319635,Titular,209.0,1.0,0.0020871621717884056,0.1711473
A,2026,5,41,cruzeiro,11,Gerson,310733,Titular,326.0,1.0,0.0017915229779636558,0.14690488
A,2026,5,41,flamengo,4,Leo Pereira,310373,Titular,360.0,1.0,0.001720695325346488,0.14109702
A,2026,5,42,palmeiras,12,Khellven,557878,Titular,320.0,1.0,0.001804631682680463,0.1479798
A,2026,5,42,vasco_da_gama_saf,23,Thiago Mendes,353262,Titular,328.0,1.0,0.0017871956277753377,0.14655004
A,2026,5,42,vasco_da_gama_saf,11,Hinestroza,927926,Titular,360.0,1.0,0.001720695325346488,0.14109702
A,2026,5,42,palmeiras,3,Bruno Fuchs,401025,Titular,0.0,0.0,0.0009595959595959596,0.07868687
A,2026,5,42,palmeiras,6,Jefté,652554,Titular,1.0,0.0,0.0009576805983991612,0.07852981
A,2026,5,43,sao_paulo,10,Luciano,346745,Titular,199.0,1.0,0.002117021430326151,0.17359576
A,2026,5,43,sao_paulo,28,Alan Franco,793760,Titular,311.0,1.0,0.0018246584214525027,0.14962199
A,2026,5,43,sao_paulo,18,Wendell,327288,Titular,90.0,0.0,0.0008132169149118302,0.06668379
A,2026,5,43,sao_paulo,19,Lucas Ramon,376828,Titular,90.0,0.0,0.0008132169149118302,0.06668379
A,2026,5,43,chapecoense,11,Bolasie,840258,Titular,127.0,0.0,0.0007652280379553106,0.0627487
A,2026,5,44,corinthians,21,Matheus Bidu,502230,Titular,270.0,2.0,0.003220516856880493,0.26408238
A,2026,5,44,coritiba_saf,8,Wallisson,532986,Titular,78.0,1.0,0.0025602041172975427,0.20993674
A,2026,5,44,coritiba_saf,10,Josue,880608,Titular,249.0,1.0,0.0019756982373804804,0.16200726
A,2026,5,44,coritiba_saf,26,Bruno Melo,329952,Titular,261.0,1.0,0.0019445439944782913,0.15945261
A,2026,5,44,corinthians,13,Gustavo,186450,Titular,270.0,1.0,0.0019218155581791944,0.15758888
A,2026,5,45,mirassol,25,Neto,383527,Titular,132.0,1.0,0.0023414524996803474,0.1919991
A,2026,5,45,mirassol,21,Jose Aldo,422022,Titular,135.0,1.0,0.002330390519366897,0.19109202
A,2026,5,45,santos_fc,49,Gabriel Bo ...,652943,Titular,147.0,1.0,0.0022871684386367537,0.18754781
A,2026,5,45,santos_fc,98,Adonis Frías,933266,Titular,180.0,1.0,0.0021761734997029114,0.17844623
A,2026,5,45,santos_fc,11,Rony,427806,Titular,206.0,1.0,0.002096031132858328,0.17187455
A,2026,5,46,atletico_mineiro,3,Roman Hurtado,896750,Titular,0.0,0.0,0.0009595959595959596,0.07868687
A,2026,5,46,atletico_mineiro,9,Cassierra,944109,Titular,1.0,0.0,0.0009576805983991612,0.07852981
A,2026,5,46,internacional,9,Alerrandro,441844,Titular,12.0,0.0,0.0009371054292929293,0.07684265
A,2026,5,46,internacional,14,Alan Rodri ...,925523,Titular,32.0,0.0,0.0009018759018759019,0.07395382
A,2026,5,46,atletico_mineiro,14,Vitor Hugo,300140,Titular,89.0,0.0,0.0008145975887911372,0.066797
A,2026,5,47,red_bull_bragantino,6,Gabriel,320839,Titular,215.0,3.0,0.004866850321395776,0.39908173
A,2026,5,47,gremio,5,Nardoni,945783,Titular,85.0,1.0,0.002529569196235863,0.20742467
A,2026,5,47,gremio,7,Pavon,772443,Titular,221.0,1.0,0.0020524243825214695,0.1682988
A,2026,5,47,gremio,1,Weverton,169050,Titular,360.0,1.0,0.001720695325346488,0.14109702
A,2026,5,47,red_bull_bragantino,1,Cleiton,384823,Titular,360.0,1.0,0.001720695325346488,0.14109702
A,2026,5,48,botafogo,20,Alexander  ...,836858,Titular,270.0,1.0,0.0019218155581791944,0.15758888
A,2026,5,48,botafogo,10,Montoro,919476,Titular,320.0,1.0,0.001804631682680463,0.1479798
A,2026,5,48,athletico_paranaense,23,Santos,293428,Titular,360.0,1.0,0.001720695325346488,0.14109702
A,2026,5,48,athletico_paranaense,4,Arthur Dias,745104,Titular,360.0,1.0,0.001720695325346488,0.14109702
A,2026,5,48,athletico_paranaense,9,Kevin Viveros,922690,Titular,360.0,1.0,0.001720695325346488,0.14109702
A,2026,5,49,vitoria,6,Emmanuel M ...,779735,Titular,102.0,1.0,0.0024581361790664115,0.20156717
A,2026,5,49,bahia,99,Kike Olivera,895912,Titular,145.0,1.0,0.002294260433795317,0.18812936
A,2026,5,49,vitoria,45,Nathan Mendes,542178,Titular,180.0,1.0,0.0021761734997029114,0.17844623
A,2026,5,49,bahia,6,Jean Lucas,318143,Titular,211.0,1.0,0.0020812911108269755,0.17066587
A,2026,5,49,vitoria,10,Matheuzinho,412971,Titular,238.0,1.0,0.0020051463140894035,0.164422
A,2026,5,50,remo,14,Picco,944177,Titular,207.0,1.0,0.002093066449502093,0.17163145
A,2026,5,50,fluminense,2,Samuel Xavier,292428,Titular,254.0,1.0,0.0019625967901829968,0.16093294
A,2026,5,50,fluminense,17,Canobbio,756284,Titular,265.0,1.0,0.0019343764441803657,0.15861887
A,2026,5,50,fluminense,8,Martinelli,517552,Titular,328.0,1.0,0.0017871956277753377,0.14655004
A,2026,5,50,remo,12,Patrick de ...,453232,Titular,336.0,1.0,0.0017700932772703106,0.14514765
A,2026,6,51,athletico_paranaense,14,Luiz Gustavo,172368,Titular,319.0,1.0,0.0017451684118350785,0.14310381
A,2026,6,51,fluminense,17,Canobbio,756284,Titular,343.0,1.0,0.0016954839018895958,0.13902968
A,2026,6,51,fluminense,2,Samuel Xavier,292428,Titular,344.0,1.0,0.001693475034707262,0.13886495
A,2026,6,51,athletico_paranaense,10,Zapelli,818807,Titular,347.0,1.0,0.0016874768940884643,0.13837311
A,2026,6,51,fluminense,8,Martinelli,517552,Titular,414.0,1.0,0.0015637778219835113,0.12822978
A,2026,6,52,flamengo,4,Leo Pereira,310373,Titular,450.0,2.0,0.002557150451887294,0.20968634
A,2026,6,52,botafogo,25,Allan,184906,Titular,169.0,1.0,0.002136461777717383,0.17518987
A,2026,6,52,botafogo,6,Cristian M ...,947048,Titular,180.0,1.0,0.002101901366607249,0.17235591
A,2026,6,52,flamengo,20,Lucas Paqu ...,319635,Titular,281.0,1.0,0.0018300805752790388,0.15006661
A,2026,6,52,botafogo,20,Alexander  ...,836858,Titular,360.0,1.0,0.0016619685224336387,0.13628142
